County,State,mean_life_expectancy,State_FIPS,County_FIPS,disability_rate,white_population,total_population,age_60_and_over,poverty_rate,housing_cost_burden,bachelors_and_above_percentage,median_gross_rent,age_15_to_44_percentage,gini_index,native_american_population,less_than_9th_grade_percentage,health_insurance_rate,unemployment_rate,median_household_income,asian_population,per_capita_income,total_population_race,high_school_only_percentage,median_home_value,black_population,age_18_and_under_percentage,Year
Barnwell County,South Carolina,74.060720034047,45,11,20.5,11888,22523,12.3,28.7,182,10.4,618,76.7,0.4672,84,8.3,15.6,18.2,35748,73,18109,22523,39.1,73500,10148,11.0,2012
Barren County,Kentucky,76.2181002388888,21,9,18.4,39463,42229,13.3,19.9,341,12.8,544,77.1,0.4417,48,11.2,14.4,7.6,37587,230,19613,42229,45.2,101800,1910,8.1,2012
Barron County,Wisconsin,79.2355892917201,55,5,12.6,44073,45882,16.2,12.8,504,15.5,638,79.6,0.4138,375,5.2,9.4,8.0,44149,186,23029,45882,42.2,135500,488,8.0,2012
Barrow County,Georgia,76.5278828675982,13,13,12.4,55517,69136,8.0,13.6,501,15.2,850,72.7,0.3797,128,8.2,20.0,11.1,51202,2245,20845,69136,35.0,131900,8396,8.4,2012
Barry County,Michigan,79.4209650636532,26,15,13.6,57566,59249,13.4,10.8,255,16.4,689,78.1,0.3988,196,2.6,10.4,9.9,53541,269,24995,59249,39.6,137200,271,7.9,2012
Barry County,Missouri,75.9967671646569,29,9,18.0,32853,35680,16.7,18.0,197,12.4,569,76.9,0.4117,193,6.8,16.5,11.2,38153,110,19419,35680,38.6,105900,10,7.7,2012
Bartholomew County,Indiana,77.6753588885786,18,5,11.6,69578,77297,12.1,11.8,430,29.6,783,77.1,0.4235,195,3.7,12.8,6.9,54481,2834,27178,77297,33.2,137000,1410,8.3,2012
Barton County,Kansas,78.1535671040513,20,9,14.3,25752,27556,14.8,14.9,120,18.1,538,77.8,0.4487,59,7.1,15.5,6.4,46639,45,25463,27556,31.6,73600,423,9.5,2012
Barton County,Missouri,77.3720948220371,29,11,17.3,11794,12428,15.7,19.4,55,15.4,505,75.4,0.4294,109,7.7,13.0,7.3,39576,81,19429,12428,39.4,84400,13,7.1,2012
Bartow County,Georgia,76.2568424918217,13,15,12.2,82548,99872,9.5,16.0,878,16.0,774,75.2,0.4226,467,7.6,18.3,10.2,49543,727,21884,99872,37.9,137600,10000,8.4,2012
Bastrop County,Texas,77.4688340902497,48,21,12.2,61425,74023,10.6,14.1,381,14.6,876,76.1,0.4214,725,11.1,21.1,7.7,52516,561,23940,74023,33.7,121200,5998,7.9,2012
Bates County,Missouri,76.2341305391455,29,13,18.6,16364,17003,15.9,17.0,232,10.9,582,76.9,0.4192,67,5.2,15.3,7.8,39371,17,20676,17003,47.5,104300,71,7.5,2012
Bath County,Kentucky,73.6919354847708,21,11,23.7,11239,11665,13.6,30.4,47,11.8,524,75.9,0.4706,0,14.1,16.9,14.0,29632,0,15985,11665,43.2,65900,223,7.1,2012
Bath County,Virginia,77.1304776301929,51,17,12.0,4499,4713,20.5,13.9,17,13.2,781,83.6,0.4403,0,8.1,8.9,3.1,51528,34,27471,4713,54.0,147900,169,2.7,2012
Baxter County,Arkansas,76.2503312773737,5,5,22.0,40189,41387,27.7,17.2,256,16.5,608,82.9,0.442,231,3.8,14.1,9.6,35209,204,21409,41387,37.2,119700,123,6.0,2012
Bay County,Florida,76.578868950999,12,5,15.3,139352,168957,13.3,13.3,1979,20.9,933,79.9,0.418,870,3.9,18.8,9.5,47364,3357,24859,168957,31.4,163000,17810,10.1,2012
Bay County,Michigan,78.032443690154,26,17,15.0,101486,107633,14.2,13.5,817,18.2,614,79.5,0.4172,345,3.4,10.5,11.1,46068,593,23694,107633,36.7,99200,1352,8.8,2012
Bayfield County,Wisconsin,79.8708584110305,55,7,15.4,13106,15078,20.2,13.7,96,25.9,529,83.6,0.4194,1574,2.7,11.7,8.9,44626,65,25485,15078,35.3,158200,70,6.0,2012
Baylor County,Texas,75.4685947760442,48,23,22.4,3520,3706,24.8,14.9,73,19.9,442,83.6,0.4562,29,5.3,19.0,2.8,34688,0,23041,3706,30.1,71100,59,2.8,2012
Beadle County,South Dakota,79.0912358512811,46,5,14.8,15908,17372,14.3,12.7,146,19.1,488,78.4,0.4428,158,13.6,13.6,3.6,43778,709,25845,17372,34.7,87700,86,8.7,2012
Bear Lake County,Idaho,78.8247616862098,16,7,15.1,5829,5977,18.1,15.4,35,15.7,573,76.9,0.3933,19,1.4,16.4,4.5,40242,0,19366,5977,41.8,131600,22,6.6,2012
Beaufort County,North Carolina,76.4247552592752,37,13,18.2,32475,47542,16.9,20.6,363,18.5,635,79.6,0.4582,45,8.0,18.0,12.6,40147,88,22326,47542,34.1,113200,12440,7.4,2012
Beaufort County,South Carolina,81.6708030026769,45,13,11.6,119255,162316,19.9,11.6,1577,39.6,1020,80.8,0.4694,310,3.6,17.3,9.1,56581,1754,32725,162316,24.4,279400,31123,12.3,2012
Beauregard Parish,Louisiana,74.9771172710316,22,11,17.6,29434,35662,11.6,14.8,179,15.7,601,76.6,0.4286,249,5.3,17.5,6.9,46762,291,22428,35662,43.1,89900,4545,8.9,2012
Beaver County,Oklahoma,78.1813459984802,40,7,12.2,4908,5587,15.0,10.3,8,16.5,611,76.3,0.4211,41,10.8,19.2,4.4,50466,8,23795,5587,34.3,70900,40,8.3,2012
Beaver County,Pennsylvania,77.7525360707217,42,7,15.7,155603,170614,16.0,12.4,1667,22.0,623,81.1,0.4206,144,2.9,7.4,7.2,48311,857,25506,170614,39.6,114100,10317,8.3,2012
Beaver County,Utah,76.8363454411181,49,1,11.4,6345,6527,11.6,16.7,63,13.9,677,68.1,0.4216,27,3.9,13.5,10.7,45948,0,18886,6527,36.9,145700,10,8.2,2012
Beaverhead County,Montana,79.7744843919811,30,1,12.9,8816,9228,16.7,12.5,155,29.9,534,82.7,0.4146,106,2.7,11.4,4.8,41039,71,22635,9228,28.6,171600,20,12.5,2012
Becker County,Minnesota,78.571641975079,27,5,11.9,28787,32600,16.2,11.8,192,21.3,608,77.9,0.4252,2248,3.7,11.8,5.2,49159,140,25371,32600,35.4,170500,115,6.9,2012
Beckham County,Oklahoma,74.1872749120625,40,9,17.0,19523,22519,9.5,15.0,104,13.5,632,78.4,0.4501,441,8.7,19.6,2.9,51506,82,24214,22519,38.3,93600,785,11.0,2012
Bedford City,Virginia,78.8812500367285,51,515,22.5,4638,6103,17.9,21.2,112,23.7,648,77.1,0.4709,0,7.3,13.6,6.3,35863,26,22116,6103,25.3,140200,1314,4.8,2012
Bedford County,Pennsylvania,78.694826848397,42,9,16.8,48747,49680,16.9,13.0,382,11.9,578,80.4,0.4106,75,5.3,12.4,7.5,41512,127,21624,49680,52.4,118800,295,7.6,2012
Bedford County,Tennessee,75.2757525090034,47,3,15.7,38902,45060,12.0,18.9,565,12.6,622,75.6,0.4429,385,11.0,16.0,10.6,39635,348,19245,45060,42.1,117100,3174,8.8,2012
Bedford County,Virginia,78.8812500367285,51,19,12.5,62962,68750,15.8,8.8,242,23.5,709,80.2,0.4149,96,5.1,9.6,6.3,56906,721,28360,68750,33.3,195300,3830,7.0,2012
Bee County,Texas,77.0585413487789,48,25,19.1,21767,32083,7.9,23.0,108,7.4,711,84.3,0.4758,42,12.4,20.0,9.4,40707,130,15701,32083,35.6,72000,2881,12.0,2012
Belknap County,New Hampshire,79.0444268383871,33,1,11.4,58087,60206,15.9,9.7,328,28.3,850,81.7,0.4284,81,3.9,11.9,6.0,57163,680,30178,60206,30.6,224600,396,7.3,2012
Bell County,Kentucky,72.1545932485008,21,13,25.5,27303,28613,13.4,33.5,337,9.6,450,79.0,0.4967,86,17.5,19.6,13.5,25952,88,15140,28613,37.8,66200,678,9.3,2012
Bell County,Texas,77.9246430102917,48,27,11.8,206376,310155,7.8,14.6,3900,21.4,862,73.7,0.4275,1918,4.4,15.6,8.7,50085,8840,23078,310155,29.1,119800,65994,13.5,2012
Belmont County,Ohio,76.9488055373669,39,13,17.2,65828,70182,14.5,14.6,616,13.2,516,83.0,0.4155,93,3.7,10.9,8.2,41676,255,21861,70182,45.1,88000,2467,9.4,2012
Beltrami County,Minnesota,77.9314896784086,27,7,11.1,33521,44652,11.9,20.7,377,28.3,666,76.7,0.4325,8526,2.6,15.2,10.5,44038,357,21736,44652,28.2,147600,367,14.7,2012
Ben Hill County,Georgia,73.7556677496527,13,17,25.0,10546,17612,11.8,32.3,193,10.9,608,74.0,0.4719,0,9.3,20.6,15.5,29162,7,15335,17612,41.0,75100,6253,11.4,2012
Benewah County,Idaho,76.1743046438564,16,9,17.6,7972,9247,18.1,14.5,51,10.5,594,79.2,0.3861,773,3.2,19.1,9.8,38536,10,19549,9247,44.9,124000,148,7.4,2012
Bennett County,South Dakota,73.7620018924249,46,7,13.1,978,3432,10.7,36.5,32,10.7,456,69.1,0.4894,2305,7.4,28.3,17.2,36429,13,16233,3432,32.6,56300,24,9.1,2012
Bennington County,Vermont,78.9707735009022,50,3,15.4,35700,36990,17.1,13.3,327,30.5,796,81.3,0.462,42,3.1,7.0,7.0,48938,224,28493,36990,32.3,206300,171,8.5,2012
Benson County,North Dakota,73.4728720450438,38,5,11.3,2928,6677,12.5,35.7,30,10.0,386,70.0,0.4865,3604,7.4,23.7,7.1,34706,23,17220,6677,36.3,52600,6,8.8,2012
Bent County,Colorado,76.0996500723774,8,11,26.3,4985,6192,10.4,20.9,109,6.8,627,89.2,0.4259,169,12.6,15.4,15.8,36297,85,15259,6192,48.5,70600,525,8.5,2012
Benton County,Arkansas,79.4131254615631,5,7,10.2,191672,222028,11.1,12.1,2205,30.3,748,73.8,0.4368,3325,7.4,15.9,5.2,53515,6353,26199,222028,29.0,150700,2557,8.6,2012
Benton County,Indiana,78.1823302835969,18,7,16.1,8640,8816,13.5,11.5,79,13.9,659,75.8,0.3733,0,1.5,14.8,8.1,47828,0,22643,8816,46.5,85300,41,7.7,2012
Benton County,Iowa,80.6491700993739,19,11,11.8,25361,26044,13.7,7.8,161,18.0,566,77.0,0.3699,6,1.9,6.8,4.9,57488,41,26744,26044,41.9,130900,65,7.2,2012
Benton County,Minnesota,79.3689189690222,27,9,12.3,36567,38560,10.0,14.6,397,19.0,657,77.0,0.4032,184,3.5,10.2,9.3,51365,370,24330,38560,35.4,160500,825,10.6,2012
Benton County,Mississippi,74.2721611690606,28,9,16.5,5306,8725,15.4,27.4,50,13.2,608,77.2,0.5451,67,10.2,19.5,19.4,26899,0,17504,8725,35.2,84400,3133,10.9,2012
Benton County,Missouri,76.1539247847998,29,15,22.1,18473,19021,25.9,18.6,126,12.0,580,84.4,0.4398,117,5.6,12.1,7.7,33349,126,20049,19021,48.2,104300,35,6.7,2012
Benton County,Oregon,82.5157119433,41,3,10.1,75397,85501,10.9,21.6,944,49.3,787,84.4,0.4889,616,2.4,11.8,8.3,48635,4738,27210,85501,15.1,272000,860,24.7,2012
Benton County,Tennessee,72.9903672791984,47,5,24.6,15755,16420,18.8,20.4,44,11.0,523,81.4,0.4148,46,6.9,15.2,15.2,33663,53,18310,16420,46.4,76700,413,7.6,2012
Benton County,Washington,80.013162966698,53,5,11.3,143741,175424,10.7,12.9,1537,31.5,779,75.6,0.4159,1787,5.3,13.1,6.7,60300,4710,28171,175424,23.7,174800,2437,9.4,2012
Benzie County,Michigan,79.2329084027723,26,19,17.0,16924,17554,19.9,13.0,69,22.8,763,80.8,0.3885,185,3.1,14.2,11.1,47491,41,24420,17554,33.7,155700,72,6.3,2012
Bergen County,New Jersey,82.7285690496747,34,3,8.4,666754,906781,13.2,6.6,9241,47.4,1308,79.2,0.4755,1507,4.2,11.7,7.0,84255,132801,43234,906781,23.1,461400,50694,8.0,2012
Berkeley County,South Carolina,78.002017859236,45,15,12.4,121594,179773,9.2,14.3,1409,19.3,922,77.0,0.4167,1180,4.4,19.3,11.4,51476,4322,23661,179773,33.9,150900,45337,12.3,2012
Berkeley County,West Virginia,76.2386174767162,54,3,13.4,92146,104410,10.7,12.7,1054,18.6,784,76.9,0.419,183,5.0,14.0,11.1,53332,897,26074,104410,37.8,171900,7511,7.9,2012
Berks County,Pennsylvania,79.353899524622,42,11,12.8,348705,411094,12.8,13.5,3897,22.0,812,78.4,0.4267,850,6.3,9.8,9.4,55021,5436,26478,411094,39.1,173400,19523,10.2,2012
Berkshire County,Massachusetts,79.715602635032,25,3,14.9,121401,130866,16.5,12.4,1581,29.6,750,82.2,0.4744,296,2.9,3.7,9.2,47513,1669,28939,130866,35.6,209200,3479,10.0,2012
Bernalillo County,New Mexico,78.8365488026737,35,1,11.8,462080,661924,10.9,17.3,7522,32.7,762,77.9,0.4629,30332,5.8,17.0,8.0,48398,14963,26766,661924,23.9,190200,18731,10.7,2012
Berrien County,Georgia,75.4235665257949,13,19,19.9,16048,19131,12.5,24.7,200,10.0,531,76.7,0.4322,12,9.5,23.3,12.8,31506,38,16553,19131,36.4,77000,2126,7.9,2012
Berrien County,Michigan,77.7252448950512,26,21,14.1,122185,156759,14.4,17.4,1296,26.2,636,78.4,0.4672,634,4.9,13.1,11.5,43471,2598,24526,156759,31.2,135100,23943,8.7,2012
Bertie County,North Carolina,76.0601762622548,37,15,20.2,7456,21035,14.4,24.3,144,9.3,564,81.0,0.4753,61,10.1,13.9,14.1,31194,112,17977,21035,43.4,80700,13247,9.8,2012
Bethel Census Area,Alaska,72.9375771624196,2,50,10.1,2007,17184,5.6,21.8,80,8.6,992,68.2,0.4492,14031,9.6,26.1,17.9,52349,181,19055,17184,43.8,172300,49,11.6,2012
Bexar County,Texas,78.5222744942105,48,29,13.1,1293143,1719902,9.0,17.8,20608,26.8,816,75.1,0.4647,12953,8.6,20.2,7.8,49141,40684,24133,1719902,23.9,122600,124773,11.7,2012
Bibb County,Alabama,73.8549042153188,1,7,16.2,17459,22769,10.4,16.5,107,8.2,581,80.5,0.4212,80,12.0,14.8,10.5,36824,25,17611,22769,40.5,91600,4953,8.5,2012
Bibb County,Georgia,73.9452638839029,13,21,14.0,68053,155560,10.6,23.5,1792,23.0,727,75.6,0.5076,341,5.1,17.2,11.1,37920,2522,21443,155560,34.9,123300,80153,10.1,2012
Bienville Parish,Louisiana,73.7185448397636,22,13,24.1,7900,14312,16.4,28.0,85,10.6,471,77.5,0.4836,81,6.6,14.0,9.9,31229,11,18851,14312,37.0,57300,5980,9.4,2012
Big Horn County,Montana,72.5881503580977,30,3,12.0,4236,12872,9.8,26.8,52,15.2,576,67.9,0.4454,8067,3.9,40.0,19.8,36803,94,15239,12872,35.7,90400,1,10.5,2012
Big Horn County,Wyoming,76.9150549470186,56,3,15.7,11004,11636,17.7,10.0,83,18.5,550,77.7,0.4006,264,4.0,15.4,5.8,51002,39,25506,11636,33.7,123900,2,8.1,2012
Big Stone County,Minnesota,79.8163138526567,27,11,15.4,5162,5250,22.8,12.9,19,13.4,514,80.8,0.4301,11,4.6,6.6,3.4,45545,2,24614,5250,43.0,85700,17,6.3,2012
Bingham County,Idaho,78.1957286355338,16,11,12.9,40002,45312,11.0,15.4,157,18.3,573,70.5,0.4014,2530,8.5,17.8,6.8,46817,294,18892,45312,31.2,135900,113,8.9,2012
Black Hawk County,Iowa,79.3735900737619,19,13,12.6,112517,130843,12.2,16.5,1456,25.6,656,80.0,0.4286,213,3.8,8.7,7.3,45610,1851,23910,130843,35.6,122300,11774,15.5,2012
Blackford County,Indiana,76.2251877006383,18,9,20.3,12473,12742,15.3,16.5,98,9.2,585,78.6,0.4244,8,4.0,14.6,13.3,39619,31,21506,12742,52.3,73000,48,8.1,2012
Bladen County,North Carolina,74.8901637028356,37,17,21.0,20176,34922,13.8,24.4,160,8.8,593,78.7,0.4909,788,11.1,20.3,12.2,30031,46,18936,34922,34.9,80800,11918,10.2,2012
Blaine County,Idaho,84.3719498430769,16,13,6.6,19030,21323,12.4,8.9,213,44.7,931,79.5,0.446,369,7.0,20.0,7.0,60160,56,33603,21323,16.5,404900,8,6.5,2012
Blaine County,Montana,75.1667762591202,30,5,12.3,3187,6514,12.0,27.1,26,11.4,455,71.7,0.4346,3196,5.5,35.4,7.1,37899,5,17250,6514,32.2,74900,0,8.9,2012
Blaine County,Oklahoma,74.9406776151362,40,11,21.6,8322,10651,12.3,14.5,40,14.0,547,81.7,0.4374,526,9.0,16.8,3.4,43356,24,20250,10651,36.9,66200,605,9.2,2012
Blair County,Pennsylvania,77.1979362793643,42,13,15.3,122432,127133,15.1,13.3,1350,18.6,597,80.2,0.444,113,2.3,9.5,7.7,42687,907,23586,127133,48.3,103700,2242,9.8,2012
Blanco County,Texas,79.0591275517415,48,31,14.8,9730,10425,17.4,9.3,84,23.3,735,79.6,0.4162,249,8.2,18.9,8.2,46881,12,27014,10425,28.9,162300,93,6.0,2012
Bland County,Virginia,75.4889116216424,51,21,17.8,6618,6827,14.9,14.2,27,10.8,533,83.7,0.3777,0,8.0,10.8,8.2,42658,0,18712,6827,45.3,98700,189,6.4,2012
Bleckley County,Georgia,76.0719969810564,13,23,14.2,8957,13009,12.8,18.9,44,11.3,640,77.5,0.4825,11,6.5,12.5,7.7,37853,267,18650,13009,45.2,84500,3666,16.8,2012
Bledsoe County,Tennessee,76.7122909615176,47,7,30.0,12185,12898,13.3,23.1,42,6.3,518,83.0,0.4081,30,14.6,13.9,14.4,31388,7,14353,12898,41.5,105200,539,8.4,2012
Blount County,Alabama,75.7031620249924,1,9,17.3,54507,57466,13.4,14.7,156,12.0,588,77.8,0.4112,230,9.7,13.1,10.0,45192,97,21155,57466,36.0,115200,754,8.5,2012
Blount County,Tennessee,77.3569191671141,47,9,14.8,115009,123086,14.6,12.7,912,21.7,702,79.7,0.4238,383,4.9,12.4,8.9,46347,985,23806,123086,36.3,164600,3603,8.3,2012
Blue Earth County,Minnesota,80.7795525911223,27,13,9.1,59295,63991,10.0,19.4,695,28.3,694,82.7,0.4377,156,2.2,8.1,6.5,49306,1246,24785,63991,32.4,161700,1670,23.0,2012
Boise County,Idaho,81.2739482119467,16,15,17.5,6785,7014,17.0,15.4,35,21.3,637,79.5,0.4236,92,3.3,20.8,14.4,45403,23,24208,7014,27.9,195800,32,5.0,2012
Bolivar County,Mississippi,71.4480958013831,28,11,12.9,11235,34239,10.3,34.2,387,17.6,581,75.9,0.5033,30,13.1,16.8,16.3,27768,182,16716,34239,27.1,82500,22478,12.8,2012
Bollinger County,Missouri,76.6555888183435,29,17,24.9,12158,12389,15.6,19.3,40,8.9,567,78.9,0.4325,0,9.4,13.0,6.3,37016,40,18892,12389,49.1,97000,73,8.2,2012
Bon Homme County,South Dakota,80.9396365512622,46,9,15.2,6344,7041,15.5,12.2,44,15.5,398,85.0,0.415,447,7.9,6.2,2.1,41139,21,20086,7041,44.1,70700,54,8.8,2012
Bond County,Illinois,78.2406839106156,17,5,12.0,16286,17762,13.1,13.5,46,20.8,673,79.4,0.4397,6,2.9,9.6,9.7,47705,253,23081,17762,39.5,101900,518,11.3,2012
Bonner County,Idaho,78.9410676420792,16,17,14.6,39289,40806,17.4,16.3,475,20.4,751,81.4,0.4482,335,1.9,19.2,8.3,41379,239,24026,40806,32.6,227900,127,6.6,2012
Bonneville County,Idaho,78.536758713297,16,19,12.5,95952,104177,9.8,11.6,880,30.3,698,71.1,0.422,544,4.1,14.4,6.4,51254,705,23306,104177,25.4,157500,701,8.7,2012
Boone County,Arkansas,76.6663467075271,5,9,19.9,35767,37032,16.6,15.8,229,15.7,559,78.5,0.4584,240,7.9,17.2,8.3,38364,193,22333,37032,38.8,105300,114,7.9,2012
Boone County,Illinois,79.5470261403817,17,7,8.4,48923,54141,10.5,10.1,401,18.9,702,74.8,0.4164,87,5.9,11.6,11.4,63670,802,26559,54141,38.2,164700,1186,8.9,2012
Boone County,Indiana,78.5670574486803,18,11,8.9,54190,56823,10.5,7.6,431,40.6,797,73.8,0.477,56,2.3,8.4,4.3,68774,1023,37018,56823,29.2,182300,610,7.1,2012
Boone County,Iowa,78.8532742146027,19,15,11.8,25693,26324,13.7,9.0,131,19.3,633,78.5,0.4122,66,3.0,8.2,4.6,51284,155,26899,26324,37.1,118200,236,7.8,2012
Boone County,Kentucky,78.9787600807626,21,15,10.0,109741,119406,8.7,8.3,724,30.9,863,73.8,0.3939,438,3.1,9.0,6.4,67125,2596,28640,119406,28.5,173000,3395,7.7,2012
Boone County,Missouri,80.150735224181,29,19,9.9,134707,163266,8.2,19.5,2214,48.3,775,80.0,0.482,313,1.6,9.6,6.4,47786,6173,26794,163266,20.5,158900,14314,20.8,2012
Boone County,Nebraska,80.8132559905404,31,11,14.4,5443,5473,18.2,8.8,29,11.0,468,78.7,0.4568,0,3.0,8.0,3.6,44491,8,26097,5473,46.3,79200,1,7.2,2012
Boone County,West Virginia,72.3791402914102,54,5,26.9,24256,24617,12.8,20.3,123,7.2,513,78.3,0.4373,0,12.6,12.9,7.7,42819,3,21576,24617,48.3,78100,232,7.8,2012
Bosque County,Texas,76.5030647763147,48,35,17.9,17092,18114,20.2,13.5,128,15.8,587,80.3,0.4494,99,9.9,21.4,9.8,44860,50,23512,18114,31.7,93300,261,7.0,2012
Bossier Parish,Louisiana,77.3794441523739,22,15,12.3,85746,117742,10.5,13.4,1338,23.9,790,76.2,0.4393,804,4.0,16.0,6.7,53070,1736,26923,117742,33.8,142300,25161,10.3,2012
Botetourt County,Virginia,79.2129398872823,51,23,11.1,31320,33074,15.5,6.7,75,23.1,768,80.6,0.3819,2,4.1,6.4,5.0,66053,123,30137,33074,35.5,215500,1132,6.9,2012
Bottineau County,North Dakota,78.0561558429591,38,9,13.0,6120,6449,19.2,12.5,27,22.1,558,82.6,0.4871,164,5.8,8.8,3.9,48289,1,30625,6449,29.6,74900,32,10.0,2012
Boulder County,Colorado,80.0651767732563,8,13,7.1,260736,297218,8.9,13.3,3791,59.3,1077,81.2,0.4775,1170,3.2,11.7,6.9,67403,11927,38283,297218,12.3,354300,2667,15.6,2012
Boundary County,Idaho,78.0278088967513,16,21,13.2,10238,10857,17.3,16.1,40,19.3,647,78.4,0.4085,235,7.3,28.4,5.6,36300,71,18298,10857,42.2,174200,0,6.9,2012
Bourbon County,Kansas,76.2854403262409,20,11,19.4,14112,15060,16.5,17.7,72,20.4,584,77.1,0.4228,79,5.4,11.6,5.5,38250,104,19155,15060,29.9,79900,438,9.8,2012
Bourbon County,Kentucky,76.148520208131,21,17,16.1,18080,20004,13.8,17.7,217,14.3,633,78.0,0.4649,60,9.0,16.0,10.1,40894,64,22809,20004,40.7,139000,1328,9.0,2012
Bowie County,Texas,75.5713799588799,48,37,15.7,64891,92460,11.8,18.7,839,18.0,672,78.4,0.477,748,5.7,19.5,9.5,42346,673,22536,92460,35.6,92800,21751,9.5,2012
Bowman County,North Dakota,78.6621399828185,38,11,10.5,3066,3154,19.5,6.6,21,20.3,571,80.3,0.4479,15,5.4,6.8,1.7,52821,0,30681,3154,33.0,101100,0,6.6,2012
Box Butte County,Nebraska,78.2927620573047,31,13,12.8,10253,11345,12.5,19.9,96,17.3,502,75.5,0.4347,441,5.5,10.6,4.5,44025,34,24389,11345,41.9,90800,11,8.8,2012
Box Elder County,Utah,79.0770465406277,49,3,10.6,46316,49660,10.5,8.5,199,25.5,627,69.0,0.363,319,2.7,10.9,5.8,55918,375,21262,49660,32.7,168200,109,8.6,2012
Boyd County,Kentucky,75.286820982908,21,19,20.1,46820,49358,14.3,19.2,637,16.1,585,81.3,0.4805,82,4.1,15.1,10.6,39076,241,23049,49358,40.5,96700,1376,7.7,2012
Boyd County,Nebraska,79.3271240017037,31,15,16.3,1992,2025,23.6,9.9,5,17.0,393,80.9,0.4235,3,5.5,15.4,1.4,38281,0,22504,2025,45.1,55100,20,5.0,2012
Boyle County,Kentucky,77.1462163595648,21,21,17.3,25256,28445,13.5,17.5,481,24.1,622,80.0,0.4672,99,7.8,13.9,9.7,41037,234,23009,28445,34.8,132700,1861,12.0,2012
Bracken County,Kentucky,74.8446210398713,21,23,17.3,8446,8488,12.3,18.0,89,12.0,514,76.6,0.4508,10,14.3,10.7,7.4,38724,0,20788,8488,40.9,89000,12,8.2,2012
Bradford County,Florida,76.16409529862,12,7,18.4,21868,28404,12.0,20.1,229,7.4,603,83.5,0.4476,84,7.5,19.1,15.1,39082,90,17299,28404,36.4,117500,5856,9.2,2012
Bradford County,Pennsylvania,78.3776614706278,42,15,14.0,61089,62628,16.1,14.1,449,15.4,590,79.2,0.4228,62,3.8,11.8,6.2,44650,398,22741,62628,48.9,114300,344,7.7,2012
Bradley County,Arkansas,73.9859323033062,5,11,19.1,7005,11510,15.1,25.8,58,11.6,533,77.4,0.4698,118,11.1,20.2,7.5,32321,0,19429,11510,37.8,63900,3193,9.3,2012
Bradley County,Tennessee,76.702817679307,47,11,18.1,91387,99229,12.7,17.8,880,18.6,672,78.6,0.4627,149,8.2,14.2,11.5,40614,855,21327,99229,34.4,138500,4155,10.3,2012
Branch County,Michigan,77.4801829325226,26,23,13.4,42375,44920,13.0,17.3,256,13.5,663,79.1,0.4128,133,4.7,13.0,12.1,42995,272,19633,44920,43.7,104700,1262,8.7,2012
Brantley County,Georgia,74.7217910618662,13,25,21.5,17389,18279,11.9,22.0,32,5.7,461,75.9,0.4179,25,6.7,27.9,10.9,37374,72,17155,18279,46.8,65600,750,9.7,2012
Braxton County,West Virginia,75.8235906083755,54,7,22.3,14294,14531,16.8,20.2,133,6.6,498,82.7,0.4477,63,11.4,15.1,10.3,31623,11,18373,14531,45.7,79500,86,8.2,2012
Brazoria County,Texas,78.37663145418,48,39,10.5,235273,313813,8.6,10.9,1868,25.9,855,75.1,0.4222,1520,6.4,19.8,6.4,68008,17043,29042,313813,25.9,147300,38393,8.6,2012
Brazos County,Texas,80.1573644849949,48,41,9.3,146571,194087,6.3,30.0,2016,41.1,824,81.5,0.527,713,7.7,15.8,7.9,37638,10168,21340,194087,19.8,151300,21489,32.0,2012
Breathitt County,Kentucky,70.0415135650985,21,25,29.8,13689,13922,11.9,31.4,78,7.8,438,80.6,0.5052,16,16.4,18.4,12.1,23049,47,15458,13922,36.9,50700,73,9.9,2012
Breckinridge County,Kentucky,75.6507406495333,21,27,20.2,19197,20068,14.6,21.4,209,8.3,512,77.2,0.4088,17,12.4,17.2,14.6,39695,39,17868,20068,45.1,81800,484,7.7,2012
Bremer County,Iowa,82.0704160642289,19,17,9.5,23629,24294,15.0,7.5,81,27.4,577,79.6,0.3987,22,2.9,4.1,4.9,60193,122,28276,24294,34.6,139300,200,12.8,2012
Brevard County,Florida,78.4425501968517,12,9,14.8,455284,544019,19.0,12.5,5508,28.9,909,82.3,0.443,1477,2.6,16.5,11.8,49099,11054,27440,544019,28.6,157200,54218,8.8,2012
Brewster County,Texas,80.8050507177825,48,43,18.8,8311,9175,15.8,12.7,191,33.6,644,83.0,0.4746,106,5.3,22.1,2.3,40086,118,26777,9175,20.6,109300,117,13.9,2012
Briscoe County,Texas,78.1439592925105,48,45,14.3,1539,1674,20.5,18.9,2,13.9,534,81.4,0.4211,1,14.3,32.1,3.2,35078,9,20099,1674,30.5,44800,17,11.5,2012
Bristol Bay Borough,Alaska,75.4523499871574,2,60,14.1,507,929,9.3,6.2,18,17.9,1072,75.2,0.3456,288,5.2,22.5,6.9,79931,3,37150,929,24.8,182000,2,5.4,2012
Bristol City,Virginia,73.2039368070069,51,520,21.6,16112,17747,15.5,22.4,227,20.6,577,79.3,0.4542,111,7.9,16.3,12.8,30636,138,18999,17747,29.7,102800,1062,9.0,2012
Bristol County,Massachusetts,79.1377904863585,25,5,14.0,491011,548739,12.2,12.0,7256,25.3,802,79.6,0.4487,950,9.0,4.4,10.4,55995,10516,28744,548739,32.0,287800,20034,10.0,2012
