County,State,State_FIPS,County_FIPS,median_gross_rent,age_15_to_44_percentage,housing_cost_burden,white_population,total_population,age_60_and_over,median_household_income,native_american_population,gini_index,median_home_value,age_18_and_under_percentage,black_population,total_population_race,asian_population,per_capita_income
Madison County,Nebraska,31,119,,,303.0,,,,,,,,,,,,
Merrick County,Nebraska,31,121,,,39.0,,,,,,,,,,,,
Morrill County,Nebraska,31,123,,,55.0,,,,,,,,,,,,
Nance County,Nebraska,31,125,,,32.0,,,,,,,,,,,,
Nemaha County,Nebraska,31,127,,,42.0,,,,,,,,,,,,
Nuckolls County,Nebraska,31,129,,,49.0,,,,,,,,,,,,
Otoe County,Nebraska,31,131,,,87.0,,,,,,,,,,,,
Pawnee County,Nebraska,31,133,,,15.0,,,,,,,,,,,,
Perkins County,Nebraska,31,135,,,0.0,,,,,,,,,,,,
Phelps County,Nebraska,31,137,,,51.0,,,,,,,,,,,,
Pierce County,Nebraska,31,139,,,12.0,,,,,,,,,,,,
Platte County,Nebraska,31,141,,,246.0,,,,,,,,,,,,
Polk County,Nebraska,31,143,,,37.0,,,,,,,,,,,,
Red Willow County,Nebraska,31,145,,,82.0,,,,,,,,,,,,
Richardson County,Nebraska,31,147,,,32.0,,,,,,,,,,,,
Rock County,Nebraska,31,149,,,0.0,,,,,,,,,,,,
Saline County,Nebraska,31,151,,,62.0,,,,,,,,,,,,
Sarpy County,Nebraska,31,153,,,1615.0,,,,,,,,,,,,
Saunders County,Nebraska,31,155,,,82.0,,,,,,,,,,,,
Scotts Bluff County,Nebraska,31,157,,,367.0,,,,,,,,,,,,
Seward County,Nebraska,31,159,,,189.0,,,,,,,,,,,,
Sheridan County,Nebraska,31,161,,,45.0,,,,,,,,,,,,
Sherman County,Nebraska,31,163,,,18.0,,,,,,,,,,,,
Sioux County,Nebraska,31,165,,,0.0,,,,,,,,,,,,
Stanton County,Nebraska,31,167,,,9.0,,,,,,,,,,,,
Thayer County,Nebraska,31,169,,,4.0,,,,,,,,,,,,
Thurston County,Nebraska,31,173,,,60.0,,,,,,,,,,,,
Valley County,Nebraska,31,175,,,66.0,,,,,,,,,,,,
Washington County,Nebraska,31,177,,,300.0,,,,,,,,,,,,
Wayne County,Nebraska,31,179,,,35.0,,,,,,,,,,,,
Webster County,Nebraska,31,181,,,1.0,,,,,,,,,,,,
York County,Nebraska,31,185,,,70.0,,,,,,,,,,,,
Churchill County,Nevada,32,1,,,236.0,,,,,,,,,,,,
Clark County,Nevada,32,3,,,30338.0,,,,,,,,,,,,
Douglas County,Nevada,32,5,,,427.0,,,,,,,,,,,,
Elko County,Nevada,32,7,,,299.0,,,,,,,,,,,,
Eureka County,Nevada,32,11,,,25.0,,,,,,,,,,,,
Humboldt County,Nevada,32,13,,,142.0,,,,,,,,,,,,
Lander County,Nevada,32,15,,,35.0,,,,,,,,,,,,
Lincoln County,Nevada,32,17,,,0.0,,,,,,,,,,,,
Lyon County,Nevada,32,19,,,317.0,,,,,,,,,,,,
Mineral County,Nevada,32,21,,,63.0,,,,,,,,,,,,
Nye County,Nevada,32,23,,,344.0,,,,,,,,,,,,
Pershing County,Nevada,32,27,,,34.0,,,,,,,,,,,,
Storey County,Nevada,32,29,,,0.0,,,,,,,,,,,,
Washoe County,Nevada,32,31,,,6322.0,,,,,,,,,,,,
White Pine County,Nevada,32,33,,,38.0,,,,,,,,,,,,
Carson City,Nevada,32,510,,,926.0,,,,,,,,,,,,
Belknap County,New Hampshire,33,1,,,444.0,,,,,,,,,,,,
Carroll County,New Hampshire,33,3,,,439.0,,,,,,,,,,,,
Cheshire County,New Hampshire,33,5,,,816.0,,,,,,,,,,,,
Coos County,New Hampshire,33,7,,,248.0,,,,,,,,,,,,
Grafton County,New Hampshire,33,9,,,1018.0,,,,,,,,,,,,
Hillsborough County,New Hampshire,33,11,,,4980.0,,,,,,,,,,,,
Merrimack County,New Hampshire,33,13,,,1431.0,,,,,,,,,,,,
Rockingham County,New Hampshire,33,15,,,2670.0,,,,,,,,,,,,
Strafford County,New Hampshire,33,17,,,1236.0,,,,,,,,,,,,
Sullivan County,New Hampshire,33,19,,,602.0,,,,,,,,,,,,
Atlantic County,New Jersey,34,1,,,3363.0,,,,,,,,,,,,
Bergen County,New Jersey,34,3,,,9385.0,,,,,,,,,,,,
Burlington County,New Jersey,34,5,,,3514.0,,,,,,,,,,,,
Camden County,New Jersey,34,7,,,6353.0,,,,,,,,,,,,
Cape May County,New Jersey,34,9,,,619.0,,,,,,,,,,,,
Cumberland County,New Jersey,34,11,,,1679.0,,,,,,,,,,,,
Essex County,New Jersey,34,13,,,14707.0,,,,,,,,,,,,
Gloucester County,New Jersey,34,15,,,1693.0,,,,,,,,,,,,
Hudson County,New Jersey,34,17,,,15374.0,,,,,,,,,,,,
Hunterdon County,New Jersey,34,19,,,629.0,,,,,,,,,,,,
Mercer County,New Jersey,34,21,,,4006.0,,,,,,,,,,,,
Middlesex County,New Jersey,34,23,,,8379.0,,,,,,,,,,,,
Monmouth County,New Jersey,34,25,,,4847.0,,,,,,,,,,,,
Morris County,New Jersey,34,27,,,3641.0,,,,,,,,,,,,
Ocean County,New Jersey,34,29,,,3654.0,,,,,,,,,,,,
Passaic County,New Jersey,34,31,,,6020.0,,,,,,,,,,,,
Salem County,New Jersey,34,33,,,683.0,,,,,,,,,,,,
Somerset County,New Jersey,34,35,,,2165.0,,,,,,,,,,,,
Sussex County,New Jersey,34,37,,,757.0,,,,,,,,,,,,
Union County,New Jersey,34,39,,,6643.0,,,,,,,,,,,,
Warren County,New Jersey,34,41,,,1530.0,,,,,,,,,,,,
Bernalillo County,New Mexico,35,1,,,7704.0,,,,,,,,,,,,
Catron County,New Mexico,35,3,,,4.0,,,,,,,,,,,,
Chaves County,New Mexico,35,5,,,724.0,,,,,,,,,,,,
Colfax County,New Mexico,35,7,,,188.0,,,,,,,,,,,,
Curry County,New Mexico,35,9,,,798.0,,,,,,,,,,,,
De Baca County,New Mexico,35,11,,,35.0,,,,,,,,,,,,
Dona Ana County,New Mexico,35,13,,,1999.0,,,,,,,,,,,,
Eddy County,New Mexico,35,15,,,338.0,,,,,,,,,,,,
Grant County,New Mexico,35,17,,,340.0,,,,,,,,,,,,
Guadalupe County,New Mexico,35,19,,,19.0,,,,,,,,,,,,
Hidalgo County,New Mexico,35,23,,,12.0,,,,,,,,,,,,
Lea County,New Mexico,35,25,,,371.0,,,,,,,,,,,,
Lincoln County,New Mexico,35,27,,,113.0,,,,,,,,,,,,
Los Alamos County,New Mexico,35,28,,,148.0,,,,,,,,,,,,
Luna County,New Mexico,35,29,,,203.0,,,,,,,,,,,,
McKinley County,New Mexico,35,31,,,289.0,,,,,,,,,,,,
Mora County,New Mexico,35,33,,,0.0,,,,,,,,,,,,
Otero County,New Mexico,35,35,,,705.0,,,,,,,,,,,,
Quay County,New Mexico,35,37,,,116.0,,,,,,,,,,,,
Rio Arriba County,New Mexico,35,39,,,180.0,,,,,,,,,,,,
Roosevelt County,New Mexico,35,41,,,172.0,,,,,,,,,,,,
Sandoval County,New Mexico,35,43,,,763.0,,,,,,,,,,,,
San Juan County,New Mexico,35,45,,,982.0,,,,,,,,,,,,
San Miguel County,New Mexico,35,47,,,92.0,,,,,,,,,,,,
Santa Fe County,New Mexico,35,49,,,1465.0,,,,,,,,,,,,
Sierra County,New Mexico,35,51,,,69.0,,,,,,,,,,,,
Socorro County,New Mexico,35,53,,,104.0,,,,,,,,,,,,
Taos County,New Mexico,35,55,,,177.0,,,,,,,,,,,,
Torrance County,New Mexico,35,57,,,109.0,,,,,,,,,,,,
Union County,New Mexico,35,59,,,34.0,,,,,,,,,,,,
Cibola County,New Mexico,35,6,,,228.0,,,,,,,,,,,,
Valencia County,New Mexico,35,61,,,547.0,,,,,,,,,,,,
Albany County,New York,36,1,,,4914.0,,,,,,,,,,,,
Allegany County,New York,36,3,,,421.0,,,,,,,,,,,,
Bronx County,New York,36,5,,,36936.0,,,,,,,,,,,,
Broome County,New York,36,7,,,1946.0,,,,,,,,,,,,
Cattaraugus County,New York,36,9,,,653.0,,,,,,,,,,,,
Cayuga County,New York,36,11,,,627.0,,,,,,,,,,,,
Chautauqua County,New York,36,13,,,1193.0,,,,,,,,,,,,
Chemung County,New York,36,15,,,1033.0,,,,,,,,,,,,
Chenango County,New York,36,17,,,369.0,,,,,,,,,,,,
Clinton County,New York,36,19,,,803.0,,,,,,,,,,,,
Columbia County,New York,36,21,,,522.0,,,,,,,,,,,,
Cortland County,New York,36,23,,,534.0,,,,,,,,,,,,
Delaware County,New York,36,25,,,456.0,,,,,,,,,,,,
Dutchess County,New York,36,27,,,2687.0,,,,,,,,,,,,
Erie County,New York,36,29,,,10236.0,,,,,,,,,,,,
Essex County,New York,36,31,,,172.0,,,,,,,,,,,,
Franklin County,New York,36,33,,,328.0,,,,,,,,,,,,
Fulton County,New York,36,35,,,554.0,,,,,,,,,,,,
Genesee County,New York,36,37,,,482.0,,,,,,,,,,,,
Greene County,New York,36,39,,,406.0,,,,,,,,,,,,
Hamilton County,New York,36,41,,,1.0,,,,,,,,,,,,
Herkimer County,New York,36,43,,,499.0,,,,,,,,,,,,
Jefferson County,New York,36,45,,,1854.0,,,,,,,,,,,,
Kings County,New York,36,47,,,58536.0,,,,,,,,,,,,
Lewis County,New York,36,49,,,189.0,,,,,,,,,,,,
Livingston County,New York,36,51,,,407.0,,,,,,,,,,,,
Madison County,New York,36,53,,,506.0,,,,,,,,,,,,
Monroe County,New York,36,55,,,9362.0,,,,,,,,,,,,
Montgomery County,New York,36,57,,,522.0,,,,,,,,,,,,
Nassau County,New York,36,59,,,7949.0,,,,,,,,,,,,
New York County,New York,36,61,,,51362.0,,,,,,,,,,,,
Niagara County,New York,36,63,,,1961.0,,,,,,,,,,,,
Oneida County,New York,36,65,,,2595.0,,,,,,,,,,,,
Onondaga County,New York,36,67,,,5269.0,,,,,,,,,,,,
Ontario County,New York,36,69,,,1057.0,,,,,,,,,,,,
Orange County,New York,36,71,,,3317.0,,,,,,,,,,,,
Orleans County,New York,36,73,,,338.0,,,,,,,,,,,,
Oswego County,New York,36,75,,,938.0,,,,,,,,,,,,
Otsego County,New York,36,77,,,444.0,,,,,,,,,,,,
Putnam County,New York,36,79,,,730.0,,,,,,,,,,,,
Queens County,New York,36,81,,,35945.0,,,,,,,,,,,,
Rensselaer County,New York,36,83,,,2247.0,,,,,,,,,,,,
Richmond County,New York,36,85,,,3979.0,,,,,,,,,,,,
Rockland County,New York,36,87,,,2722.0,,,,,,,,,,,,
Saint Lawrence County,New York,36,89,,,824.0,,,,,,,,,,,,
Saratoga County,New York,36,91,,,2166.0,,,,,,,,,,,,
Schenectady County,New York,36,93,,,1479.0,,,,,,,,,,,,
Schoharie County,New York,36,95,,,216.0,,,,,,,,,,,,
Schuyler County,New York,36,97,,,125.0,,,,,,,,,,,,
Seneca County,New York,36,99,,,242.0,,,,,,,,,,,,
Steuben County,New York,36,101,,,881.0,,,,,,,,,,,,
Suffolk County,New York,36,103,,,8117.0,,,,,,,,,,,,
Sullivan County,New York,36,105,,,526.0,,,,,,,,,,,,
Tioga County,New York,36,107,,,447.0,,,,,,,,,,,,
Tompkins County,New York,36,109,,,1628.0,,,,,,,,,,,,
Ulster County,New York,36,111,,,1895.0,,,,,,,,,,,,
Warren County,New York,36,113,,,537.0,,,,,,,,,,,,
Washington County,New York,36,115,,,668.0,,,,,,,,,,,,
Wayne County,New York,36,117,,,927.0,,,,,,,,,,,,
Westchester County,New York,36,119,,,11415.0,,,,,,,,,,,,
Wyoming County,New York,36,121,,,336.0,,,,,,,,,,,,
Yates County,New York,36,123,,,251.0,,,,,,,,,,,,
Alamance County,North Carolina,37,1,,,1851.0,,,,,,,,,,,,
Alexander County,North Carolina,37,3,,,157.0,,,,,,,,,,,,
Alleghany County,North Carolina,37,5,,,111.0,,,,,,,,,,,,
Anson County,North Carolina,37,7,,,292.0,,,,,,,,,,,,
Ashe County,North Carolina,37,9,,,157.0,,,,,,,,,,,,
Avery County,North Carolina,37,11,,,90.0,,,,,,,,,,,,
Beaufort County,North Carolina,37,13,,,320.0,,,,,,,,,,,,
Bertie County,North Carolina,37,15,,,201.0,,,,,,,,,,,,
Bladen County,North Carolina,37,17,,,204.0,,,,,,,,,,,,
Brunswick County,North Carolina,37,19,,,662.0,,,,,,,,,,,,
Buncombe County,North Carolina,37,21,,,3744.0,,,,,,,,,,,,
Burke County,North Carolina,37,23,,,630.0,,,,,,,,,,,,
Cabarrus County,North Carolina,37,25,,,1914.0,,,,,,,,,,,,
Caldwell County,North Carolina,37,27,,,817.0,,,,,,,,,,,,
Camden County,North Carolina,37,29,,,32.0,,,,,,,,,,,,
Carteret County,North Carolina,37,31,,,634.0,,,,,,,,,,,,
Caswell County,North Carolina,37,33,,,136.0,,,,,,,,,,,,
Catawba County,North Carolina,37,35,,,1393.0,,,,,,,,,,,,
Chatham County,North Carolina,37,37,,,627.0,,,,,,,,,,,,
Cherokee County,North Carolina,37,39,,,111.0,,,,,,,,,,,,
Chowan County,North Carolina,37,41,,,62.0,,,,,,,,,,,,
Clay County,North Carolina,37,43,,,15.0,,,,,,,,,,,,
Cleveland County,North Carolina,37,45,,,1102.0,,,,,,,,,,,,
Columbus County,North Carolina,37,47,,,231.0,,,,,,,,,,,,
Craven County,North Carolina,37,49,,,1276.0,,,,,,,,,,,,
Cumberland County,North Carolina,37,51,,,5693.0,,,,,,,,,,,,
Currituck County,North Carolina,37,53,,,105.0,,,,,,,,,,,,
Dare County,North Carolina,37,55,,,408.0,,,,,,,,,,,,
Davidson County,North Carolina,37,57,,,1224.0,,,,,,,,,,,,
Davie County,North Carolina,37,59,,,251.0,,,,,,,,,,,,
Duplin County,North Carolina,37,61,,,605.0,,,,,,,,,,,,
Durham County,North Carolina,37,63,,,4953.0,,,,,,,,,,,,
Edgecombe County,North Carolina,37,65,,,690.0,,,,,,,,,,,,
Forsyth County,North Carolina,37,67,,,4973.0,,,,,,,,,,,,
Franklin County,North Carolina,37,69,,,654.0,,,,,,,,,,,,
Gaston County,North Carolina,37,71,,,2144.0,,,,,,,,,,,,
Gates County,North Carolina,37,73,,,94.0,,,,,,,,,,,,
Graham County,North Carolina,37,75,,,28.0,,,,,,,,,,,,
Granville County,North Carolina,37,77,,,518.0,,,,,,,,,,,,
Greene County,North Carolina,37,79,,,120.0,,,,,,,,,,,,
Guilford County,North Carolina,37,81,,,7416.0,,,,,,,,,,,,
Halifax County,North Carolina,37,83,,,714.0,,,,,,,,,,,,
Harnett County,North Carolina,37,85,,,1159.0,,,,,,,,,,,,
Haywood County,North Carolina,37,87,,,388.0,,,,,,,,,,,,
Henderson County,North Carolina,37,89,,,1290.0,,,,,,,,,,,,
Hertford County,North Carolina,37,91,,,129.0,,,,,,,,,,,,
Hoke County,North Carolina,37,93,,,482.0,,,,,,,,,,,,
Hyde County,North Carolina,37,95,,,0.0,,,,,,,,,,,,
Iredell County,North Carolina,37,97,,,1353.0,,,,,,,,,,,,
Jackson County,North Carolina,37,99,,,267.0,,,,,,,,,,,,
Johnston County,North Carolina,37,101,,,1442.0,,,,,,,,,,,,
Jones County,North Carolina,37,103,,,87.0,,,,,,,,,,,,
Lee County,North Carolina,37,105,,,551.0,,,,,,,,,,,,
Lenoir County,North Carolina,37,107,,,715.0,,,,,,,,,,,,
Lincoln County,North Carolina,37,109,,,654.0,,,,,,,,,,,,
McDowell County,North Carolina,37,111,,,298.0,,,,,,,,,,,,
Macon County,North Carolina,37,113,,,343.0,,,,,,,,,,,,
Madison County,North Carolina,37,115,,,137.0,,,,,,,,,,,,
Martin County,North Carolina,37,117,,,156.0,,,,,,,,,,,,
Mecklenburg County,North Carolina,37,119,,,14254.0,,,,,,,,,,,,
Mitchell County,North Carolina,37,121,,,129.0,,,,,,,,,,,,
Montgomery County,North Carolina,37,123,,,275.0,,,,,,,,,,,,
Moore County,North Carolina,37,125,,,638.0,,,,,,,,,,,,
Nash County,North Carolina,37,127,,,1331.0,,,,,,,,,,,,
New Hanover County,North Carolina,37,129,,,3155.0,,,,,,,,,,,,
Northampton County,North Carolina,37,131,,,273.0,,,,,,,,,,,,
Onslow County,North Carolina,37,133,,,3438.0,,,,,,,,,,,,
Orange County,North Carolina,37,135,,,1548.0,,,,,,,,,,,,
Pamlico County,North Carolina,37,137,,,135.0,,,,,,,,,,,,
Pasquotank County,North Carolina,37,139,,,423.0,,,,,,,,,,,,
Pender County,North Carolina,37,141,,,460.0,,,,,,,,,,,,
Perquimans County,North Carolina,37,143,,,89.0,,,,,,,,,,,,
Person County,North Carolina,37,145,,,519.0,,,,,,,,,,,,
Pitt County,North Carolina,37,147,,,2314.0,,,,,,,,,,,,
Polk County,North Carolina,37,149,,,190.0,,,,,,,,,,,,
Randolph County,North Carolina,37,151,,,1465.0,,,,,,,,,,,,
Richmond County,North Carolina,37,153,,,493.0,,,,,,,,,,,,
Robeson County,North Carolina,37,155,,,1244.0,,,,,,,,,,,,
Rockingham County,North Carolina,37,157,,,745.0,,,,,,,,,,,,
Rowan County,North Carolina,37,159,,,1000.0,,,,,,,,,,,,
Rutherford County,North Carolina,37,161,,,568.0,,,,,,,,,,,,
Sampson County,North Carolina,37,163,,,574.0,,,,,,,,,,,,
Scotland County,North Carolina,37,165,,,260.0,,,,,,,,,,,,
Stanly County,North Carolina,37,167,,,522.0,,,,,,,,,,,,
Stokes County,North Carolina,37,169,,,297.0,,,,,,,,,,,,
Surry County,North Carolina,37,171,,,642.0,,,,,,,,,,,,
Swain County,North Carolina,37,173,,,186.0,,,,,,,,,,,,
Transylvania County,North Carolina,37,175,,,294.0,,,,,,,,,,,,
Tyrrell County,North Carolina,37,177,,,12.0,,,,,,,,,,,,
Union County,North Carolina,37,179,,,1455.0,,,,,,,,,,,,
Vance County,North Carolina,37,181,,,587.0,,,,,,,,,,,,
Wake County,North Carolina,37,183,,,12478.0,,,,,,,,,,,,
Warren County,North Carolina,37,185,,,49.0,,,,,,,,,,,,
Washington County,North Carolina,37,187,,,44.0,,,,,,,,,,,,
Watauga County,North Carolina,37,189,,,441.0,,,,,,,,,,,,
Wayne County,North Carolina,37,191,,,1387.0,,,,,,,,,,,,
Wilkes County,North Carolina,37,193,,,381.0,,,,,,,,,,,,
Wilson County,North Carolina,37,195,,,1124.0,,,,,,,,,,,,
Yadkin County,North Carolina,37,197,,,276.0,,,,,,,,,,,,
Yancey County,North Carolina,37,199,,,140.0,,,,,,,,,,,,
Adams County,North Dakota,38,1,,,4.0,,,,,,,,,,,,
Barnes County,North Dakota,38,3,,,116.0,,,,,,,,,,,,
Benson County,North Dakota,38,5,,,27.0,,,,,,,,,,,,
Bottineau County,North Dakota,38,9,,,11.0,,,,,,,,,,,,
Bowman County,North Dakota,38,11,,,5.0,,,,,,,,,,,,
Burke County,North Dakota,38,13,,,33.0,,,,,,,,,,,,
Burleigh County,North Dakota,38,15,,,1042.0,,,,,,,,,,,,
Cass County,North Dakota,38,17,,,2242.0,,,,,,,,,,,,
Cavalier County,North Dakota,38,19,,,13.0,,,,,,,,,,,,
Dickey County,North Dakota,38,21,,,70.0,,,,,,,,,,,,
Divide County,North Dakota,38,23,,,7.0,,,,,,,,,,,,
Dunn County,North Dakota,38,25,,,17.0,,,,,,,,,,,,
Eddy County,North Dakota,38,27,,,18.0,,,,,,,,,,,,
Emmons County,North Dakota,38,29,,,10.0,,,,,,,,,,,,
Foster County,North Dakota,38,31,,,26.0,,,,,,,,,,,,
Golden Valley County,North Dakota,38,33,,,17.0,,,,,,,,,,,,
Grand Forks County,North Dakota,38,35,,,1150.0,,,,,,,,,,,,
Grant County,North Dakota,38,37,,,18.0,,,,,,,,,,,,
Griggs County,North Dakota,38,39,,,11.0,,,,,,,,,,,,
Hettinger County,North Dakota,38,41,,,10.0,,,,,,,,,,,,
Kidder County,North Dakota,38,43,,,32.0,,,,,,,,,,,,
LaMoure County,North Dakota,38,45,,,9.0,,,,,,,,,,,,
Logan County,North Dakota,38,47,,,9.0,,,,,,,,,,,,
McHenry County,North Dakota,38,49,,,29.0,,,,,,,,,,,,
McIntosh County,North Dakota,38,51,,,6.0,,,,,,,,,,,,
McKenzie County,North Dakota,38,53,,,121.0,,,,,,,,,,,,
McLean County,North Dakota,38,55,,,13.0,,,,,,,,,,,,
Mercer County,North Dakota,38,57,,,39.0,,,,,,,,,,,,
Morton County,North Dakota,38,59,,,295.0,,,,,,,,,,,,
Mountrail County,North Dakota,38,61,,,44.0,,,,,,,,,,,,
Nelson County,North Dakota,38,63,,,8.0,,,,,,,,,,,,
Oliver County,North Dakota,38,65,,,0.0,,,,,,,,,,,,
Pembina County,North Dakota,38,67,,,42.0,,,,,,,,,,,,
Pierce County,North Dakota,38,69,,,16.0,,,,,,,,,,,,
Ramsey County,North Dakota,38,71,,,232.0,,,,,,,,,,,,
Ransom County,North Dakota,38,73,,,44.0,,,,,,,,,,,,
Renville County,North Dakota,38,75,,,7.0,,,,,,,,,,,,
Richland County,North Dakota,38,77,,,118.0,,,,,,,,,,,,
Rolette County,North Dakota,38,79,,,142.0,,,,,,,,,,,,
Sargent County,North Dakota,38,81,,,33.0,,,,,,,,,,,,
Sheridan County,North Dakota,38,83,,,0.0,,,,,,,,,,,,
Sioux County,North Dakota,38,85,,,17.0,,,,,,,,,,,,
Stark County,North Dakota,38,89,,,118.0,,,,,,,,,,,,
Steele County,North Dakota,38,91,,,6.0,,,,,,,,,,,,
Stutsman County,North Dakota,38,93,,,163.0,,,,,,,,,,,,
Towner County,North Dakota,38,95,,,17.0,,,,,,,,,,,,
Traill County,North Dakota,38,97,,,42.0,,,,,,,,,,,,
Walsh County,North Dakota,38,99,,,81.0,,,,,,,,,,,,
Ward County,North Dakota,38,101,,,1107.0,,,,,,,,,,,,
Wells County,North Dakota,38,103,,,23.0,,,,,,,,,,,,
Williams County,North Dakota,38,105,,,158.0,,,,,,,,,,,,
Adams County,Ohio,39,1,,,205.0,,,,,,,,,,,,
Allen County,Ohio,39,3,,,1018.0,,,,,,,,,,,,
Ashland County,Ohio,39,5,,,428.0,,,,,,,,,,,,
Ashtabula County,Ohio,39,7,,,919.0,,,,,,,,,,,,
Athens County,Ohio,39,9,,,709.0,,,,,,,,,,,,
Auglaize County,Ohio,39,11,,,210.0,,,,,,,,,,,,
Belmont County,Ohio,39,13,,,471.0,,,,,,,,,,,,
Brown County,Ohio,39,15,,,395.0,,,,,,,,,,,,
Butler County,Ohio,39,17,,,3424.0,,,,,,,,,,,,
Carroll County,Ohio,39,19,,,129.0,,,,,,,,,,,,
Champaign County,Ohio,39,21,,,315.0,,,,,,,,,,,,
Clark County,Ohio,39,23,,,1749.0,,,,,,,,,,,,
Clermont County,Ohio,39,25,,,1510.0,,,,,,,,,,,,
Clinton County,Ohio,39,27,,,478.0,,,,,,,,,,,,
Columbiana County,Ohio,39,29,,,884.0,,,,,,,,,,,,
Coshocton County,Ohio,39,31,,,179.0,,,,,,,,,,,,
Crawford County,Ohio,39,33,,,444.0,,,,,,,,,,,,
Cuyahoga County,Ohio,39,35,,,17369.0,,,,,,,,,,,,
Darke County,Ohio,39,37,,,435.0,,,,,,,,,,,,
Defiance County,Ohio,39,39,,,220.0,,,,,,,,,,,,
Delaware County,Ohio,39,41,,,1332.0,,,,,,,,,,,,
Erie County,Ohio,39,43,,,846.0,,,,,,,,,,,,
Fairfield County,Ohio,39,45,,,1265.0,,,,,,,,,,,,
Fayette County,Ohio,39,47,,,466.0,,,,,,,,,,,,
Franklin County,Ohio,39,49,,,18493.0,,,,,,,,,,,,
Fulton County,Ohio,39,51,,,197.0,,,,,,,,,,,,
Gallia County,Ohio,39,53,,,150.0,,,,,,,,,,,,
Geauga County,Ohio,39,55,,,455.0,,,,,,,,,,,,
Greene County,Ohio,39,57,,,1412.0,,,,,,,,,,,,
Guernsey County,Ohio,39,59,,,284.0,,,,,,,,,,,,
Hamilton County,Ohio,39,61,,,11087.0,,,,,,,,,,,,
Hancock County,Ohio,39,63,,,673.0,,,,,,,,,,,,
Hardin County,Ohio,39,65,,,275.0,,,,,,,,,,,,
Harrison County,Ohio,39,67,,,106.0,,,,,,,,,,,,
Henry County,Ohio,39,69,,,210.0,,,,,,,,,,,,
Highland County,Ohio,39,71,,,386.0,,,,,,,,,,,,
Hocking County,Ohio,39,73,,,179.0,,,,,,,,,,,,
Holmes County,Ohio,39,75,,,99.0,,,,,,,,,,,,
Huron County,Ohio,39,77,,,605.0,,,,,,,,,,,,
Jackson County,Ohio,39,79,,,384.0,,,,,,,,,,,,
Jefferson County,Ohio,39,81,,,759.0,,,,,,,,,,,,
Knox County,Ohio,39,83,,,489.0,,,,,,,,,,,,
Lake County,Ohio,39,85,,,2107.0,,,,,,,,,,,,
Lawrence County,Ohio,39,87,,,395.0,,,,,,,,,,,,
Licking County,Ohio,39,89,,,1454.0,,,,,,,,,,,,
Logan County,Ohio,39,91,,,280.0,,,,,,,,,,,,
Lorain County,Ohio,39,93,,,3098.0,,,,,,,,,,,,
Lucas County,Ohio,39,95,,,5789.0,,,,,,,,,,,,
Madison County,Ohio,39,97,,,238.0,,,,,,,,,,,,
Mahoning County,Ohio,39,99,,,2853.0,,,,,,,,,,,,
Marion County,Ohio,39,101,,,687.0,,,,,,,,,,,,
Medina County,Ohio,39,103,,,1253.0,,,,,,,,,,,,
Meigs County,Ohio,39,105,,,84.0,,,,,,,,,,,,
Mercer County,Ohio,39,107,,,266.0,,,,,,,,,,,,
Miami County,Ohio,39,109,,,841.0,,,,,,,,,,,,
Monroe County,Ohio,39,111,,,64.0,,,,,,,,,,,,
Montgomery County,Ohio,39,113,,,6877.0,,,,,,,,,,,,
Morgan County,Ohio,39,115,,,141.0,,,,,,,,,,,,
Morrow County,Ohio,39,117,,,163.0,,,,,,,,,,,,
Muskingum County,Ohio,39,119,,,814.0,,,,,,,,,,,,
Noble County,Ohio,39,121,,,22.0,,,,,,,,,,,,
Ottawa County,Ohio,39,123,,,283.0,,,,,,,,,,,,
Paulding County,Ohio,39,125,,,173.0,,,,,,,,,,,,
Perry County,Ohio,39,127,,,280.0,,,,,,,,,,,,
Pickaway County,Ohio,39,129,,,339.0,,,,,,,,,,,,
Pike County,Ohio,39,131,,,222.0,,,,,,,,,,,,
Portage County,Ohio,39,133,,,1471.0,,,,,,,,,,,,
Preble County,Ohio,39,135,,,216.0,,,,,,,,,,,,
Putnam County,Ohio,39,137,,,212.0,,,,,,,,,,,,
Richland County,Ohio,39,139,,,1527.0,,,,,,,,,,,,
Ross County,Ohio,39,141,,,694.0,,,,,,,,,,,,
Sandusky County,Ohio,39,143,,,444.0,,,,,,,,,,,,
Scioto County,Ohio,39,145,,,720.0,,,,,,,,,,,,
Seneca County,Ohio,39,147,,,383.0,,,,,,,,,,,,
Shelby County,Ohio,39,149,,,359.0,,,,,,,,,,,,
Stark County,Ohio,39,151,,,3788.0,,,,,,,,,,,,
Summit County,Ohio,39,153,,,5913.0,,,,,,,,,,,,
Trumbull County,Ohio,39,155,,,2063.0,,,,,,,,,,,,
Tuscarawas County,Ohio,39,157,,,731.0,,,,,,,,,,,,
Union County,Ohio,39,159,,,282.0,,,,,,,,,,,,
Van Wert County,Ohio,39,161,,,203.0,,,,,,,,,,,,
Vinton County,Ohio,39,163,,,156.0,,,,,,,,,,,,
Warren County,Ohio,39,165,,,1179.0,,,,,,,,,,,,
Washington County,Ohio,39,167,,,509.0,,,,,,,,,,,,
Wayne County,Ohio,39,169,,,1035.0,,,,,,,,,,,,
Williams County,Ohio,39,171,,,305.0,,,,,,,,,,,,
Wood County,Ohio,39,173,,,1219.0,,,,,,,,,,,,
Wyandot County,Ohio,39,175,,,163.0,,,,,,,,,,,,
Adair County,Oklahoma,40,1,,,182.0,,,,,,,,,,,,
