County,State,State_FIPS,County_FIPS,age_60_and_over,total_population,white_population,housing_cost_burden,age_15_to_44_percentage,median_gross_rent,gini_index,native_american_population,median_household_income,per_capita_income,asian_population,total_population_race,black_population,age_18_and_under_percentage,median_home_value
Sanpete County,Utah,49,39,,,,121.0,,,,,,,,,,,
Sevier County,Utah,49,41,,,,73.0,,,,,,,,,,,
Summit County,Utah,49,43,,,,298.0,,,,,,,,,,,
Tooele County,Utah,49,45,,,,340.0,,,,,,,,,,,
Uintah County,Utah,49,47,,,,176.0,,,,,,,,,,,
Utah County,Utah,49,49,,,,3560.0,,,,,,,,,,,
Wasatch County,Utah,49,51,,,,96.0,,,,,,,,,,,
Washington County,Utah,49,53,,,,1145.0,,,,,,,,,,,
Wayne County,Utah,49,55,,,,0.0,,,,,,,,,,,
Weber County,Utah,49,57,,,,1946.0,,,,,,,,,,,
Addison County,Vermont,50,1,,,,361.0,,,,,,,,,,,
Bennington County,Vermont,50,3,,,,465.0,,,,,,,,,,,
Caledonia County,Vermont,50,5,,,,372.0,,,,,,,,,,,
Chittenden County,Vermont,50,7,,,,2278.0,,,,,,,,,,,
Essex County,Vermont,50,9,,,,41.0,,,,,,,,,,,
Franklin County,Vermont,50,11,,,,392.0,,,,,,,,,,,
Grand Isle County,Vermont,50,13,,,,36.0,,,,,,,,,,,
Lamoille County,Vermont,50,15,,,,196.0,,,,,,,,,,,
Orange County,Vermont,50,17,,,,255.0,,,,,,,,,,,
Orleans County,Vermont,50,19,,,,201.0,,,,,,,,,,,
Rutland County,Vermont,50,21,,,,604.0,,,,,,,,,,,
Washington County,Vermont,50,23,,,,808.0,,,,,,,,,,,
Windham County,Vermont,50,25,,,,568.0,,,,,,,,,,,
Windsor County,Vermont,50,27,,,,930.0,,,,,,,,,,,
Accomack County,Virginia,51,1,,,,215.0,,,,,,,,,,,
Amelia County,Virginia,51,7,,,,39.0,,,,,,,,,,,
Amherst County,Virginia,51,9,,,,316.0,,,,,,,,,,,
Appomattox County,Virginia,51,11,,,,76.0,,,,,,,,,,,
Arlington County,Virginia,51,13,,,,4141.0,,,,,,,,,,,
Bath County,Virginia,51,17,,,,17.0,,,,,,,,,,,
Bland County,Virginia,51,21,,,,33.0,,,,,,,,,,,
Botetourt County,Virginia,51,23,,,,90.0,,,,,,,,,,,
Brunswick County,Virginia,51,25,,,,108.0,,,,,,,,,,,
Buchanan County,Virginia,51,27,,,,72.0,,,,,,,,,,,
Buckingham County,Virginia,51,29,,,,67.0,,,,,,,,,,,
Campbell County,Virginia,51,31,,,,392.0,,,,,,,,,,,
Caroline County,Virginia,51,33,,,,146.0,,,,,,,,,,,
Carroll County,Virginia,51,35,,,,205.0,,,,,,,,,,,
Charles City County,Virginia,51,36,,,,44.0,,,,,,,,,,,
Charlotte County,Virginia,51,37,,,,97.0,,,,,,,,,,,
Chesterfield County,Virginia,51,41,,,,2683.0,,,,,,,,,,,
Clarke County,Virginia,51,43,,,,73.0,,,,,,,,,,,
Craig County,Virginia,51,45,,,,0.0,,,,,,,,,,,
Culpeper County,Virginia,51,47,,,,495.0,,,,,,,,,,,
Cumberland County,Virginia,51,49,,,,36.0,,,,,,,,,,,
Dickenson County,Virginia,51,51,,,,80.0,,,,,,,,,,,
Dinwiddie County,Virginia,51,53,,,,115.0,,,,,,,,,,,
Essex County,Virginia,51,57,,,,24.0,,,,,,,,,,,
Fauquier County,Virginia,51,61,,,,413.0,,,,,,,,,,,
Floyd County,Virginia,51,63,,,,104.0,,,,,,,,,,,
Fluvanna County,Virginia,51,65,,,,131.0,,,,,,,,,,,
Franklin County,Virginia,51,67,,,,467.0,,,,,,,,,,,
Frederick County,Virginia,51,69,,,,483.0,,,,,,,,,,,
Giles County,Virginia,51,71,,,,85.0,,,,,,,,,,,
Gloucester County,Virginia,51,73,,,,139.0,,,,,,,,,,,
Goochland County,Virginia,51,75,,,,70.0,,,,,,,,,,,
Grayson County,Virginia,51,77,,,,92.0,,,,,,,,,,,
Greene County,Virginia,51,79,,,,156.0,,,,,,,,,,,
Hanover County,Virginia,51,85,,,,555.0,,,,,,,,,,,
Henrico County,Virginia,51,87,,,,3335.0,,,,,,,,,,,
Henry County,Virginia,51,89,,,,397.0,,,,,,,,,,,
Highland County,Virginia,51,91,,,,0.0,,,,,,,,,,,
Isle of Wight County,Virginia,51,93,,,,224.0,,,,,,,,,,,
King and Queen County,Virginia,51,97,,,,14.0,,,,,,,,,,,
King George County,Virginia,51,99,,,,66.0,,,,,,,,,,,
King William County,Virginia,51,101,,,,77.0,,,,,,,,,,,
Lancaster County,Virginia,51,103,,,,102.0,,,,,,,,,,,
Lee County,Virginia,51,105,,,,114.0,,,,,,,,,,,
Loudoun County,Virginia,51,107,,,,2329.0,,,,,,,,,,,
Louisa County,Virginia,51,109,,,,77.0,,,,,,,,,,,
Lunenburg County,Virginia,51,111,,,,25.0,,,,,,,,,,,
Madison County,Virginia,51,113,,,,102.0,,,,,,,,,,,
Mathews County,Virginia,51,115,,,,94.0,,,,,,,,,,,
Mecklenburg County,Virginia,51,117,,,,293.0,,,,,,,,,,,
Middlesex County,Virginia,51,119,,,,52.0,,,,,,,,,,,
Montgomery County,Virginia,51,121,,,,1011.0,,,,,,,,,,,
Nelson County,Virginia,51,125,,,,154.0,,,,,,,,,,,
New Kent County,Virginia,51,127,,,,46.0,,,,,,,,,,,
Northampton County,Virginia,51,131,,,,97.0,,,,,,,,,,,
Northumberland County,Virginia,51,133,,,,89.0,,,,,,,,,,,
Nottoway County,Virginia,51,135,,,,220.0,,,,,,,,,,,
Orange County,Virginia,51,137,,,,337.0,,,,,,,,,,,
Page County,Virginia,51,139,,,,104.0,,,,,,,,,,,
Patrick County,Virginia,51,141,,,,220.0,,,,,,,,,,,
Powhatan County,Virginia,51,145,,,,122.0,,,,,,,,,,,
Prince Edward County,Virginia,51,147,,,,100.0,,,,,,,,,,,
Prince George County,Virginia,51,149,,,,217.0,,,,,,,,,,,
Pulaski County,Virginia,51,155,,,,311.0,,,,,,,,,,,
Rappahannock County,Virginia,51,157,,,,23.0,,,,,,,,,,,
Richmond County,Virginia,51,159,,,,42.0,,,,,,,,,,,
Roanoke County,Virginia,51,161,,,,734.0,,,,,,,,,,,
Russell County,Virginia,51,167,,,,90.0,,,,,,,,,,,
Scott County,Virginia,51,169,,,,67.0,,,,,,,,,,,
Shenandoah County,Virginia,51,171,,,,327.0,,,,,,,,,,,
Smyth County,Virginia,51,173,,,,204.0,,,,,,,,,,,
Stafford County,Virginia,51,179,,,,1226.0,,,,,,,,,,,
Surry County,Virginia,51,181,,,,71.0,,,,,,,,,,,
Sussex County,Virginia,51,183,,,,48.0,,,,,,,,,,,
Tazewell County,Virginia,51,185,,,,291.0,,,,,,,,,,,
Warren County,Virginia,51,187,,,,420.0,,,,,,,,,,,
Washington County,Virginia,51,191,,,,531.0,,,,,,,,,,,
Westmoreland County,Virginia,51,193,,,,102.0,,,,,,,,,,,
Wise County,Virginia,51,195,,,,179.0,,,,,,,,,,,
Wythe County,Virginia,51,197,,,,166.0,,,,,,,,,,,
Alexandria City,Virginia,51,510,,,,3970.0,,,,,,,,,,,
Bristol City,Virginia,51,520,,,,268.0,,,,,,,,,,,
Chesapeake City,Virginia,51,550,,,,1969.0,,,,,,,,,,,
Colonial Heights City,Virginia,51,570,,,,138.0,,,,,,,,,,,
Covington City,Virginia,51,580,,,,40.0,,,,,,,,,,,
Falls Church City,Virginia,51,610,,,,155.0,,,,,,,,,,,
Galax City,Virginia,51,640,,,,100.0,,,,,,,,,,,
Hampton City,Virginia,51,650,,,,1601.0,,,,,,,,,,,
Hopewell City,Virginia,51,670,,,,299.0,,,,,,,,,,,
Lexington City,Virginia,51,678,,,,19.0,,,,,,,,,,,
Lynchburg City,Virginia,51,680,,,,1358.0,,,,,,,,,,,
Martinsville City,Virginia,51,690,,,,169.0,,,,,,,,,,,
Norfolk City,Virginia,51,710,,,,4696.0,,,,,,,,,,,
Norton City,Virginia,51,720,,,,73.0,,,,,,,,,,,
Petersburg City,Virginia,51,730,,,,675.0,,,,,,,,,,,
Poquoson City,Virginia,51,735,,,,52.0,,,,,,,,,,,
Portsmouth City,Virginia,51,740,,,,1621.0,,,,,,,,,,,
Radford City,Virginia,51,750,,,,207.0,,,,,,,,,,,
Richmond City,Virginia,51,760,,,,4318.0,,,,,,,,,,,
Roanoke City,Virginia,51,770,,,,1635.0,,,,,,,,,,,
Salem City,Virginia,51,775,,,,191.0,,,,,,,,,,,
Suffolk City,Virginia,51,800,,,,889.0,,,,,,,,,,,
Virginia Beach City,Virginia,51,810,,,,6667.0,,,,,,,,,,,
Winchester City,Virginia,51,840,,,,359.0,,,,,,,,,,,
Fairfax County,Virginia,51,59,,,,11562.0,,,,,,,,,,,
Fairfax City,Virginia,51,600,,,,325.0,,,,,,,,,,,
Rockingham County,Virginia,51,165,,,,427.0,,,,,,,,,,,
Harrisonburg City,Virginia,51,660,,,,822.0,,,,,,,,,,,
James City County,Virginia,51,95,,,,576.0,,,,,,,,,,,
Williamsburg City,Virginia,51,830,,,,266.0,,,,,,,,,,,
Prince William County,Virginia,51,153,,,,4181.0,,,,,,,,,,,
Manassas City,Virginia,51,683,,,,462.0,,,,,,,,,,,
Manassas Park City,Virginia,51,685,,,,140.0,,,,,,,,,,,
Rockbridge County,Virginia,51,163,,,,191.0,,,,,,,,,,,
Buena Vista City,Virginia,51,530,,,,68.0,,,,,,,,,,,
Spotsylvania County,Virginia,51,177,,,,655.0,,,,,,,,,,,
Fredericksburg City,Virginia,51,630,,,,424.0,,,,,,,,,,,
Augusta County,Virginia,51,15,,,,478.0,,,,,,,,,,,
Staunton City,Virginia,51,790,,,,163.0,,,,,,,,,,,
Waynesboro City,Virginia,51,820,,,,295.0,,,,,,,,,,,
Pittsylvania County,Virginia,51,143,,,,363.0,,,,,,,,,,,
Danville City,Virginia,51,590,,,,448.0,,,,,,,,,,,
Greensville County,Virginia,51,81,,,,47.0,,,,,,,,,,,
Emporia City,Virginia,51,595,,,,84.0,,,,,,,,,,,
Albemarle County,Virginia,51,3,,,,959.0,,,,,,,,,,,
Charlottesville City,Virginia,51,540,,,,1010.0,,,,,,,,,,,
Bedford County,Virginia,51,19,,,,302.0,,,,,,,,,,,
Bedford City,Virginia,51,515,,,,78.0,,,,,,,,,,,
Halifax County,Virginia,51,83,,,,241.0,,,,,,,,,,,
Southampton County,Virginia,51,175,,,,202.0,,,,,,,,,,,
Franklin City,Virginia,51,620,,,,317.0,,,,,,,,,,,
Alleghany County,Virginia,51,5,,,,115.0,,,,,,,,,,,
York County,Virginia,51,199,,,,573.0,,,,,,,,,,,
Newport News City,Virginia,51,700,,,,2968.0,,,,,,,,,,,
Adams County,Washington,53,1,,,,213.0,,,,,,,,,,,
Asotin County,Washington,53,3,,,,315.0,,,,,,,,,,,
Benton County,Washington,53,5,,,,1759.0,,,,,,,,,,,
Chelan County,Washington,53,7,,,,732.0,,,,,,,,,,,
Clallam County,Washington,53,9,,,,961.0,,,,,,,,,,,
Clark County,Washington,53,11,,,,5624.0,,,,,,,,,,,
Columbia County,Washington,53,13,,,,44.0,,,,,,,,,,,
Cowlitz County,Washington,53,15,,,,992.0,,,,,,,,,,,
Douglas County,Washington,53,17,,,,338.0,,,,,,,,,,,
Ferry County,Washington,53,19,,,,96.0,,,,,,,,,,,
Franklin County,Washington,53,21,,,,471.0,,,,,,,,,,,
Garfield County,Washington,53,23,,,,19.0,,,,,,,,,,,
Grant County,Washington,53,25,,,,934.0,,,,,,,,,,,
Grays Harbor County,Washington,53,27,,,,759.0,,,,,,,,,,,
Island County,Washington,53,29,,,,980.0,,,,,,,,,,,
Jefferson County,Washington,53,31,,,,302.0,,,,,,,,,,,
King County,Washington,53,33,,,,29750.0,,,,,,,,,,,
Kitsap County,Washington,53,35,,,,3550.0,,,,,,,,,,,
Kittitas County,Washington,53,37,,,,646.0,,,,,,,,,,,
Klickitat County,Washington,53,39,,,,219.0,,,,,,,,,,,
Lewis County,Washington,53,41,,,,811.0,,,,,,,,,,,
Lincoln County,Washington,53,43,,,,53.0,,,,,,,,,,,
Mason County,Washington,53,45,,,,370.0,,,,,,,,,,,
Okanogan County,Washington,53,47,,,,460.0,,,,,,,,,,,
Pacific County,Washington,53,49,,,,213.0,,,,,,,,,,,
Pend Oreille County,Washington,53,51,,,,92.0,,,,,,,,,,,
Pierce County,Washington,53,53,,,,10099.0,,,,,,,,,,,
San Juan County,Washington,53,55,,,,211.0,,,,,,,,,,,
Skagit County,Washington,53,57,,,,1513.0,,,,,,,,,,,
Skamania County,Washington,53,59,,,,77.0,,,,,,,,,,,
Snohomish County,Washington,53,61,,,,8558.0,,,,,,,,,,,
Spokane County,Washington,53,63,,,,5896.0,,,,,,,,,,,
Stevens County,Washington,53,65,,,,423.0,,,,,,,,,,,
Thurston County,Washington,53,67,,,,3201.0,,,,,,,,,,,
Wahkiakum County,Washington,53,69,,,,20.0,,,,,,,,,,,
Walla Walla County,Washington,53,71,,,,728.0,,,,,,,,,,,
Whatcom County,Washington,53,73,,,,2288.0,,,,,,,,,,,
Whitman County,Washington,53,75,,,,474.0,,,,,,,,,,,
Yakima County,Washington,53,77,,,,2672.0,,,,,,,,,,,
Barbour County,West Virginia,54,1,,,,71.0,,,,,,,,,,,
Berkeley County,West Virginia,54,3,,,,1097.0,,,,,,,,,,,
Boone County,West Virginia,54,5,,,,175.0,,,,,,,,,,,
Braxton County,West Virginia,54,7,,,,114.0,,,,,,,,,,,
Brooke County,West Virginia,54,9,,,,164.0,,,,,,,,,,,
Cabell County,West Virginia,54,11,,,,1212.0,,,,,,,,,,,
Calhoun County,West Virginia,54,13,,,,23.0,,,,,,,,,,,
Clay County,West Virginia,54,15,,,,94.0,,,,,,,,,,,
Doddridge County,West Virginia,54,17,,,,49.0,,,,,,,,,,,
Fayette County,West Virginia,54,19,,,,226.0,,,,,,,,,,,
Gilmer County,West Virginia,54,21,,,,39.0,,,,,,,,,,,
Grant County,West Virginia,54,23,,,,43.0,,,,,,,,,,,
Greenbrier County,West Virginia,54,25,,,,289.0,,,,,,,,,,,
Hampshire County,West Virginia,54,27,,,,365.0,,,,,,,,,,,
Hancock County,West Virginia,54,29,,,,248.0,,,,,,,,,,,
Hardy County,West Virginia,54,31,,,,108.0,,,,,,,,,,,
Harrison County,West Virginia,54,33,,,,616.0,,,,,,,,,,,
Jackson County,West Virginia,54,35,,,,160.0,,,,,,,,,,,
Jefferson County,West Virginia,54,37,,,,308.0,,,,,,,,,,,
Kanawha County,West Virginia,54,39,,,,1830.0,,,,,,,,,,,
Lewis County,West Virginia,54,41,,,,106.0,,,,,,,,,,,
Lincoln County,West Virginia,54,43,,,,47.0,,,,,,,,,,,
Logan County,West Virginia,54,45,,,,133.0,,,,,,,,,,,
McDowell County,West Virginia,54,47,,,,74.0,,,,,,,,,,,
Marion County,West Virginia,54,49,,,,352.0,,,,,,,,,,,
Marshall County,West Virginia,54,51,,,,266.0,,,,,,,,,,,
Mason County,West Virginia,54,53,,,,189.0,,,,,,,,,,,
Mercer County,West Virginia,54,55,,,,373.0,,,,,,,,,,,
Mineral County,West Virginia,54,57,,,,419.0,,,,,,,,,,,
Mingo County,West Virginia,54,59,,,,104.0,,,,,,,,,,,
Monongalia County,West Virginia,54,61,,,,791.0,,,,,,,,,,,
Monroe County,West Virginia,54,63,,,,68.0,,,,,,,,,,,
Morgan County,West Virginia,54,65,,,,140.0,,,,,,,,,,,
Nicholas County,West Virginia,54,67,,,,231.0,,,,,,,,,,,
Ohio County,West Virginia,54,69,,,,683.0,,,,,,,,,,,
Pendleton County,West Virginia,54,71,,,,34.0,,,,,,,,,,,
Pleasants County,West Virginia,54,73,,,,25.0,,,,,,,,,,,
Pocahontas County,West Virginia,54,75,,,,23.0,,,,,,,,,,,
Preston County,West Virginia,54,77,,,,130.0,,,,,,,,,,,
Putnam County,West Virginia,54,79,,,,190.0,,,,,,,,,,,
Raleigh County,West Virginia,54,81,,,,558.0,,,,,,,,,,,
Randolph County,West Virginia,54,83,,,,250.0,,,,,,,,,,,
Ritchie County,West Virginia,54,85,,,,13.0,,,,,,,,,,,
Roane County,West Virginia,54,87,,,,128.0,,,,,,,,,,,
Summers County,West Virginia,54,89,,,,25.0,,,,,,,,,,,
Taylor County,West Virginia,54,91,,,,104.0,,,,,,,,,,,
Tucker County,West Virginia,54,93,,,,27.0,,,,,,,,,,,
Tyler County,West Virginia,54,95,,,,41.0,,,,,,,,,,,
Upshur County,West Virginia,54,97,,,,204.0,,,,,,,,,,,
Wayne County,West Virginia,54,99,,,,279.0,,,,,,,,,,,
Webster County,West Virginia,54,101,,,,41.0,,,,,,,,,,,
Wetzel County,West Virginia,54,103,,,,129.0,,,,,,,,,,,
Wirt County,West Virginia,54,105,,,,23.0,,,,,,,,,,,
Wood County,West Virginia,54,107,,,,722.0,,,,,,,,,,,
Wyoming County,West Virginia,54,109,,,,106.0,,,,,,,,,,,
Adams County,Wisconsin,55,1,,,,89.0,,,,,,,,,,,
Ashland County,Wisconsin,55,3,,,,148.0,,,,,,,,,,,
Barron County,Wisconsin,55,5,,,,435.0,,,,,,,,,,,
Bayfield County,Wisconsin,55,7,,,,121.0,,,,,,,,,,,
Brown County,Wisconsin,55,9,,,,2486.0,,,,,,,,,,,
Buffalo County,Wisconsin,55,11,,,,68.0,,,,,,,,,,,
Burnett County,Wisconsin,55,13,,,,92.0,,,,,,,,,,,
Calumet County,Wisconsin,55,15,,,,226.0,,,,,,,,,,,
Chippewa County,Wisconsin,55,17,,,,482.0,,,,,,,,,,,
Clark County,Wisconsin,55,19,,,,218.0,,,,,,,,,,,
Columbia County,Wisconsin,55,21,,,,551.0,,,,,,,,,,,
Crawford County,Wisconsin,55,23,,,,182.0,,,,,,,,,,,
Dane County,Wisconsin,55,25,,,,6660.0,,,,,,,,,,,
Dodge County,Wisconsin,55,27,,,,742.0,,,,,,,,,,,
Door County,Wisconsin,55,29,,,,189.0,,,,,,,,,,,
Douglas County,Wisconsin,55,31,,,,610.0,,,,,,,,,,,
Dunn County,Wisconsin,55,33,,,,329.0,,,,,,,,,,,
Eau Claire County,Wisconsin,55,35,,,,1171.0,,,,,,,,,,,
Florence County,Wisconsin,55,37,,,,9.0,,,,,,,,,,,
Fond du Lac County,Wisconsin,55,39,,,,904.0,,,,,,,,,,,
Forest County,Wisconsin,55,41,,,,31.0,,,,,,,,,,,
Grant County,Wisconsin,55,43,,,,409.0,,,,,,,,,,,
Green County,Wisconsin,55,45,,,,362.0,,,,,,,,,,,
Green Lake County,Wisconsin,55,47,,,,106.0,,,,,,,,,,,
Iowa County,Wisconsin,55,49,,,,180.0,,,,,,,,,,,
Iron County,Wisconsin,55,51,,,,73.0,,,,,,,,,,,
Jackson County,Wisconsin,55,53,,,,132.0,,,,,,,,,,,
Jefferson County,Wisconsin,55,55,,,,782.0,,,,,,,,,,,
Juneau County,Wisconsin,55,57,,,,245.0,,,,,,,,,,,
Kenosha County,Wisconsin,55,59,,,,1789.0,,,,,,,,,,,
Kewaunee County,Wisconsin,55,61,,,,94.0,,,,,,,,,,,
La Crosse County,Wisconsin,55,63,,,,1421.0,,,,,,,,,,,
Lafayette County,Wisconsin,55,65,,,,107.0,,,,,,,,,,,
Langlade County,Wisconsin,55,67,,,,195.0,,,,,,,,,,,
Lincoln County,Wisconsin,55,69,,,,153.0,,,,,,,,,,,
Manitowoc County,Wisconsin,55,71,,,,657.0,,,,,,,,,,,
Marathon County,Wisconsin,55,73,,,,1306.0,,,,,,,,,,,
Marinette County,Wisconsin,55,75,,,,308.0,,,,,,,,,,,
Marquette County,Wisconsin,55,77,,,,67.0,,,,,,,,,,,
Menominee County,Wisconsin,55,78,,,,21.0,,,,,,,,,,,
Milwaukee County,Wisconsin,55,79,,,,15181.0,,,,,,,,,,,
Monroe County,Wisconsin,55,81,,,,354.0,,,,,,,,,,,
Oconto County,Wisconsin,55,83,,,,220.0,,,,,,,,,,,
Oneida County,Wisconsin,55,85,,,,285.0,,,,,,,,,,,
Outagamie County,Wisconsin,55,87,,,,1161.0,,,,,,,,,,,
Ozaukee County,Wisconsin,55,89,,,,722.0,,,,,,,,,,,
Pepin County,Wisconsin,55,91,,,,53.0,,,,,,,,,,,
Pierce County,Wisconsin,55,93,,,,262.0,,,,,,,,,,,
Polk County,Wisconsin,55,95,,,,375.0,,,,,,,,,,,
Portage County,Wisconsin,55,97,,,,482.0,,,,,,,,,,,
Price County,Wisconsin,55,99,,,,98.0,,,,,,,,,,,
Racine County,Wisconsin,55,101,,,,2099.0,,,,,,,,,,,
Richland County,Wisconsin,55,103,,,,129.0,,,,,,,,,,,
Rock County,Wisconsin,55,105,,,,1657.0,,,,,,,,,,,
Rusk County,Wisconsin,55,107,,,,183.0,,,,,,,,,,,
Saint Croix County,Wisconsin,55,109,,,,585.0,,,,,,,,,,,
Sauk County,Wisconsin,55,111,,,,739.0,,,,,,,,,,,
Sawyer County,Wisconsin,55,113,,,,213.0,,,,,,,,,,,
Shawano County,Wisconsin,55,115,,,,399.0,,,,,,,,,,,
Sheboygan County,Wisconsin,55,117,,,,1353.0,,,,,,,,,,,
Taylor County,Wisconsin,55,119,,,,172.0,,,,,,,,,,,
Trempealeau County,Wisconsin,55,121,,,,195.0,,,,,,,,,,,
Vernon County,Wisconsin,55,123,,,,177.0,,,,,,,,,,,
Vilas County,Wisconsin,55,125,,,,260.0,,,,,,,,,,,
Walworth County,Wisconsin,55,127,,,,1066.0,,,,,,,,,,,
Washburn County,Wisconsin,55,129,,,,111.0,,,,,,,,,,,
Washington County,Wisconsin,55,131,,,,929.0,,,,,,,,,,,
Waukesha County,Wisconsin,55,133,,,,2642.0,,,,,,,,,,,
Waupaca County,Wisconsin,55,135,,,,250.0,,,,,,,,,,,
Waushara County,Wisconsin,55,137,,,,166.0,,,,,,,,,,,
Winnebago County,Wisconsin,55,139,,,,1788.0,,,,,,,,,,,
Wood County,Wisconsin,55,141,,,,632.0,,,,,,,,,,,
Albany County,Wyoming,56,1,,,,465.0,,,,,,,,,,,
Big Horn County,Wyoming,56,3,,,,47.0,,,,,,,,,,,
Campbell County,Wyoming,56,5,,,,147.0,,,,,,,,,,,
Carbon County,Wyoming,56,7,,,,81.0,,,,,,,,,,,
Converse County,Wyoming,56,9,,,,80.0,,,,,,,,,,,
Crook County,Wyoming,56,11,,,,26.0,,,,,,,,,,,
Fremont County,Wyoming,56,13,,,,229.0,,,,,,,,,,,
Goshen County,Wyoming,56,15,,,,33.0,,,,,,,,,,,
Hot Springs County,Wyoming,56,17,,,,41.0,,,,,,,,,,,
Johnson County,Wyoming,56,19,,,,30.0,,,,,,,,,,,
Laramie County,Wyoming,56,21,,,,982.0,,,,,,,,,,,
Lincoln County,Wyoming,56,23,,,,95.0,,,,,,,,,,,
Natrona County,Wyoming,56,25,,,,703.0,,,,,,,,,,,
Niobrara County,Wyoming,56,27,,,,33.0,,,,,,,,,,,
Park County,Wyoming,56,29,,,,138.0,,,,,,,,,,,
Platte County,Wyoming,56,31,,,,140.0,,,,,,,,,,,
Sheridan County,Wyoming,56,33,,,,203.0,,,,,,,,,,,
Sublette County,Wyoming,56,35,,,,83.0,,,,,,,,,,,
Sweetwater County,Wyoming,56,37,,,,323.0,,,,,,,,,,,
Teton County,Wyoming,56,39,,,,403.0,,,,,,,,,,,
Uinta County,Wyoming,56,41,,,,144.0,,,,,,,,,,,
Washakie County,Wyoming,56,43,,,,28.0,,,,,,,,,,,
Weston County,Wyoming,56,45,,,,0.0,,,,,,,,,,,
Autauga County,Alabama,1,1,,,,,75.5,,,,,,,,,,
Baldwin County,Alabama,1,3,,,,,79.3,,,,,,,,,,
Barbour County,Alabama,1,5,,,,,81.3,,,,,,,,,,
Bibb County,Alabama,1,7,,,,,80.9,,,,,,,,,,
Blount County,Alabama,1,9,,,,,78.2,,,,,,,,,,
Bullock County,Alabama,1,11,,,,,80.5,,,,,,,,,,
Butler County,Alabama,1,13,,,,,76.6,,,,,,,,,,
Calhoun County,Alabama,1,15,,,,,78.5,,,,,,,,,,
Chambers County,Alabama,1,17,,,,,79.2,,,,,,,,,,
Cherokee County,Alabama,1,19,,,,,80.9,,,,,,,,,,
Chilton County,Alabama,1,21,,,,,77.5,,,,,,,,,,
Choctaw County,Alabama,1,23,,,,,78.7,,,,,,,,,,
Clarke County,Alabama,1,25,,,,,77.5,,,,,,,,,,
Clay County,Alabama,1,27,,,,,79.6,,,,,,,,,,
Cleburne County,Alabama,1,29,,,,,77.6,,,,,,,,,,
Coffee County,Alabama,1,31,,,,,77.6,,,,,,,,,,
Colbert County,Alabama,1,33,,,,,79.7,,,,,,,,,,
Conecuh County,Alabama,1,35,,,,,76.9,,,,,,,,,,
Coosa County,Alabama,1,37,,,,,81.6,,,,,,,,,,
Covington County,Alabama,1,39,,,,,79.5,,,,,,,,,,
Crenshaw County,Alabama,1,41,,,,,78.6,,,,,,,,,,
Cullman County,Alabama,1,43,,,,,78.7,,,,,,,,,,
Dale County,Alabama,1,45,,,,,78.3,,,,,,,,,,
Dallas County,Alabama,1,47,,,,,73.8,,,,,,,,,,
DeKalb County,Alabama,1,49,,,,,76.6,,,,,,,,,,
Elmore County,Alabama,1,51,,,,,78.7,,,,,,,,,,
Escambia County,Alabama,1,53,,,,,81.0,,,,,,,,,,
Etowah County,Alabama,1,55,,,,,78.6,,,,,,,,,,
Fayette County,Alabama,1,57,,,,,79.4,,,,,,,,,,
Franklin County,Alabama,1,59,,,,,77.0,,,,,,,,,,
Geneva County,Alabama,1,61,,,,,79.2,,,,,,,,,,
Greene County,Alabama,1,63,,,,,78.6,,,,,,,,,,
Hale County,Alabama,1,65,,,,,77.6,,,,,,,,,,
Henry County,Alabama,1,67,,,,,79.7,,,,,,,,,,
Houston County,Alabama,1,69,,,,,77.0,,,,,,,,,,
Jackson County,Alabama,1,71,,,,,79.5,,,,,,,,,,
Jefferson County,Alabama,1,73,,,,,77.7,,,,,,,,,,
Lamar County,Alabama,1,75,,,,,79.4,,,,,,,,,,
Lauderdale County,Alabama,1,77,,,,,80.3,,,,,,,,,,
Lawrence County,Alabama,1,79,,,,,79.0,,,,,,,,,,
Lee County,Alabama,1,81,,,,,79.9,,,,,,,,,,
Limestone County,Alabama,1,83,,,,,78.5,,,,,,,,,,
Lowndes County,Alabama,1,85,,,,,77.7,,,,,,,,,,
Macon County,Alabama,1,87,,,,,81.4,,,,,,,,,,
Madison County,Alabama,1,89,,,,,78.8,,,,,,,,,,
Marengo County,Alabama,1,91,,,,,78.0,,,,,,,,,,
Marion County,Alabama,1,93,,,,,79.5,,,,,,,,,,
Marshall County,Alabama,1,95,,,,,76.9,,,,,,,,,,
Mobile County,Alabama,1,97,,,,,76.7,,,,,,,,,,
Monroe County,Alabama,1,99,,,,,78.1,,,,,,,,,,
Montgomery County,Alabama,1,101,,,,,76.6,,,,,,,,,,
Morgan County,Alabama,1,103,,,,,78.3,,,,,,,,,,
Perry County,Alabama,1,105,,,,,77.0,,,,,,,,,,
Pickens County,Alabama,1,107,,,,,78.9,,,,,,,,,,
Pike County,Alabama,1,109,,,,,81.8,,,,,,,,,,
Randolph County,Alabama,1,111,,,,,77.8,,,,,,,,,,
Russell County,Alabama,1,113,,,,,75.9,,,,,,,,,,
Saint Clair County,Alabama,1,115,,,,,78.1,,,,,,,,,,
Shelby County,Alabama,1,117,,,,,76.6,,,,,,,,,,
Sumter County,Alabama,1,119,,,,,79.5,,,,,,,,,,
Talladega County,Alabama,1,121,,,,,79.2,,,,,,,,,,
Tallapoosa County,Alabama,1,123,,,,,79.3,,,,,,,,,,
Tuscaloosa County,Alabama,1,125,,,,,80.0,,,,,,,,,,
