County,State,State_FIPS,County_FIPS,asian_population,per_capita_income,median_home_value,black_population,age_18_and_under_percentage,total_population_race,native_american_population,gini_index,median_household_income,housing_cost_burden,white_population,total_population,age_60_and_over,median_gross_rent,age_15_to_44_percentage
Burke County,Georgia,13,33,10934.0,,,,,,,,,,,,,,
Butts County,Georgia,13,35,16289.0,,,,,,,,,,,,,,
Calhoun County,Georgia,13,37,2180.0,,,,,,,,,,,,,,
Camden County,Georgia,13,39,38452.0,,,,,,,,,,,,,,
Candler County,Georgia,13,43,7355.0,,,,,,,,,,,,,,
Carroll County,Georgia,13,45,87288.0,,,,,,,,,,,,,,
Catoosa County,Georgia,13,47,61318.0,,,,,,,,,,,,,,
Charlton County,Georgia,13,49,8684.0,,,,,,,,,,,,,,
Chatham County,Georgia,13,51,151228.0,,,,,,,,,,,,,,
Chattahoochee County,Georgia,13,53,7510.0,,,,,,,,,,,,,,
Chattooga County,Georgia,13,55,21407.0,,,,,,,,,,,,,,
Cherokee County,Georgia,13,57,209053.0,,,,,,,,,,,,,,
Clarke County,Georgia,13,59,78342.0,,,,,,,,,,,,,,
Clay County,Georgia,13,61,902.0,,,,,,,,,,,,,,
Clayton County,Georgia,13,63,47590.0,,,,,,,,,,,,,,
Clinch County,Georgia,13,65,4439.0,,,,,,,,,,,,,,
Cobb County,Georgia,13,67,441978.0,,,,,,,,,,,,,,
Coffee County,Georgia,13,69,29193.0,,,,,,,,,,,,,,
Colquitt County,Georgia,13,71,29397.0,,,,,,,,,,,,,,
Columbia County,Georgia,13,73,109501.0,,,,,,,,,,,,,,
Cook County,Georgia,13,75,11861.0,,,,,,,,,,,,,,
Coweta County,Georgia,13,77,107831.0,,,,,,,,,,,,,,
Crawford County,Georgia,13,79,9181.0,,,,,,,,,,,,,,
Crisp County,Georgia,13,81,12104.0,,,,,,,,,,,,,,
Dade County,Georgia,13,83,15407.0,,,,,,,,,,,,,,
Dawson County,Georgia,13,85,22979.0,,,,,,,,,,,,,,
Decatur County,Georgia,13,87,14060.0,,,,,,,,,,,,,,
DeKalb County,Georgia,13,89,256546.0,,,,,,,,,,,,,,
Dodge County,Georgia,13,91,14102.0,,,,,,,,,,,,,,
Dooly County,Georgia,13,93,6277.0,,,,,,,,,,,,,,
Dougherty County,Georgia,13,95,24556.0,,,,,,,,,,,,,,
Douglas County,Georgia,13,97,67261.0,,,,,,,,,,,,,,
Early County,Georgia,13,99,4735.0,,,,,,,,,,,,,,
Echols County,Georgia,13,101,2946.0,,,,,,,,,,,,,,
Effingham County,Georgia,13,103,48093.0,,,,,,,,,,,,,,
Elbert County,Georgia,13,105,13085.0,,,,,,,,,,,,,,
Emanuel County,Georgia,13,107,13935.0,,,,,,,,,,,,,,
Evans County,Georgia,13,109,6291.0,,,,,,,,,,,,,,
Fannin County,Georgia,13,111,24160.0,,,,,,,,,,,,,,
Fayette County,Georgia,13,113,75542.0,,,,,,,,,,,,,,
Floyd County,Georgia,13,115,75735.0,,,,,,,,,,,,,,
Forsyth County,Georgia,13,117,178874.0,,,,,,,,,,,,,,
Franklin County,Georgia,13,119,19338.0,,,,,,,,,,,,,,
Fulton County,Georgia,13,121,458596.0,,,,,,,,,,,,,,
Gilmer County,Georgia,13,123,27122.0,,,,,,,,,,,,,,
Glascock County,Georgia,13,125,2661.0,,,,,,,,,,,,,,
Glynn County,Georgia,13,127,57000.0,,,,,,,,,,,,,,
Gordon County,Georgia,13,129,50658.0,,,,,,,,,,,,,,
Grady County,Georgia,13,131,16529.0,,,,,,,,,,,,,,
Greene County,Georgia,13,133,9924.0,,,,,,,,,,,,,,
Gwinnett County,Georgia,13,135,448155.0,,,,,,,,,,,,,,
Habersham County,Georgia,13,137,38359.0,,,,,,,,,,,,,,
Hall County,Georgia,13,139,166426.0,,,,,,,,,,,,,,
Hancock County,Georgia,13,141,2094.0,,,,,,,,,,,,,,
Haralson County,Georgia,13,143,26752.0,,,,,,,,,,,,,,
Harris County,Georgia,13,145,26584.0,,,,,,,,,,,,,,
Hart County,Georgia,13,147,19823.0,,,,,,,,,,,,,,
Heard County,Georgia,13,149,10145.0,,,,,,,,,,,,,,
Henry County,Georgia,13,151,109034.0,,,,,,,,,,,,,,
Houston County,Georgia,13,153,92943.0,,,,,,,,,,,,,,
Irwin County,Georgia,13,155,6318.0,,,,,,,,,,,,,,
Jackson County,Georgia,13,157,57489.0,,,,,,,,,,,,,,
Jasper County,Georgia,13,159,10380.0,,,,,,,,,,,,,,
Jeff Davis County,Georgia,13,161,11392.0,,,,,,,,,,,,,,
Jefferson County,Georgia,13,163,6826.0,,,,,,,,,,,,,,
Jenkins County,Georgia,13,165,5363.0,,,,,,,,,,,,,,
Johnson County,Georgia,13,167,6281.0,,,,,,,,,,,,,,
Jones County,Georgia,13,169,20790.0,,,,,,,,,,,,,,
Lamar County,Georgia,13,171,12186.0,,,,,,,,,,,,,,
Lanier County,Georgia,13,173,7669.0,,,,,,,,,,,,,,
Laurens County,Georgia,13,175,28020.0,,,,,,,,,,,,,,
Lee County,Georgia,13,177,21735.0,,,,,,,,,,,,,,
Liberty County,Georgia,13,179,28881.0,,,,,,,,,,,,,,
Lincoln County,Georgia,13,181,5217.0,,,,,,,,,,,,,,
Long County,Georgia,13,183,11752.0,,,,,,,,,,,,,,
Lowndes County,Georgia,13,185,66261.0,,,,,,,,,,,,,,
Lumpkin County,Georgia,13,187,29981.0,,,,,,,,,,,,,,
McDuffie County,Georgia,13,189,11746.0,,,,,,,,,,,,,,
McIntosh County,Georgia,13,191,8832.0,,,,,,,,,,,,,,
Macon County,Georgia,13,193,4705.0,,,,,,,,,,,,,,
Madison County,Georgia,13,195,24483.0,,,,,,,,,,,,,,
Marion County,Georgia,13,197,5288.0,,,,,,,,,,,,,,
Meriwether County,Georgia,13,199,12062.0,,,,,,,,,,,,,,
Miller County,Georgia,13,201,3989.0,,,,,,,,,,,,,,
Mitchell County,Georgia,13,205,11106.0,,,,,,,,,,,,,,
Monroe County,Georgia,13,207,19829.0,,,,,,,,,,,,,,
Montgomery County,Georgia,13,209,6156.0,,,,,,,,,,,,,,
Morgan County,Georgia,13,211,13482.0,,,,,,,,,,,,,,
Murray County,Georgia,13,213,38261.0,,,,,,,,,,,,,,
Muscogee County,Georgia,13,215,86552.0,,,,,,,,,,,,,,
Newton County,Georgia,13,217,54326.0,,,,,,,,,,,,,,
Oconee County,Georgia,13,219,32796.0,,,,,,,,,,,,,,
Oglethorpe County,Georgia,13,221,11610.0,,,,,,,,,,,,,,
Paulding County,Georgia,13,223,117516.0,,,,,,,,,,,,,,
Peach County,Georgia,13,225,13152.0,,,,,,,,,,,,,,
Pickens County,Georgia,13,227,27688.0,,,,,,,,,,,,,,
Pierce County,Georgia,13,229,16402.0,,,,,,,,,,,,,,
Pike County,Georgia,13,231,15903.0,,,,,,,,,,,,,,
Polk County,Georgia,13,233,32159.0,,,,,,,,,,,,,,
Pulaski County,Georgia,13,235,7133.0,,,,,,,,,,,,,,
Putnam County,Georgia,13,237,14830.0,,,,,,,,,,,,,,
Quitman County,Georgia,13,239,882.0,,,,,,,,,,,,,,
Rabun County,Georgia,13,241,15119.0,,,,,,,,,,,,,,
Randolph County,Georgia,13,243,2492.0,,,,,,,,,,,,,,
Richmond County,Georgia,13,245,76073.0,,,,,,,,,,,,,,
Rockdale County,Georgia,13,247,35556.0,,,,,,,,,,,,,,
Schley County,Georgia,13,249,3454.0,,,,,,,,,,,,,,
Screven County,Georgia,13,251,7775.0,,,,,,,,,,,,,,
Seminole County,Georgia,13,253,5215.0,,,,,,,,,,,,,,
Spalding County,Georgia,13,255,40745.0,,,,,,,,,,,,,,
Stephens County,Georgia,13,257,21558.0,,,,,,,,,,,,,,
Stewart County,Georgia,13,259,1590.0,,,,,,,,,,,,,,
Sumter County,Georgia,13,261,12924.0,,,,,,,,,,,,,,
Talbot County,Georgia,13,263,2622.0,,,,,,,,,,,,,,
Taliaferro County,Georgia,13,265,568.0,,,,,,,,,,,,,,
Tattnall County,Georgia,13,267,15157.0,,,,,,,,,,,,,,
Taylor County,Georgia,13,269,4692.0,,,,,,,,,,,,,,
Telfair County,Georgia,13,271,8651.0,,,,,,,,,,,,,,
Terrell County,Georgia,13,273,3262.0,,,,,,,,,,,,,,
Thomas County,Georgia,13,275,26869.0,,,,,,,,,,,,,,
Tift County,Georgia,13,277,26243.0,,,,,,,,,,,,,,
Toombs County,Georgia,13,279,16920.0,,,,,,,,,,,,,,
Towns County,Georgia,13,281,10887.0,,,,,,,,,,,,,,
Treutlen County,Georgia,13,283,4900.0,,,,,,,,,,,,,,
Troup County,Georgia,13,285,40993.0,,,,,,,,,,,,,,
Turner County,Georgia,13,287,4371.0,,,,,,,,,,,,,,
Twiggs County,Georgia,13,289,4605.0,,,,,,,,,,,,,,
Union County,Georgia,13,291,22076.0,,,,,,,,,,,,,,
Upson County,Georgia,13,293,18160.0,,,,,,,,,,,,,,
Walker County,Georgia,13,295,63382.0,,,,,,,,,,,,,,
Walton County,Georgia,13,297,70380.0,,,,,,,,,,,,,,
Ware County,Georgia,13,299,22986.0,,,,,,,,,,,,,,
Warren County,Georgia,13,301,1996.0,,,,,,,,,,,,,,
Washington County,Georgia,13,303,9123.0,,,,,,,,,,,,,,
Wayne County,Georgia,13,305,22340.0,,,,,,,,,,,,,,
Webster County,Georgia,13,307,1327.0,,,,,,,,,,,,,,
Wheeler County,Georgia,13,309,4516.0,,,,,,,,,,,,,,
White County,Georgia,13,311,27274.0,,,,,,,,,,,,,,
Whitfield County,Georgia,13,313,92143.0,,,,,,,,,,,,,,
Wilcox County,Georgia,13,315,5556.0,,,,,,,,,,,,,,
Wilkes County,Georgia,13,317,5284.0,,,,,,,,,,,,,,
Wilkinson County,Georgia,13,319,5355.0,,,,,,,,,,,,,,
Worth County,Georgia,13,321,14104.0,,,,,,,,,,,,,,
Hawaii County,Hawaii,15,1,66145.0,,,,,,,,,,,,,,
Honolulu County,Hawaii,15,3,207525.0,,,,,,,,,,,,,,
Kauai County,Hawaii,15,7,23219.0,,,,,,,,,,,,,,
Kalawao County,Hawaii,15,5,16.0,,,,,,,,,,,,,,
Maui County,Hawaii,15,9,58707.0,,,,,,,,,,,,,,
Ada County,Idaho,16,1,404644.0,,,,,,,,,,,,,,
Adams County,Idaho,16,3,3852.0,,,,,,,,,,,,,,
Bannock County,Idaho,16,5,76402.0,,,,,,,,,,,,,,
Bear Lake County,Idaho,16,7,5644.0,,,,,,,,,,,,,,
Benewah County,Idaho,16,9,7893.0,,,,,,,,,,,,,,
Bingham County,Idaho,16,11,37653.0,,,,,,,,,,,,,,
Blaine County,Idaho,16,13,20924.0,,,,,,,,,,,,,,
Boise County,Idaho,16,15,6769.0,,,,,,,,,,,,,,
Bonner County,Idaho,16,17,40713.0,,,,,,,,,,,,,,
Bonneville County,Idaho,16,19,99868.0,,,,,,,,,,,,,,
Boundary County,Idaho,16,21,10863.0,,,,,,,,,,,,,,
Butte County,Idaho,16,23,2581.0,,,,,,,,,,,,,,
Camas County,Idaho,16,25,884.0,,,,,,,,,,,,,,
Canyon County,Idaho,16,27,180454.0,,,,,,,,,,,,,,
Caribou County,Idaho,16,29,6611.0,,,,,,,,,,,,,,
Cassia County,Idaho,16,31,21998.0,,,,,,,,,,,,,,
Clearwater County,Idaho,16,35,8033.0,,,,,,,,,,,,,,
Custer County,Idaho,16,37,3834.0,,,,,,,,,,,,,,
Elmore County,Idaho,16,39,22911.0,,,,,,,,,,,,,,
Franklin County,Idaho,16,41,12778.0,,,,,,,,,,,,,,
Fremont County,Idaho,16,43,12253.0,,,,,,,,,,,,,,
Gem County,Idaho,16,45,15358.0,,,,,,,,,,,,,,
Gooding County,Idaho,16,47,14032.0,,,,,,,,,,,,,,
Idaho County,Idaho,16,49,15256.0,,,,,,,,,,,,,,
Jefferson County,Idaho,16,51,25759.0,,,,,,,,,,,,,,
Jerome County,Idaho,16,53,22059.0,,,,,,,,,,,,,,
Kootenai County,Idaho,16,55,144715.0,,,,,,,,,,,,,,
Latah County,Idaho,16,57,35993.0,,,,,,,,,,,,,,
Lemhi County,Idaho,16,59,7390.0,,,,,,,,,,,,,,
Lewis County,Idaho,16,61,3352.0,,,,,,,,,,,,,,
Lincoln County,Idaho,16,63,4981.0,,,,,,,,,,,,,,
Madison County,Idaho,16,65,36249.0,,,,,,,,,,,,,,
Minidoka County,Idaho,16,67,19491.0,,,,,,,,,,,,,,
Nez Perce County,Idaho,16,69,36020.0,,,,,,,,,,,,,,
Oneida County,Idaho,16,71,4206.0,,,,,,,,,,,,,,
Owyhee County,Idaho,16,73,9483.0,,,,,,,,,,,,,,
Payette County,Idaho,16,75,20919.0,,,,,,,,,,,,,,
Power County,Idaho,16,77,5991.0,,,,,,,,,,,,,,
Shoshone County,Idaho,16,79,11743.0,,,,,,,,,,,,,,
Teton County,Idaho,16,81,9818.0,,,,,,,,,,,,,,
Twin Falls County,Idaho,16,83,76995.0,,,,,,,,,,,,,,
Valley County,Idaho,16,85,10285.0,,,,,,,,,,,,,,
Washington County,Idaho,16,87,8693.0,,,,,,,,,,,,,,
Adams County,Illinois,17,1,61819.0,,,,,,,,,,,,,,
Alexander County,Illinois,17,3,4078.0,,,,,,,,,,,,,,
Bond County,Illinois,17,5,15189.0,,,,,,,,,,,,,,
Boone County,Illinois,17,7,46861.0,,,,,,,,,,,,,,
Brown County,Illinois,17,9,5168.0,,,,,,,,,,,,,,
Bureau County,Illinois,17,11,31250.0,,,,,,,,,,,,,,
Calhoun County,Illinois,17,13,4742.0,,,,,,,,,,,,,,
Carroll County,Illinois,17,15,13933.0,,,,,,,,,,,,,,
Cass County,Illinois,17,17,11382.0,,,,,,,,,,,,,,
Champaign County,Illinois,17,19,151382.0,,,,,,,,,,,,,,
Christian County,Illinois,17,21,32101.0,,,,,,,,,,,,,,
Clark County,Illinois,17,23,15357.0,,,,,,,,,,,,,,
Clay County,Illinois,17,25,13025.0,,,,,,,,,,,,,,
Clinton County,Illinois,17,27,35227.0,,,,,,,,,,,,,,
Coles County,Illinois,17,29,48036.0,,,,,,,,,,,,,,
Cook County,Illinois,17,31,2957561.0,,,,,,,,,,,,,,
Crawford County,Illinois,17,33,17341.0,,,,,,,,,,,,,,
Cumberland County,Illinois,17,35,10580.0,,,,,,,,,,,,,,
DeKalb County,Illinois,17,37,87832.0,,,,,,,,,,,,,,
De Witt County,Illinois,17,39,15425.0,,,,,,,,,,,,,,
Douglas County,Illinois,17,41,18989.0,,,,,,,,,,,,,,
DuPage County,Illinois,17,43,721721.0,,,,,,,,,,,,,,
Edgar County,Illinois,17,45,17132.0,,,,,,,,,,,,,,
Edwards County,Illinois,17,47,6313.0,,,,,,,,,,,,,,
Effingham County,Illinois,17,49,33240.0,,,,,,,,,,,,,,
Fayette County,Illinois,17,51,20354.0,,,,,,,,,,,,,,
Ford County,Illinois,17,53,12787.0,,,,,,,,,,,,,,
Franklin County,Illinois,17,55,37938.0,,,,,,,,,,,,,,
Fulton County,Illinois,17,57,33391.0,,,,,,,,,,,,,,
Gallatin County,Illinois,17,59,4989.0,,,,,,,,,,,,,,
Greene County,Illinois,17,61,12817.0,,,,,,,,,,,,,,
Grundy County,Illinois,17,63,47316.0,,,,,,,,,,,,,,
Hamilton County,Illinois,17,65,8043.0,,,,,,,,,,,,,,
Hancock County,Illinois,17,67,17645.0,,,,,,,,,,,,,,
Hardin County,Illinois,17,69,3826.0,,,,,,,,,,,,,,
Henderson County,Illinois,17,71,6730.0,,,,,,,,,,,,,,
Henry County,Illinois,17,73,46523.0,,,,,,,,,,,,,,
Iroquois County,Illinois,17,75,26149.0,,,,,,,,,,,,,,
Jackson County,Illinois,17,77,44880.0,,,,,,,,,,,,,,
Jasper County,Illinois,17,79,9347.0,,,,,,,,,,,,,,
Jefferson County,Illinois,17,81,33448.0,,,,,,,,,,,,,,
Jersey County,Illinois,17,83,21350.0,,,,,,,,,,,,,,
Jo Daviess County,Illinois,17,85,21211.0,,,,,,,,,,,,,,
Johnson County,Illinois,17,87,11013.0,,,,,,,,,,,,,,
Kane County,Illinois,17,89,385578.0,,,,,,,,,,,,,,
Kankakee County,Illinois,17,91,88554.0,,,,,,,,,,,,,,
Kendall County,Illinois,17,93,102615.0,,,,,,,,,,,,,,
Knox County,Illinois,17,95,43826.0,,,,,,,,,,,,,,
Lake County,Illinois,17,97,543635.0,,,,,,,,,,,,,,
LaSalle County,Illinois,17,99,102932.0,,,,,,,,,,,,,,
Lawrence County,Illinois,17,101,14092.0,,,,,,,,,,,,,,
Lee County,Illinois,17,103,31228.0,,,,,,,,,,,,,,
Livingston County,Illinois,17,105,33736.0,,,,,,,,,,,,,,
Logan County,Illinois,17,107,25806.0,,,,,,,,,,,,,,
McDonough County,Illinois,17,109,27867.0,,,,,,,,,,,,,,
McHenry County,Illinois,17,111,284366.0,,,,,,,,,,,,,,
McLean County,Illinois,17,113,143774.0,,,,,,,,,,,,,,
Macon County,Illinois,17,115,83045.0,,,,,,,,,,,,,,
Macoupin County,Illinois,17,117,44291.0,,,,,,,,,,,,,,
Madison County,Illinois,17,119,232485.0,,,,,,,,,,,,,,
Marion County,Illinois,17,121,35266.0,,,,,,,,,,,,,,
Marshall County,Illinois,17,123,11471.0,,,,,,,,,,,,,,
Mason County,Illinois,17,125,13386.0,,,,,,,,,,,,,,
Massac County,Illinois,17,127,13127.0,,,,,,,,,,,,,,
Menard County,Illinois,17,129,12017.0,,,,,,,,,,,,,,
Mercer County,Illinois,17,131,15215.0,,,,,,,,,,,,,,
Monroe County,Illinois,17,133,33170.0,,,,,,,,,,,,,,
Montgomery County,Illinois,17,135,27074.0,,,,,,,,,,,,,,
Morgan County,Illinois,17,137,31072.0,,,,,,,,,,,,,,
Moultrie County,Illinois,17,139,14410.0,,,,,,,,,,,,,,
Ogle County,Illinois,17,141,48328.0,,,,,,,,,,,,,,
Peoria County,Illinois,17,143,134449.0,,,,,,,,,,,,,,
Perry County,Illinois,17,145,18870.0,,,,,,,,,,,,,,
Piatt County,Illinois,17,147,15955.0,,,,,,,,,,,,,,
Pike County,Illinois,17,149,15249.0,,,,,,,,,,,,,,
Pope County,Illinois,17,151,3910.0,,,,,,,,,,,,,,
Pulaski County,Illinois,17,153,3674.0,,,,,,,,,,,,,,
Putnam County,Illinois,17,155,5572.0,,,,,,,,,,,,,,
Randolph County,Illinois,17,157,28300.0,,,,,,,,,,,,,,
Richland County,Illinois,17,159,15311.0,,,,,,,,,,,,,,
Rock Island County,Illinois,17,161,117544.0,,,,,,,,,,,,,,
Saint Clair County,Illinois,17,163,168903.0,,,,,,,,,,,,,,
Saline County,Illinois,17,165,22485.0,,,,,,,,,,,,,,
Sangamon County,Illinois,17,167,161828.0,,,,,,,,,,,,,,
Schuyler County,Illinois,17,169,6429.0,,,,,,,,,,,,,,
Scott County,Illinois,17,171,4956.0,,,,,,,,,,,,,,
Shelby County,Illinois,17,173,21459.0,,,,,,,,,,,,,,
Stark County,Illinois,17,175,5353.0,,,,,,,,,,,,,,
Stephenson County,Illinois,17,177,39059.0,,,,,,,,,,,,,,
Tazewell County,Illinois,17,179,128237.0,,,,,,,,,,,,,,
Union County,Illinois,17,181,16114.0,,,,,,,,,,,,,,
Vermilion County,Illinois,17,183,64497.0,,,,,,,,,,,,,,
Wabash County,Illinois,17,185,11133.0,,,,,,,,,,,,,,
Warren County,Illinois,17,187,15267.0,,,,,,,,,,,,,,
Washington County,Illinois,17,189,13683.0,,,,,,,,,,,,,,
Wayne County,Illinois,17,191,15938.0,,,,,,,,,,,,,,
White County,Illinois,17,193,13729.0,,,,,,,,,,,,,,
Whiteside County,Illinois,17,195,52677.0,,,,,,,,,,,,,,
Will County,Illinois,17,197,505669.0,,,,,,,,,,,,,,
Williamson County,Illinois,17,199,61474.0,,,,,,,,,,,,,,
Winnebago County,Illinois,17,201,226087.0,,,,,,,,,,,,,,
Woodford County,Illinois,17,203,37567.0,,,,,,,,,,,,,,
Adams County,Indiana,18,1,34060.0,,,,,,,,,,,,,,
Allen County,Indiana,18,3,293212.0,,,,,,,,,,,,,,
Bartholomew County,Indiana,18,5,69835.0,,,,,,,,,,,,,,
Benton County,Indiana,18,7,8457.0,,,,,,,,,,,,,,
Blackford County,Indiana,18,9,11803.0,,,,,,,,,,,,,,
Boone County,Indiana,18,11,59975.0,,,,,,,,,,,,,,
Brown County,Indiana,18,13,14556.0,,,,,,,,,,,,,,
Carroll County,Indiana,18,15,19154.0,,,,,,,,,,,,,,
Cass County,Indiana,18,17,31935.0,,,,,,,,,,,,,,
Clark County,Indiana,18,19,101426.0,,,,,,,,,,,,,,
Clay County,Indiana,18,21,25360.0,,,,,,,,,,,,,,
Clinton County,Indiana,18,23,30202.0,,,,,,,,,,,,,,
Crawford County,Indiana,18,25,10296.0,,,,,,,,,,,,,,
Daviess County,Indiana,18,27,31356.0,,,,,,,,,,,,,,
Dearborn County,Indiana,18,29,48080.0,,,,,,,,,,,,,,
Decatur County,Indiana,18,31,25609.0,,,,,,,,,,,,,,
DeKalb County,Indiana,18,33,41541.0,,,,,,,,,,,,,,
Delaware County,Indiana,18,35,102188.0,,,,,,,,,,,,,,
Dubois County,Indiana,18,37,40206.0,,,,,,,,,,,,,,
Elkhart County,Indiana,18,39,178022.0,,,,,,,,,,,,,,
Fayette County,Indiana,18,41,22408.0,,,,,,,,,,,,,,
Floyd County,Indiana,18,43,69224.0,,,,,,,,,,,,,,
Fountain County,Indiana,18,45,16079.0,,,,,,,,,,,,,,
Franklin County,Indiana,18,47,22717.0,,,,,,,,,,,,,,
Fulton County,Indiana,18,49,18947.0,,,,,,,,,,,,,,
Gibson County,Indiana,18,51,31952.0,,,,,,,,,,,,,,
Grant County,Indiana,18,53,59055.0,,,,,,,,,,,,,,
Greene County,Indiana,18,55,31579.0,,,,,,,,,,,,,,
Hamilton County,Indiana,18,57,275246.0,,,,,,,,,,,,,,
Hancock County,Indiana,18,59,70053.0,,,,,,,,,,,,,,
Harrison County,Indiana,18,61,38347.0,,,,,,,,,,,,,,
Hendricks County,Indiana,18,63,141209.0,,,,,,,,,,,,,,
Henry County,Indiana,18,65,45945.0,,,,,,,,,,,,,,
Howard County,Indiana,18,67,72036.0,,,,,,,,,,,,,,
Huntington County,Indiana,18,69,34924.0,,,,,,,,,,,,,,
Jackson County,Indiana,18,71,40171.0,,,,,,,,,,,,,,
Jasper County,Indiana,18,73,31547.0,,,,,,,,,,,,,,
Jay County,Indiana,18,75,20417.0,,,,,,,,,,,,,,
Jefferson County,Indiana,18,77,30728.0,,,,,,,,,,,,,,
Jennings County,Indiana,18,79,26917.0,,,,,,,,,,,,,,
Johnson County,Indiana,18,81,139101.0,,,,,,,,,,,,,,
Knox County,Indiana,18,83,35235.0,,,,,,,,,,,,,,
Kosciusko County,Indiana,18,85,73999.0,,,,,,,,,,,,,,
LaGrange County,Indiana,18,87,38112.0,,,,,,,,,,,,,,
Lake County,Indiana,18,89,299802.0,,,,,,,,,,,,,,
LaPorte County,Indiana,18,91,91514.0,,,,,,,,,,,,,,
Lawrence County,Indiana,18,93,44038.0,,,,,,,,,,,,,,
Madison County,Indiana,18,95,113768.0,,,,,,,,,,,,,,
Marion County,Indiana,18,97,588161.0,,,,,,,,,,,,,,
Marshall County,Indiana,18,99,43323.0,,,,,,,,,,,,,,
Martin County,Indiana,18,101,10017.0,,,,,,,,,,,,,,
Miami County,Indiana,18,103,32567.0,,,,,,,,,,,,,,
Monroe County,Indiana,18,105,125310.0,,,,,,,,,,,,,,
Montgomery County,Indiana,18,107,36645.0,,,,,,,,,,,,,,
Morgan County,Indiana,18,109,67980.0,,,,,,,,,,,,,,
Newton County,Indiana,18,111,13576.0,,,,,,,,,,,,,,
Noble County,Indiana,18,113,45932.0,,,,,,,,,,,,,,
Ohio County,Indiana,18,115,5725.0,,,,,,,,,,,,,,
Orange County,Indiana,18,117,18842.0,,,,,,,,,,,,,,
Owen County,Indiana,18,119,20258.0,,,,,,,,,,,,,,
Parke County,Indiana,18,121,16216.0,,,,,,,,,,,,,,
Perry County,Indiana,18,123,18131.0,,,,,,,,,,,,,,
Pike County,Indiana,18,125,12025.0,,,,,,,,,,,,,,
Porter County,Indiana,18,127,153164.0,,,,,,,,,,,,,,
Posey County,Indiana,18,129,24637.0,,,,,,,,,,,,,,
Pulaski County,Indiana,18,131,12085.0,,,,,,,,,,,,,,
Putnam County,Indiana,18,133,35020.0,,,,,,,,,,,,,,
Randolph County,Indiana,18,135,24059.0,,,,,,,,,,,,,,
Ripley County,Indiana,18,137,27593.0,,,,,,,,,,,,,,
Rush County,Indiana,18,139,16223.0,,,,,,,,,,,,,,
Saint Joseph County,Indiana,18,141,211730.0,,,,,,,,,,,,,,
Scott County,Indiana,18,143,23149.0,,,,,,,,,,,,,,
Shelby County,Indiana,18,145,41895.0,,,,,,,,,,,,,,
Spencer County,Indiana,18,147,19870.0,,,,,,,,,,,,,,
Starke County,Indiana,18,149,22196.0,,,,,,,,,,,,,,
Steuben County,Indiana,18,151,33484.0,,,,,,,,,,,,,,
Sullivan County,Indiana,18,153,19382.0,,,,,,,,,,,,,,
Switzerland County,Indiana,18,155,10277.0,,,,,,,,,,,,,,
Tippecanoe County,Indiana,18,157,155740.0,,,,,,,,,,,,,,
Tipton County,Indiana,18,159,14641.0,,,,,,,,,,,,,,
Union County,Indiana,18,161,6966.0,,,,,,,,,,,,,,
Vanderburgh County,Indiana,18,163,154849.0,,,,,,,,,,,,,,
Vermillion County,Indiana,18,165,15066.0,,,,,,,,,,,,,,
Vigo County,Indiana,18,167,93885.0,,,,,,,,,,,,,,
Wabash County,Indiana,18,169,30263.0,,,,,,,,,,,,,,
Warren County,Indiana,18,171,8062.0,,,,,,,,,,,,,,
Warrick County,Indiana,18,173,58029.0,,,,,,,,,,,,,,
Washington County,Indiana,18,175,27299.0,,,,,,,,,,,,,,
Wayne County,Indiana,18,177,59997.0,,,,,,,,,,,,,,
Wells County,Indiana,18,179,26858.0,,,,,,,,,,,,,,
White County,Indiana,18,181,22199.0,,,,,,,,,,,,,,
Whitley County,Indiana,18,183,32608.0,,,,,,,,,,,,,,
Adair County,Iowa,19,1,6967.0,,,,,,,,,,,,,,
Adams County,Iowa,19,3,3662.0,,,,,,,,,,,,,,
Allamakee County,Iowa,19,5,13432.0,,,,,,,,,,,,,,
Appanoose County,Iowa,19,7,12156.0,,,,,,,,,,,,,,
Audubon County,Iowa,19,9,5478.0,,,,,,,,,,,,,,
Benton County,Iowa,19,11,24977.0,,,,,,,,,,,,,,
Black Hawk County,Iowa,19,13,111684.0,,,,,,,,,,,,,,
Boone County,Iowa,19,15,25448.0,,,,,,,,,,,,,,
Bremer County,Iowa,19,17,23847.0,,,,,,,,,,,,,,
Buchanan County,Iowa,19,19,20574.0,,,,,,,,,,,,,,
Buena Vista County,Iowa,19,21,15684.0,,,,,,,,,,,,,,
Butler County,Iowa,19,23,14375.0,,,,,,,,,,,,,,
Calhoun County,Iowa,19,25,9361.0,,,,,,,,,,,,,,
Carroll County,Iowa,19,27,20151.0,,,,,,,,,,,,,,
Cass County,Iowa,19,29,12811.0,,,,,,,,,,,,,,
Cedar County,Iowa,19,31,17924.0,,,,,,,,,,,,,,
Cerro Gordo County,Iowa,19,33,40492.0,,,,,,,,,,,,,,
Cherokee County,Iowa,19,35,10871.0,,,,,,,,,,,,,,
Chickasaw County,Iowa,19,37,11858.0,,,,,,,,,,,,,,
Clarke County,Iowa,19,39,9026.0,,,,,,,,,,,,,,
Clay County,Iowa,19,41,15558.0,,,,,,,,,,,,,,
Clayton County,Iowa,19,43,17215.0,,,,,,,,,,,,,,
Clinton County,Iowa,19,45,44275.0,,,,,,,,,,,,,,
