County,State,mean_life_expectancy,State_FIPS,County_FIPS,No Vehicle (Renter),Unemployment Rate,Total Occupied Households,Hispanic Population,Rent Burden Count (+50%),Total Population,White Population,Total Families (Single Mother),Median Household Income,No Vehicle (Owner),Gini Index,Median Age,Bachelor's Degree or Higher (%),Total Families,Disability Rate,Rent Denominator,Poverty Rate,Black Population,High School Degree or Higher (%),Year
Dubois County,Indiana,78.8383448029203,18,37,495.0,2.0,16893.0,3329.0,670.0,42543.0,40204.0,815.0,60666.0,169.0,0.4219,40.3,23.7,11205.0,11.4,3733.0,9.0,571.0,89.3,2019
Elkhart County,Indiana,78.3655219221084,18,39,3721.0,4.5,71718.0,32583.0,4012.0,204558.0,178541.0,5583.0,57021.0,2299.0,0.4263,35.6,19.8,50065.0,12.8,21651.0,12.4,11115.0,80.8,2019
Fayette County,Indiana,73.3178804469784,18,41,450.0,5.0,9584.0,289.0,694.0,23194.0,22352.0,747.0,46175.0,169.0,0.4145,42.8,13.3,6441.0,17.9,2922.0,19.0,571.0,82.1,2019
Floyd County,Indiana,76.463432252425,18,43,1218.0,3.8,29189.0,2535.0,1617.0,77320.0,69863.0,2108.0,64468.0,362.0,0.4447,39.8,29.6,19384.0,13.2,7894.0,9.8,3985.0,90.8,2019
Fountain County,Indiana,76.3755465816679,18,45,138.0,4.3,6974.0,414.0,250.0,16430.0,16023.0,298.0,52874.0,217.0,0.4318,43.4,14.9,4694.0,18.7,1662.0,11.1,37.0,89.0,2019
Franklin County,Indiana,78.0893222889317,18,47,158.0,2.5,8687.0,183.0,150.0,22774.0,22199.0,446.0,62462.0,238.0,0.413,42.2,21.1,6476.0,12.9,1394.0,9.1,33.0,87.3,2019
Fulton County,Indiana,75.8956915167152,18,49,267.0,4.2,7799.0,1045.0,314.0,20096.0,18864.0,277.0,52034.0,130.0,0.4239,41.3,15.8,5000.0,15.9,1977.0,12.4,186.0,87.8,2019
Gibson County,Indiana,77.4047734174084,18,51,405.0,2.9,13340.0,545.0,400.0,33656.0,31865.0,741.0,55462.0,277.0,0.4053,40.3,18.0,9353.0,14.4,3272.0,9.3,740.0,91.9,2019
Grant County,Indiana,74.7590112192379,18,53,1441.0,7.2,26372.0,2846.0,1697.0,66452.0,58360.0,2298.0,44356.0,519.0,0.4197,40.3,17.9,16914.0,19.3,8326.0,18.0,4811.0,87.2,2019
Greene County,Indiana,76.2644140536446,18,55,340.0,4.8,12781.0,468.0,363.0,32159.0,31405.0,642.0,51613.0,245.0,0.4064,43.1,14.9,8648.0,18.2,2606.0,14.3,127.0,87.9,2019
Hamilton County,Indiana,81.884650572333,18,57,1810.0,2.8,119789.0,12928.0,4647.0,323117.0,280363.0,6355.0,98173.0,989.0,0.4444,37.1,59.3,88340.0,7.9,27615.0,4.6,12764.0,96.8,2019
Hancock County,Indiana,78.5229511085764,18,59,603.0,2.5,28740.0,1777.0,750.0,75164.0,70855.0,1399.0,74072.0,238.0,0.3819,39.8,30.8,20239.0,12.5,5966.0,6.7,1780.0,92.9,2019
Harrison County,Indiana,77.0288587138352,18,61,332.0,5.2,14403.0,769.0,265.0,39940.0,38588.0,621.0,57712.0,284.0,0.4253,42.3,18.7,10033.0,17.0,2450.0,11.0,252.0,88.4,2019
Hendricks County,Indiana,79.5668269026541,18,63,778.0,3.6,59015.0,6394.0,2198.0,163799.0,142553.0,3467.0,81933.0,479.0,0.3918,37.7,37.0,43470.0,10.3,12709.0,5.0,11507.0,94.0,2019
Henry County,Indiana,75.1536115586724,18,65,568.0,5.5,18304.0,878.0,849.0,48255.0,45659.0,1124.0,49832.0,205.0,0.4233,42.1,16.4,12307.0,17.8,4853.0,15.1,1235.0,89.3,2019
Howard County,Indiana,74.9489047191676,18,67,1843.0,5.1,34701.0,2769.0,2499.0,82331.0,71866.0,2600.0,52373.0,596.0,0.4278,41.7,21.6,22448.0,17.4,10325.0,14.9,6389.0,89.5,2019
Huntington County,Indiana,76.8933100346019,18,69,463.0,2.8,14742.0,894.0,550.0,36359.0,34850.0,711.0,53632.0,232.0,0.3876,40.7,20.1,9907.0,13.3,3617.0,10.9,357.0,91.8,2019
Jackson County,Indiana,75.7248895843749,18,71,628.0,4.3,16753.0,3086.0,948.0,44025.0,40013.0,917.0,51250.0,327.0,0.4209,38.5,16.7,11744.0,15.2,4681.0,14.6,473.0,87.3,2019
Jasper County,Indiana,77.2315077886883,18,73,354.0,3.9,12533.0,2012.0,585.0,33447.0,31527.0,690.0,63892.0,87.0,0.3774,40.3,14.3,8741.0,15.5,2932.0,8.2,204.0,88.2,2019
Jay County,Indiana,75.3527950484122,18,75,488.0,3.8,8174.0,647.0,240.0,20840.0,20212.0,438.0,47658.0,313.0,0.4177,39.7,11.4,5354.0,16.9,2206.0,14.1,76.0,88.0,2019
Jefferson County,Indiana,75.3082469802004,18,77,446.0,4.2,12632.0,901.0,807.0,32201.0,30433.0,691.0,52718.0,158.0,0.4525,40.8,17.9,8240.0,16.4,3554.0,13.5,679.0,89.7,2019
Jennings County,Indiana,74.2441076770204,18,79,278.0,3.1,10792.0,683.0,410.0,27710.0,26750.0,526.0,54191.0,188.0,0.4172,39.8,12.0,7391.0,16.6,2402.0,10.9,395.0,87.8,2019
Johnson County,Indiana,78.1606030896181,18,81,1120.0,3.3,56628.0,5498.0,2384.0,153716.0,139922.0,3415.0,72440.0,418.0,0.4144,37.5,32.7,40455.0,10.5,15487.0,7.4,3801.0,92.1,2019
Knox County,Indiana,75.8089688039943,18,83,907.0,4.1,15038.0,752.0,911.0,37065.0,34881.0,943.0,47380.0,240.0,0.4363,37.9,16.9,9577.0,19.4,5330.0,15.5,1036.0,88.7,2019
Kosciusko County,Indiana,78.2258163599591,18,85,927.0,3.7,30997.0,6293.0,1080.0,79035.0,74170.0,1904.0,61366.0,950.0,0.4093,38.5,23.3,21851.0,13.5,7818.0,9.8,589.0,85.7,2019
LaGrange County,Indiana,79.0160906526951,18,87,506.0,2.0,12325.0,1587.0,121.0,39193.0,38347.0,455.0,64498.0,3123.0,0.3998,31.1,10.5,9530.0,10.5,2201.0,6.4,75.0,61.8,2019
Lake County,Indiana,76.3165240703889,18,89,11403.0,6.9,186731.0,92189.0,12582.0,485707.0,300770.0,16269.0,56128.0,4467.0,0.4495,39.1,22.6,122450.0,13.6,56593.0,15.6,114891.0,88.7,2019
LaPorte County,Indiana,75.9947697509825,18,91,2286.0,6.1,43039.0,7269.0,2449.0,110154.0,91260.0,3284.0,53658.0,1155.0,0.4402,40.3,18.0,28012.0,13.9,11904.0,15.2,12169.0,88.5,2019
Lawrence County,Indiana,76.2260868408691,18,93,484.0,4.4,18781.0,761.0,705.0,45548.0,43954.0,1030.0,53610.0,424.0,0.4055,43.1,15.8,12671.0,18.6,4324.0,12.4,180.0,88.3,2019
Madison County,Indiana,75.6408537948172,18,95,2496.0,5.6,51003.0,5301.0,3401.0,129455.0,113506.0,4238.0,49522.0,1069.0,0.4305,40.4,18.4,33277.0,18.5,15484.0,16.5,10255.0,88.4,2019
Marion County,Indiana,76.0231918226523,18,97,27975.0,6.3,372358.0,98928.0,40828.0,951869.0,587672.0,32512.0,48316.0,5883.0,0.4839,34.3,30.9,202926.0,13.3,171814.0,17.8,266137.0,86.1,2019
Marshall County,Indiana,78.5479376513577,18,99,539.0,4.9,17304.0,4688.0,826.0,46461.0,43518.0,726.0,52658.0,548.0,0.4334,40.0,19.7,11963.0,13.5,4375.0,13.0,358.0,84.9,2019
Martin County,Indiana,77.4485911968536,18,101,73.0,2.5,4187.0,117.0,157.0,10212.0,10025.0,152.0,52726.0,44.0,0.4032,42.7,13.7,2513.0,18.7,913.0,11.7,77.0,88.1,2019
Miami County,Indiana,76.614891042199,18,103,339.0,4.9,13611.0,1151.0,678.0,35815.0,32391.0,916.0,50657.0,276.0,0.4045,40.1,13.0,9159.0,16.5,3881.0,15.3,1934.0,86.1,2019
Monroe County,Indiana,80.2019980871782,18,105,3750.0,5.4,55624.0,4998.0,8216.0,146461.0,126086.0,2905.0,49839.0,682.0,0.4911,29.6,45.7,29273.0,11.1,24518.0,23.5,4469.0,92.7,2019
Montgomery County,Indiana,77.0770551381436,18,107,486.0,3.8,15382.0,1836.0,674.0,38287.0,36484.0,913.0,55522.0,182.0,0.394,40.2,18.2,10360.0,15.3,4377.0,11.4,277.0,89.8,2019
Morgan County,Indiana,76.5510003801977,18,109,650.0,5.1,26034.0,1102.0,953.0,69922.0,67978.0,1346.0,64335.0,356.0,0.4046,41.5,17.3,18734.0,14.8,5950.0,10.5,285.0,88.1,2019
Newton County,Indiana,76.5467140301838,18,111,104.0,7.9,5573.0,898.0,124.0,13992.0,13617.0,335.0,55356.0,107.0,0.378,43.1,11.9,3835.0,16.3,1231.0,12.8,33.0,85.7,2019
Noble County,Indiana,77.1433217450604,18,113,537.0,3.9,18276.0,4888.0,504.0,47506.0,45774.0,1075.0,56789.0,546.0,0.4006,38.7,13.7,12569.0,13.4,4274.0,7.4,228.0,83.6,2019
Ohio County,Indiana,77.2840359821668,18,115,65.0,1.7,2555.0,74.0,74.0,5874.0,5694.0,82.0,60128.0,39.0,0.383,47.4,14.7,1792.0,14.1,607.0,7.1,23.0,87.6,2019
Orange County,Indiana,75.8975861765461,18,117,328.0,3.7,7898.0,125.0,355.0,19545.0,18668.0,581.0,47917.0,225.0,0.428,42.4,10.9,5323.0,22.8,2024.0,14.8,500.0,83.2,2019
Owen County,Indiana,76.3091592124924,18,119,116.0,5.4,8776.0,262.0,216.0,20835.0,20191.0,340.0,49543.0,122.0,0.4043,45.2,13.1,5823.0,18.2,1826.0,15.4,98.0,85.4,2019
Parke County,Indiana,78.1275939063661,18,121,251.0,6.0,6057.0,274.0,200.0,16946.0,16145.0,129.0,52618.0,239.0,0.4146,43.2,12.0,4383.0,19.2,1287.0,14.5,99.0,86.2,2019
Perry County,Indiana,77.1125803106419,18,123,228.0,3.0,7615.0,266.0,224.0,19102.0,18091.0,427.0,52348.0,121.0,0.3985,42.0,16.1,4965.0,15.2,1695.0,11.9,577.0,90.3,2019
Pike County,Indiana,76.4982144415491,18,125,138.0,3.7,5129.0,115.0,102.0,12378.0,11979.0,192.0,50194.0,51.0,0.3796,43.7,14.1,3277.0,17.8,905.0,11.7,109.0,86.8,2019
Porter County,Indiana,78.4128660675834,18,127,1654.0,4.4,64517.0,16813.0,3538.0,168636.0,153462.0,3768.0,71152.0,913.0,0.4267,39.5,28.4,44006.0,10.9,16083.0,9.9,6386.0,93.6,2019
Posey County,Indiana,78.425776546236,18,129,306.0,4.1,10155.0,305.0,401.0,25560.0,24599.0,456.0,64196.0,109.0,0.4124,42.6,21.9,7259.0,13.1,1856.0,8.9,458.0,93.4,2019
Pulaski County,Indiana,75.5842513794555,18,131,127.0,6.4,5151.0,378.0,166.0,12559.0,11940.0,325.0,49580.0,72.0,0.4043,41.6,12.8,3349.0,17.0,1240.0,12.2,24.0,88.5,2019
Putnam County,Indiana,77.8172275043327,18,133,439.0,3.1,13543.0,721.0,317.0,37384.0,34845.0,739.0,61047.0,262.0,0.3851,37.9,16.8,9244.0,12.6,3846.0,11.3,955.0,88.9,2019
Randolph County,Indiana,76.006880409403,18,135,208.0,5.0,10229.0,863.0,398.0,24926.0,23663.0,726.0,48036.0,150.0,0.4215,42.6,14.3,6496.0,17.1,2426.0,14.7,147.0,87.5,2019
Ripley County,Indiana,77.0192000687785,18,137,400.0,5.2,10992.0,520.0,465.0,28391.0,27613.0,598.0,56332.0,223.0,0.428,40.7,18.0,7486.0,13.7,2650.0,11.9,111.0,89.3,2019
Rush County,Indiana,75.7847689002841,18,139,133.0,4.6,6667.0,275.0,312.0,16641.0,16173.0,292.0,54346.0,93.0,0.406,41.7,13.9,4711.0,15.8,1909.0,14.5,280.0,87.4,2019
Saint Joseph County,Indiana,76.9424576770335,18,141,5750.0,4.5,101872.0,23501.0,7017.0,270216.0,210451.0,7651.0,52769.0,1741.0,0.4689,36.6,29.6,64005.0,13.8,32420.0,15.5,34857.0,88.5,2019
Scott County,Indiana,71.8852686350857,18,143,393.0,5.0,8971.0,541.0,342.0,23759.0,23171.0,432.0,48700.0,217.0,0.4076,41.5,12.0,6216.0,20.7,2515.0,14.9,48.0,83.2,2019
Shelby County,Indiana,76.9623904049306,18,145,489.0,3.6,17823.0,1873.0,783.0,44438.0,42110.0,1035.0,60404.0,242.0,0.4057,40.8,18.7,11945.0,14.1,4759.0,11.3,519.0,87.3,2019
Spencer County,Indiana,78.2640050756729,18,147,226.0,2.9,8127.0,593.0,213.0,20447.0,19905.0,263.0,57305.0,95.0,0.4418,44.0,15.2,5681.0,15.1,1475.0,9.3,143.0,90.5,2019
Starke County,Indiana,74.0850906806,18,149,239.0,5.0,8549.0,869.0,294.0,22952.0,22303.0,300.0,51190.0,147.0,0.4314,41.5,11.9,5835.0,15.2,1697.0,14.8,198.0,84.9,2019
Steuben County,Indiana,78.9807084719464,18,151,372.0,3.2,14261.0,1220.0,169.0,34453.0,33232.0,534.0,58279.0,251.0,0.4003,43.7,21.8,9459.0,14.1,3170.0,9.3,114.0,91.1,2019
Sullivan County,Indiana,75.5407164932122,18,153,279.0,4.9,7644.0,360.0,432.0,20730.0,19254.0,515.0,50245.0,165.0,0.4296,41.0,12.1,5316.0,19.0,1959.0,12.0,830.0,88.7,2019
Switzerland County,Indiana,75.6498118795752,18,155,81.0,6.1,4349.0,211.0,151.0,10685.0,10307.0,257.0,49383.0,110.0,0.4329,40.5,10.9,3057.0,17.9,1094.0,19.0,102.0,83.9,2019
Tippecanoe County,Indiana,79.3086801306452,18,157,4548.0,4.1,70526.0,15948.0,8436.0,191553.0,156081.0,4017.0,53130.0,836.0,0.4703,28.2,38.7,38810.0,10.3,31678.0,18.7,10168.0,91.6,2019
Tipton County,Indiana,78.2844543105133,18,159,0.0,3.2,6376.0,425.0,144.0,15162.0,14586.0,260.0,58118.0,185.0,0.4001,45.1,24.7,4348.0,14.9,1166.0,8.5,16.0,89.3,2019
Union County,Indiana,75.9758372116617,18,161,99.0,1.5,2823.0,126.0,84.0,7113.0,6898.0,142.0,50375.0,47.0,0.3826,43.5,18.5,1868.0,15.6,791.0,7.4,15.0,87.4,2019
Vanderburgh County,Indiana,76.4096222747169,18,163,4971.0,4.6,75607.0,4814.0,6176.0,181291.0,154112.0,5766.0,49708.0,1169.0,0.4773,38.3,27.0,44743.0,15.0,26626.0,16.7,17307.0,90.1,2019
Vermillion County,Indiana,75.1270780763051,18,165,207.0,6.7,6664.0,137.0,279.0,15539.0,15106.0,527.0,50243.0,83.0,0.4205,42.9,14.2,4457.0,18.2,1790.0,14.9,182.0,91.0,2019
Vigo County,Indiana,76.1468585391734,18,167,2886.0,7.0,41994.0,2886.0,4116.0,107459.0,93609.0,3077.0,45230.0,622.0,0.4676,36.2,25.1,24691.0,18.2,16038.0,19.1,7230.0,88.4,2019
Wabash County,Indiana,76.0170818504882,18,169,470.0,4.6,12862.0,819.0,684.0,31389.0,30001.0,744.0,54259.0,188.0,0.4019,42.3,18.1,8491.0,14.3,3346.0,11.5,349.0,88.8,2019
Warren County,Indiana,78.8663434372275,18,171,46.0,4.0,3357.0,149.0,136.0,8237.0,8038.0,179.0,60553.0,36.0,0.407,44.4,19.4,2514.0,15.7,542.0,11.8,47.0,92.0,2019
Warrick County,Indiana,78.7487087333079,18,173,527.0,3.3,24514.0,1165.0,829.0,62280.0,58364.0,1293.0,73482.0,204.0,0.4409,41.2,30.3,17831.0,12.5,5269.0,6.9,1028.0,93.2,2019
Washington County,Indiana,74.8825225677883,18,175,415.0,5.5,10940.0,374.0,470.0,27848.0,27291.0,602.0,47983.0,287.0,0.4325,41.6,13.4,7718.0,17.6,2427.0,11.9,26.0,85.0,2019
Wayne County,Indiana,74.1733612406662,18,177,1521.0,5.2,26644.0,1990.0,1207.0,66342.0,59572.0,2202.0,46516.0,593.0,0.4621,40.6,18.2,17220.0,18.1,8807.0,16.4,3378.0,86.5,2019
Wells County,Indiana,78.0517499670961,18,179,292.0,2.8,10888.0,861.0,452.0,28011.0,26818.0,759.0,59237.0,193.0,0.3978,40.3,18.2,7769.0,12.9,2302.0,8.4,224.0,92.2,2019
White County,Indiana,77.0203489990279,18,181,171.0,4.0,9879.0,2021.0,304.0,24149.0,21955.0,425.0,54576.0,115.0,0.394,42.0,16.4,6805.0,16.6,2218.0,9.2,123.0,88.8,2019
Whitley County,Indiana,78.9871283977797,18,183,184.0,3.6,13742.0,694.0,255.0,33730.0,32666.0,776.0,61741.0,244.0,0.411,41.8,20.7,9606.0,13.8,2449.0,9.7,137.0,91.8,2019
Adair County,Iowa,78.2551121361173,19,1,80.0,4.2,3200.0,146.0,133.0,7085.0,6911.0,136.0,53363.0,58.0,0.4298,45.4,18.5,2021.0,16.0,822.0,10.9,39.0,94.2,2019
Adams County,Iowa,78.7718115839805,19,3,30.0,3.9,1598.0,49.0,7.0,3670.0,3620.0,41.0,49255.0,26.0,0.4291,47.3,15.6,1033.0,14.0,292.0,14.1,2.0,93.8,2019
Allamakee County,Iowa,79.3669401432937,19,5,119.0,2.9,5953.0,914.0,205.0,13813.0,13324.0,236.0,52216.0,144.0,0.4155,44.4,17.8,3799.0,11.2,1230.0,11.0,176.0,88.3,2019
Appanoose County,Iowa,76.6607425800552,19,7,239.0,6.5,5353.0,250.0,267.0,12452.0,12074.0,256.0,40167.0,106.0,0.4919,45.7,16.3,3188.0,18.9,1552.0,17.7,89.0,90.2,2019
Audubon County,Iowa,78.4273617191079,19,9,61.0,1.8,2649.0,32.0,86.0,5571.0,5401.0,131.0,52055.0,44.0,0.4013,48.1,17.1,1596.0,12.7,615.0,11.7,11.0,89.5,2019
Benton County,Iowa,80.5921417599229,19,11,291.0,3.0,10306.0,386.0,218.0,25636.0,24852.0,471.0,67729.0,117.0,0.4174,42.6,22.1,7321.0,11.2,1768.0,8.8,143.0,94.1,2019
Black Hawk County,Iowa,78.8427102793679,19,13,3176.0,4.4,52905.0,5827.0,4526.0,132393.0,110821.0,3373.0,53539.0,934.0,0.4694,35.2,29.1,31430.0,12.0,18260.0,15.8,12534.0,91.4,2019
Boone County,Iowa,78.7312281931819,19,15,242.0,2.8,10954.0,695.0,331.0,26370.0,25246.0,400.0,64000.0,119.0,0.4056,41.8,25.3,7318.0,13.9,2396.0,7.6,168.0,93.9,2019
Bremer County,Iowa,81.6533417308396,19,17,169.0,2.3,9676.0,392.0,318.0,24864.0,23895.0,378.0,70395.0,71.0,0.3864,39.8,30.7,6739.0,10.6,1676.0,7.4,228.0,96.4,2019
Buchanan County,Iowa,79.1937160141014,19,19,246.0,2.2,8029.0,333.0,253.0,21118.0,20564.0,458.0,64837.0,164.0,0.4662,39.1,21.5,5569.0,12.2,1661.0,8.7,36.0,94.1,2019
Buena Vista County,Iowa,80.1005167453593,19,21,282.0,5.1,7524.0,5112.0,246.0,20058.0,15451.0,532.0,57125.0,55.0,0.4092,35.0,19.7,5014.0,9.9,2663.0,12.9,505.0,78.4,2019
Butler County,Iowa,78.9103284380656,19,23,127.0,2.9,6254.0,202.0,179.0,14628.0,14262.0,265.0,57115.0,65.0,0.4157,43.9,17.3,4250.0,10.7,1382.0,10.3,153.0,92.5,2019
Calhoun County,Iowa,78.612802904761,19,25,88.0,2.3,4146.0,190.0,152.0,9744.0,9317.0,250.0,52323.0,89.0,0.4332,44.6,18.7,2672.0,12.2,878.0,12.6,150.0,93.8,2019
Carroll County,Iowa,79.8096857697095,19,27,319.0,2.0,8726.0,506.0,291.0,20281.0,19747.0,458.0,59212.0,160.0,0.4311,42.0,22.4,5681.0,10.7,2109.0,8.6,19.0,93.5,2019
Cass County,Iowa,77.2174569311579,19,29,313.0,2.4,5921.0,354.0,195.0,13091.0,12695.0,258.0,50187.0,102.0,0.4317,44.9,20.1,3369.0,13.8,1822.0,13.8,26.0,88.0,2019
Cedar County,Iowa,81.3748755703204,19,31,136.0,3.1,7391.0,377.0,117.0,18457.0,17988.0,260.0,67795.0,82.0,0.3762,42.7,22.2,4820.0,10.5,1388.0,6.9,260.0,95.6,2019
Cerro Gordo County,Iowa,78.6775782935106,19,33,1075.0,4.0,19241.0,2086.0,992.0,42834.0,40288.0,1306.0,53963.0,350.0,0.4474,44.3,23.6,11457.0,14.2,5944.0,10.1,747.0,92.7,2019
Cherokee County,Iowa,79.4649432424677,19,35,172.0,3.2,5319.0,182.0,74.0,11343.0,10762.0,317.0,56550.0,201.0,0.4275,46.3,22.2,3168.0,12.7,1350.0,11.1,228.0,93.1,2019
Chickasaw County,Iowa,79.7492860640218,19,37,114.0,1.7,5173.0,304.0,112.0,12026.0,11770.0,97.0,60034.0,94.0,0.3968,44.5,17.2,3215.0,13.7,1000.0,6.7,129.0,92.8,2019
Clarke County,Iowa,77.5406562263327,19,39,175.0,3.0,3895.0,1337.0,201.0,9360.0,8946.0,117.0,54427.0,39.0,0.4158,40.5,16.0,2400.0,15.7,1152.0,12.9,6.0,87.8,2019
Clay County,Iowa,79.7809698268811,19,41,399.0,4.2,7212.0,598.0,371.0,16211.0,15446.0,478.0,50521.0,67.0,0.4135,42.9,22.7,4502.0,15.1,2328.0,10.9,112.0,93.6,2019
Clayton County,Iowa,80.4572821123904,19,43,266.0,2.4,7510.0,339.0,280.0,17625.0,17173.0,354.0,53152.0,137.0,0.4049,47.3,17.7,4645.0,14.0,1913.0,11.5,170.0,89.9,2019
Clinton County,Iowa,77.9845995070331,19,45,1169.0,4.5,19635.0,1472.0,1180.0,46909.0,43921.0,1316.0,51688.0,351.0,0.4263,42.2,17.9,12291.0,13.3,5250.0,13.1,1320.0,90.9,2019
Crawford County,Iowa,79.0291086889762,19,47,410.0,6.7,6437.0,4782.0,260.0,17034.0,14619.0,582.0,55755.0,86.0,0.4913,38.7,14.3,4484.0,15.8,1986.0,17.7,477.0,80.2,2019
Dallas County,Iowa,82.5092321059997,19,49,766.0,2.7,34399.0,5334.0,1234.0,87099.0,78883.0,1462.0,88479.0,428.0,0.4255,35.4,50.4,23525.0,7.2,9036.0,5.2,1654.0,95.6,2019
Davis County,Iowa,79.2836063036186,19,51,45.0,3.0,3176.0,131.0,54.0,8920.0,8710.0,113.0,63404.0,355.0,0.4315,36.8,19.5,2285.0,11.8,470.0,9.9,4.0,83.1,2019
Decatur County,Iowa,78.5927446811498,19,53,238.0,4.8,3200.0,239.0,151.0,7979.0,7552.0,169.0,44462.0,75.0,0.4422,36.4,25.0,2019.0,14.1,1055.0,18.4,141.0,89.1,2019
Delaware County,Iowa,80.4820288066423,19,55,105.0,2.0,6907.0,267.0,144.0,17183.0,16760.0,174.0,63750.0,130.0,0.4305,43.8,16.6,4883.0,10.7,1080.0,9.2,36.0,91.7,2019
Des Moines County,Iowa,78.1735552330975,19,57,1108.0,5.2,16891.0,1266.0,1223.0,39386.0,35502.0,1358.0,51267.0,324.0,0.4619,42.9,20.1,10366.0,16.0,5014.0,16.1,2258.0,92.0,2019
Dickinson County,Iowa,81.0249856628752,19,59,286.0,1.9,8174.0,344.0,276.0,17127.0,16683.0,488.0,59969.0,109.0,0.4371,48.4,33.6,5033.0,14.6,1685.0,8.2,77.0,96.0,2019
Dubuque County,Iowa,80.4207738457331,19,61,1732.0,3.9,38210.0,2395.0,2361.0,96982.0,89785.0,2123.0,63031.0,531.0,0.4478,38.6,30.8,24858.0,11.2,10187.0,11.4,3440.0,92.7,2019
Emmet County,Iowa,78.8393890947691,19,63,82.0,3.6,4036.0,920.0,164.0,9438.0,8929.0,218.0,51563.0,57.0,0.4333,42.9,18.8,2422.0,14.2,884.0,12.4,199.0,90.7,2019
Fayette County,Iowa,78.6772728086239,19,65,335.0,3.1,8200.0,484.0,389.0,19803.0,18890.0,475.0,51128.0,87.0,0.4506,43.8,18.3,5331.0,15.4,1921.0,11.4,444.0,91.7,2019
Floyd County,Iowa,79.685447421035,19,67,407.0,2.2,6903.0,511.0,387.0,15786.0,14832.0,434.0,50406.0,112.0,0.4334,44.1,19.8,4203.0,15.7,1987.0,14.5,271.0,90.1,2019
Franklin County,Iowa,79.6389075080029,19,69,73.0,3.5,4192.0,1296.0,148.0,10162.0,9669.0,301.0,56419.0,37.0,0.429,42.7,18.0,2957.0,8.6,1062.0,13.6,25.0,91.1,2019
Fremont County,Iowa,78.0999004267531,19,71,68.0,3.6,2945.0,193.0,59.0,6946.0,6614.0,107.0,56750.0,45.0,0.4074,46.2,18.9,1950.0,13.4,697.0,10.6,55.0,92.1,2019
Greene County,Iowa,78.7346624124314,19,73,178.0,4.5,3971.0,260.0,154.0,8950.0,8571.0,181.0,53050.0,41.0,0.395,44.5,18.7,2484.0,15.9,1056.0,8.3,48.0,93.4,2019
Grundy County,Iowa,80.6145289480339,19,75,106.0,2.2,5155.0,158.0,88.0,12299.0,12080.0,179.0,68038.0,61.0,0.4184,42.6,27.9,3559.0,10.8,951.0,5.6,74.0,94.6,2019
Guthrie County,Iowa,79.5641665022185,19,77,75.0,3.0,4452.0,290.0,160.0,10669.0,10321.0,212.0,61161.0,82.0,0.4169,45.5,19.8,3090.0,12.8,906.0,8.7,34.0,93.1,2019
Hamilton County,Iowa,80.1609284126627,19,79,231.0,2.7,6259.0,904.0,282.0,14997.0,14077.0,228.0,60910.0,61.0,0.4115,42.6,24.3,4132.0,11.5,1729.0,9.8,202.0,93.3,2019
Hancock County,Iowa,80.9101050476889,19,81,165.0,2.2,4790.0,476.0,195.0,10802.0,10430.0,248.0,61761.0,41.0,0.4012,44.2,23.8,3307.0,13.0,1098.0,10.0,172.0,93.3,2019
Hardin County,Iowa,79.1435330787377,19,83,224.0,1.8,7148.0,743.0,290.0,17061.0,16212.0,310.0,54196.0,155.0,0.4164,44.7,20.8,4424.0,12.3,1795.0,9.6,221.0,92.4,2019
Harrison County,Iowa,77.3772522663472,19,85,242.0,1.5,6019.0,245.0,235.0,14089.0,13739.0,340.0,63854.0,71.0,0.4217,44.0,19.5,4090.0,12.7,1461.0,9.8,27.0,91.5,2019
Henry County,Iowa,78.7286248314187,19,87,216.0,5.5,7743.0,974.0,250.0,19941.0,18273.0,555.0,53501.0,93.0,0.3934,39.7,19.6,5327.0,14.5,2232.0,10.7,444.0,92.6,2019
Howard County,Iowa,79.194340200864,19,89,144.0,2.4,3810.0,148.0,72.0,9226.0,9051.0,173.0,55060.0,64.0,0.397,41.5,15.8,2423.0,10.3,775.0,9.0,29.0,90.9,2019
Humboldt County,Iowa,79.6320542010523,19,91,204.0,4.1,4174.0,420.0,139.0,9554.0,9300.0,187.0,54575.0,50.0,0.4256,42.9,21.2,2619.0,14.7,1075.0,13.0,38.0,92.8,2019
Ida County,Iowa,78.0570032611787,19,93,122.0,2.6,3011.0,169.0,68.0,6901.0,6713.0,78.0,58427.0,39.0,0.4565,43.7,18.6,1889.0,13.0,736.0,9.6,47.0,93.2,2019
Iowa County,Iowa,79.4138252408093,19,95,118.0,2.9,6780.0,464.0,237.0,16189.0,15664.0,377.0,61443.0,99.0,0.4429,41.7,18.8,4634.0,11.9,1328.0,8.7,151.0,93.8,2019
Jackson County,Iowa,79.3222276323336,19,97,286.0,3.7,8239.0,285.0,267.0,19401.0,18781.0,503.0,55967.0,193.0,0.4186,44.3,19.2,5430.0,12.1,1729.0,13.1,92.0,92.6,2019
Jasper County,Iowa,79.3472454731249,19,99,486.0,3.8,14574.0,867.0,544.0,36971.0,35232.0,712.0,58952.0,285.0,0.3959,42.1,18.8,10036.0,13.1,3716.0,9.0,738.0,93.9,2019
Jefferson County,Iowa,80.0965479754017,19,101,419.0,6.6,6754.0,552.0,362.0,18148.0,15104.0,359.0,47708.0,94.0,0.4886,42.9,31.5,4073.0,12.9,2277.0,12.1,1305.0,93.2,2019
