County,State,mean_life_expectancy,State_FIPS,County_FIPS,Poverty Rate,High School Degree or Higher (%),Black Population,Total Families,Bachelor's Degree or Higher (%),Median Age,Gini Index,Rent Denominator,Disability Rate,White Population,Total Population,Rent Burden Count (+50%),Hispanic Population,No Vehicle (Owner),Median Household Income,Total Families (Single Mother),Total Occupied Households,Unemployment Rate,No Vehicle (Renter),Year
Madison County,Arkansas,75.4443972571463,5,87,23.9,72.2,27,4150,9.7,40.4,0.4503,1492,19.0,14975,15674,226,769,113,33481,247,6069,8.9,126,2012
Marion County,Arkansas,75.5766832392705,5,89,18.2,81.9,39,4956,12.5,50.2,0.4196,1332,25.2,16183,16712,210,300,170,33497,199,7200,9.7,123,2012
Miller County,Arkansas,74.9195793668671,5,91,20.1,83.0,10581,11301,11.0,37.5,0.4252,5662,18.0,31577,43449,1371,1097,518,40314,1433,16733,8.9,960,2012
Mississippi County,Arkansas,72.4512758602153,5,93,24.2,75.4,15855,11967,11.9,34.6,0.4656,7078,19.7,29435,46388,1416,1700,419,35651,2080,17207,12.2,1286,2012
Monroe County,Arkansas,73.4013992674969,5,95,26.6,68.9,3422,2254,11.8,43.5,0.4762,1264,25.6,4612,8145,297,143,82,28075,275,3396,11.5,386,2012
Montgomery County,Arkansas,76.4915849838952,5,97,22.7,78.0,47,2646,10.7,46.4,0.4733,750,29.7,8996,9453,172,359,33,33240,201,3797,7.5,121,2012
Nevada County,Arkansas,74.4070397931647,5,99,27.2,79.0,2857,2450,9.1,39.6,0.4736,1024,23.8,6034,9003,175,238,103,35578,385,3777,14.7,180,2012
Newton County,Arkansas,76.7236904779886,5,101,26.1,80.6,38,2500,13.9,46.6,0.4736,590,22.0,7862,8286,113,50,75,27790,148,3560,5.7,161,2012
Ouachita County,Arkansas,73.5602288399878,5,103,20.3,85.6,10423,7221,15.7,42.6,0.4447,3475,21.2,14835,25894,684,414,370,32032,960,10926,12.7,629,2012
Perry County,Arkansas,75.7867157635549,5,105,13.9,83.3,237,2784,11.5,42.1,0.4439,694,20.2,9893,10413,103,244,104,42738,178,3998,7.3,89,2012
Phillips County,Arkansas,71.4555730297611,5,107,32.3,69.6,13587,5484,11.1,37.3,0.4849,3667,23.7,7776,21646,1152,299,109,27219,1429,8309,18.4,925,2012
Pike County,Arkansas,75.1998731244048,5,109,20.8,78.1,397,3151,10.5,39.8,0.4401,1183,28.3,10126,11261,183,736,47,32087,317,4353,10.2,219,2012
Poinsett County,Arkansas,71.7720566278047,5,111,26.8,73.0,1782,6194,8.9,39.6,0.4518,3422,19.6,22270,24506,672,571,232,31743,806,9329,14.4,616,2012
Polk County,Arkansas,75.3955378678301,5,113,21.5,81.9,19,5656,11.5,43.4,0.4608,1800,25.0,19127,20535,274,1185,174,33479,472,8050,6.8,210,2012
Pope County,Arkansas,76.7352799147921,5,115,18.5,80.5,2098,16030,19.6,35.3,0.4263,6954,17.1,55942,61853,1514,4149,468,40948,1429,22604,6.8,727,2012
Prairie County,Arkansas,75.5176517686095,5,117,18.8,76.1,1119,2650,10.3,44.6,0.4188,1017,22.8,7455,8659,152,81,49,35806,197,3770,4.0,238,2012
Pulaski County,Arkansas,76.1575310521574,5,119,17.2,89.2,134065,96335,32.6,36.0,0.4863,61781,13.2,227501,383185,15263,21706,2602,46102,15064,155516,8.1,9676,2012
Randolph County,Arkansas,75.2458406261395,5,121,20.6,77.9,54,5049,10.4,41.3,0.4599,1717,19.7,17475,17992,416,290,239,32539,434,7274,7.5,393,2012
Saint Francis County,Arkansas,74.4871340952185,5,123,27.8,74.9,14580,6148,9.0,36.9,0.4728,4077,21.3,12627,28089,891,1187,251,30104,1254,9177,12.8,802,2012
Saline County,Arkansas,77.5497685849276,5,125,8.6,87.7,5011,29879,22.9,38.7,0.3889,9109,16.9,98384,107498,1669,4028,733,53817,2600,41274,6.3,998,2012
Scott County,Arkansas,75.5110878403514,5,127,20.0,74.3,22,3220,8.5,41.4,0.4397,1108,20.3,10037,11170,213,779,60,38130,276,4247,9.3,192,2012
Searcy County,Arkansas,75.9381330654498,5,129,25.0,68.8,26,2179,7.9,47.1,0.4084,840,25.5,7858,8146,154,127,35,30301,147,3347,5.6,217,2012
Sebastian County,Arkansas,76.0469771550994,5,131,20.5,82.1,7356,31978,20.1,36.6,0.4779,17611,16.8,104479,125795,3922,15352,598,40247,3691,48777,6.7,2657,2012
Sevier County,Arkansas,74.8583636542812,5,133,26.3,62.4,749,4244,7.6,33.9,0.4156,1693,16.1,11668,16978,246,5212,79,32081,511,5791,9.0,366,2012
Sharp County,Arkansas,74.6544772475062,5,135,23.2,83.1,50,4578,11.9,46.4,0.3976,1199,19.7,16633,17278,317,285,173,30240,277,7064,10.0,170,2012
Stone County,Arkansas,76.7418160917448,5,137,20.4,81.7,9,3304,10.6,46.9,0.4366,1193,24.2,12119,12480,196,165,262,32834,194,5276,7.4,158,2012
Union County,Arkansas,73.63000792895,5,139,20.9,80.8,13703,11509,15.6,39.8,0.4665,4999,21.2,26841,41594,1264,1415,521,39349,1729,16632,8.7,693,2012
Van Buren County,Arkansas,76.5025977068175,5,141,24.4,79.0,173,4794,14.4,46.5,0.4401,1636,20.3,16554,17223,260,467,144,33900,395,7080,12.8,279,2012
Washington County,Arkansas,77.957927833903,5,143,19.5,80.9,6970,49372,28.7,31.1,0.4786,33686,11.8,163956,204057,7894,31439,849,41429,6054,77687,7.3,3565,2012
White County,Arkansas,75.5251056199117,5,145,17.7,82.5,3246,20773,17.1,36.1,0.4553,9090,17.1,70618,77007,1875,2863,504,41410,2090,29639,7.3,1157,2012
Woodruff County,Arkansas,72.9655981133841,5,147,24.6,71.5,2086,2032,10.1,43.3,0.5209,1271,20.8,5034,7262,216,28,33,28061,231,3169,10.9,445,2012
Yell County,Arkansas,74.9132237672603,5,149,20.9,70.2,273,5606,9.5,38.4,0.4197,2507,21.5,18553,22033,487,4154,117,38245,440,7864,7.2,261,2012
Alameda County,California,81.5917114810884,6,1,12.0,86.2,185614,348592,41.1,36.6,0.4634,249421,9.2,695847,1515136,65813,339441,8512,71516,35300,539179,9.9,47902,2012
Alpine County,California,79.0422582403089,6,3,13.7,88.6,0,250,30.3,43.2,0.4279,74,13.9,852,1197,10,78,6,59931,4,385,10.3,12,2012
Amador County,California,79.6400674957988,6,5,10.5,84.8,985,9620,18.0,48.4,0.4384,3447,17.0,33302,37764,841,4673,250,53462,706,14236,17.3,299,2012
Butte County,California,77.9504183062094,6,7,20.6,85.9,3206,51990,24.4,37.3,0.4538,33840,16.7,184653,220101,10517,31256,1436,43339,5484,85074,14.4,4402,2012
Calaveras County,California,79.766911503313,6,9,10.4,92.4,476,13199,20.7,49.5,0.4284,3892,17.8,41343,45507,888,4738,215,54686,798,18618,11.8,470,2012
Colusa County,California,80.2484154818506,6,11,15.2,67.0,177,5120,13.9,33.9,0.4131,2494,12.4,15448,21329,417,11740,99,52165,665,6884,14.4,339,2012
Contra Costa County,California,81.4778692927033,6,13,10.2,88.1,96210,262863,39.8,38.5,0.4564,123585,9.8,670524,1052047,33316,255128,5953,78187,23874,373145,10.1,15242,2012
Del Norte County,California,76.1007646914602,6,15,21.5,74.5,1085,6205,11.7,38.8,0.4618,3675,21.1,21248,28496,997,5119,226,39626,781,9703,12.1,492,2012
El Dorado County,California,81.2227109098631,6,17,8.1,92.3,1354,49322,33.0,43.5,0.4248,16893,11.4,157401,180441,4225,21650,975,70117,3443,67846,10.9,1754,2012
Fresno County,California,78.6072763856699,6,19,24.8,71.3,47376,208532,19.0,30.7,0.4687,131497,11.6,546915,930517,38944,467958,4267,45741,29556,287082,14.0,22153,2012
Glenn County,California,78.2580621580513,6,21,19.5,72.2,236,6828,12.9,36.5,0.4823,3298,15.0,22848,28078,777,10525,235,42641,728,9540,10.5,432,2012
Humboldt County,California,77.0221429576216,6,23,19.7,89.3,1647,31212,25.5,37.5,0.4713,23525,15.5,111415,134317,7935,13208,972,40830,4132,53307,10.4,2734,2012
Imperial County,California,80.8354361564269,6,25,23.0,64.4,5643,38219,12.2,31.8,0.4694,20629,13.4,120511,173487,5602,139382,1291,41255,6042,47928,18.0,3661,2012
Inyo County,California,79.0510291877403,6,27,11.3,89.0,165,4531,21.5,45.7,0.426,2930,12.3,14805,18474,708,3575,154,45000,428,7910,7.3,428,2012
Kern County,California,77.3504807936172,6,29,22.5,69.9,46649,189788,14.4,30.7,0.4552,103521,12.0,599768,839153,28578,412779,4209,47727,25623,253178,13.1,14482,2012
Kings County,California,79.3200585808375,6,31,20.7,67.7,10470,31787,10.3,31.2,0.4362,19255,10.4,110937,151982,4299,77382,635,48761,3343,40767,14.5,2092,2012
Lake County,California,75.3412286352568,6,33,23.7,85.7,1495,16271,16.8,44.8,0.4596,9573,20.1,53781,64360,3321,11068,575,38147,1746,26103,15.3,1164,2012
Lassen County,California,78.6032160433732,6,35,15.4,74.6,2931,6586,11.4,37.4,0.4185,3766,15.8,24395,34628,1036,6108,119,51921,582,10127,11.2,565,2012
Los Angeles County,California,81.3931910172072,6,37,17.1,76.4,839837,2163751,30.0,34.8,0.4951,1695180,9.4,5229697,9840024,511154,4694846,46207,56241,256691,3218511,10.8,266280,2012
Madera County,California,79.0617574128858,6,39,21.1,64.9,5248,32472,14.2,33.2,0.4356,16153,11.7,121838,150615,3587,80939,665,47937,3533,42063,11.6,1662,2012
Marin County,California,83.9987058251874,6,41,7.5,90.8,7284,63720,53.2,44.6,0.5067,38564,8.6,201272,252759,10591,38605,1495,90962,5165,103152,6.9,3655,2012
Mariposa County,California,80.3397686208848,6,43,14.7,89.8,141,5041,19.2,49.4,0.4224,2026,17.9,16132,18193,330,1714,146,52584,357,7256,14.7,55,2012
Mendocino County,California,78.5047347417068,6,45,19.4,83.6,804,21062,20.0,41.7,0.4452,13830,16.0,72842,87577,4318,19426,502,43721,2251,34228,11.4,1707,2012
Merced County,California,78.7733024594045,6,47,24.6,65.3,9794,58214,12.2,29.7,0.4652,34084,14.7,173461,256398,9081,141027,1265,43565,8196,74496,16.1,4434,2012
Modoc County,California,78.0080317178538,6,49,19.9,84.5,129,2397,17.7,46.8,0.4221,1069,20.9,8417,9545,302,1337,51,37482,150,3903,11.6,195,2012
Mono County,California,85.1659002950784,6,51,9.5,86.8,82,3176,25.4,37.1,0.3719,2202,10.1,11856,14181,531,3747,58,61868,204,5056,10.7,173,2012
Monterey County,California,81.9282367512405,6,53,16.1,68.7,12568,90391,22.1,32.9,0.4452,61660,8.4,309794,416199,14816,230202,1523,60143,9697,125123,11.1,5497,2012
Napa County,California,80.9974023370734,6,55,10.0,80.0,2758,33596,30.4,39.6,0.4604,18754,10.7,109393,136644,4813,43897,686,69571,2413,49209,8.9,1697,2012
Nevada County,California,81.2238413839233,6,57,11.6,94.8,393,27282,34.8,48.0,0.4401,11372,12.8,91584,98521,3171,8400,620,57382,1868,41626,10.4,1168,2012
Orange County,California,82.3381698987313,6,59,11.7,83.9,48985,707372,38.8,36.2,0.4582,403056,7.6,1886224,3021840,110228,1015013,13615,75566,58510,990266,9.0,33844,2012
Placer County,California,81.3519443760521,6,61,8.4,92.9,4270,93404,37.0,40.2,0.4246,37643,10.5,295714,350074,9600,44888,1617,73356,7423,131775,9.3,3485,2012
Plumas County,California,78.6309565054377,6,63,13.9,90.8,253,5721,23.4,49.4,0.4459,2683,17.9,18139,19926,505,1604,130,45358,700,9109,17.2,264,2012
Riverside County,California,80.3223261105413,6,65,15.6,78.4,138216,499708,21.2,33.7,0.4397,219637,10.5,1455085,2192982,66583,998113,10499,57096,51615,676618,14.2,23140,2012
Sacramento County,California,79.087098442518,6,67,16.5,85.2,143842,333986,28.0,34.9,0.4392,217306,12.9,853146,1422348,59896,305985,8032,55846,43329,512496,13.0,30605,2012
San Benito County,California,81.7579081627153,6,69,12.7,73.7,826,13253,17.5,34.1,0.4179,6012,8.3,46065,55467,1729,31300,157,63939,1404,16840,13.1,428,2012
San Bernardino County,California,78.5304101343015,6,71,17.6,77.4,178176,458450,18.1,31.7,0.4328,221939,10.7,1272922,2041029,66563,1005858,9480,54750,55746,599698,14.1,24263,2012
San Diego County,California,81.381513680784,6,73,13.9,86.2,156645,708151,35.3,34.7,0.4578,485425,9.3,2217577,3100500,132580,992087,14993,63373,70532,1067462,9.6,50498,2012
San Francisco County,California,82.2907833071001,6,75,13.2,87.4,48419,153345,52.6,38.5,0.5135,214979,10.6,409445,807755,47517,121628,11862,73802,11841,340839,8.0,92153,2012
San Joaquin County,California,78.2185152530442,6,77,17.5,75.7,50463,158772,17.5,32.6,0.4413,87364,11.6,410319,687036,25720,266808,3033,53895,19283,213632,15.7,11949,2012
San Luis Obispo County,California,81.2529396083554,6,79,13.7,87.5,5809,64374,31.3,39.3,0.4487,40980,11.1,227208,270121,12474,56068,1413,59628,5273,101708,8.7,3197,2012
San Mateo County,California,83.3198113420037,6,81,7.4,87.9,20231,173782,43.5,39.3,0.4765,103713,7.8,425330,721183,23580,181328,4442,87751,12004,257369,7.8,9867,2012
Santa Barbara County,California,81.7611625675103,6,83,15.3,78.3,8396,91950,32.2,33.6,0.4739,66033,10.4,324705,423594,18319,180631,1871,62723,9407,141247,9.0,7690,2012
Santa Clara County,California,83.4512906349108,6,85,9.7,87.1,46543,430878,48.2,36.2,0.4543,252995,7.7,901689,1788393,57300,478065,7618,90747,30981,604455,9.3,23849,2012
Santa Cruz County,California,81.4994501605179,6,87,14.4,84.0,2707,58638,36.5,36.9,0.4633,38413,8.8,215815,262340,11031,83709,1094,66571,5868,93310,8.8,3808,2012
Shasta County,California,76.2592677020202,6,89,17.6,87.7,1633,45823,20.2,41.9,0.4478,24088,17.7,155637,177693,7285,14994,1417,44396,4614,68880,13.7,3424,2012
Sierra County,California,79.0693360309628,6,91,16.8,89.0,36,803,11.9,51.6,0.4341,320,14.5,2949,3163,97,281,22,42500,22,1338,9.1,14,2012
Siskiyou County,California,77.0506509825431,6,93,19.6,88.4,555,12152,23.9,47.0,0.4503,6983,19.5,38804,44673,1958,4652,404,37948,1195,19585,14.7,1189,2012
Solano County,California,79.5796693603122,6,95,11.9,85.4,58858,100439,23.0,37.0,0.4125,51621,10.7,218264,414209,14572,99502,2013,69006,10757,140295,11.0,5730,2012
Sonoma County,California,81.0959514185712,6,97,11.5,84.3,7739,116615,31.5,39.8,0.4469,71406,10.7,391986,483456,19357,119747,3200,63565,10215,184502,9.6,6552,2012
Stanislaus County,California,77.9966459626766,6,99,19.2,74.9,14493,123582,16.4,32.8,0.4458,67972,13.0,398065,515115,20636,216009,2726,49866,14133,165999,15.6,8748,2012
Sutter County,California,78.8028495993562,6,101,17.0,76.9,1667,23173,18.7,34.5,0.4403,12487,13.8,63070,94615,3003,27119,367,50510,2623,31635,14.8,1790,2012
Tehama County,California,77.8073761870042,6,103,20.3,78.0,376,15901,13.6,39.6,0.4317,8167,19.0,54624,63200,1846,13885,426,40307,1699,23552,15.1,929,2012
Trinity County,California,77.2394672692165,6,105,17.7,91.2,119,3455,21.7,49.2,0.4417,1560,21.8,12130,13693,308,956,34,36569,218,5811,16.1,96,2012
Tulare County,California,78.1621928874685,6,107,24.8,65.9,7163,102374,12.5,29.7,0.4478,53867,10.4,351770,441877,14061,267639,2400,43803,12967,129996,14.1,6205,2012
Tuolumne County,California,78.9835377745994,6,109,13.1,84.2,1131,14612,17.1,48.0,0.4401,6716,17.5,48178,55205,1733,5935,508,48169,880,22105,16.2,684,2012
Ventura County,California,81.6875318574591,6,111,10.3,82.3,14795,196098,32.5,36.4,0.4384,92149,9.8,600242,822794,25042,331225,3566,76483,17174,265951,9.3,8339,2012
Yolo County,California,80.6033247823694,6,113,18.7,83.1,5054,43483,38.0,30.5,0.4679,32528,9.9,134265,200873,10108,60939,1036,57260,4300,70090,10.0,4350,2012
Yuba County,California,75.9900621771567,6,115,20.6,76.9,2003,17723,13.2,31.9,0.4154,9683,15.9,50907,72244,2119,18193,429,46641,2136,24133,18.1,968,2012
Alamosa County,Colorado,76.5253065439348,8,3,21.8,83.6,115,3732,20.3,32.2,0.5004,2151,15.3,12652,15750,652,7185,100,38045,441,5853,10.1,291,2012
Archuleta County,Colorado,81.6588311692978,8,7,8.8,93.4,58,3258,35.3,47.5,0.456,1004,13.7,10827,12109,186,2157,66,54007,206,4536,11.1,36,2012
Baca County,Colorado,77.1665962604476,8,9,14.5,85.4,16,1070,17.9,47.8,0.451,439,19.3,3580,3783,50,347,22,39497,42,1675,2.6,43,2012
Bent County,Colorado,76.0996500723774,8,11,20.9,74.5,525,1229,6.8,40.6,0.4259,717,26.3,4985,6192,189,1908,47,36297,206,1932,15.8,58,2012
Chaffee County,Colorado,81.2888183966825,8,15,9.4,88.7,500,4955,31.8,47.3,0.4508,1846,12.9,16799,17879,355,1722,103,45713,382,7680,7.6,77,2012
Cheyenne County,Colorado,79.6787964950269,8,17,7.8,84.3,5,542,18.4,41.0,0.3858,202,19.2,2056,2095,13,308,18,50357,27,858,2.4,16,2012
Clear Creek County,Colorado,81.7335004616299,8,19,9.8,96.1,33,2235,37.3,45.8,0.453,814,11.9,8566,9059,205,453,43,60517,94,4013,7.3,56,2012
Conejos County,Colorado,77.1707216337593,8,21,17.2,80.4,6,2175,20.8,38.2,0.4265,724,18.9,6857,8241,137,4584,99,32860,201,3137,8.5,120,2012
Costilla County,Colorado,77.5771561730912,8,23,24.7,74.1,12,869,15.4,47.4,0.5111,309,26.0,2922,3556,110,2333,37,25309,79,1418,14.5,54,2012
Crowley County,Colorado,77.7424458507641,8,25,22.8,63.0,441,839,11.7,39.4,0.4784,267,21.5,4777,5747,39,1673,15,38507,45,1207,20.1,41,2012
Custer County,Colorado,81.2346414969819,8,27,13.8,92.6,38,1230,31.2,52.7,0.4842,330,15.0,4107,4208,87,152,76,42534,35,2053,15.2,27,2012
Delta County,Colorado,78.5735024481401,8,29,14.9,85.2,306,8623,17.8,46.1,0.4583,3298,16.3,28977,30710,803,4310,100,42786,614,12661,10.9,271,2012
Dolores County,Colorado,79.7274007984304,8,33,13.9,89.6,0,524,13.1,46.5,0.4266,163,19.2,1745,1806,26,68,18,43098,29,807,9.1,15,2012
Douglas County,Colorado,83.2883520746022,8,35,4.0,97.2,3202,79077,59.0,36.7,0.3859,19422,5.9,261685,286883,3194,21771,901,101108,4817,102189,5.4,853,2012
Eagle County,Colorado,87.6811696488415,8,37,10.0,86.8,156,11452,45.0,34.2,0.4722,6608,4.1,46717,51850,1473,15484,54,71030,876,18407,5.4,177,2012
Elbert County,Colorado,81.2231670778837,8,39,6.0,96.6,73,6545,30.9,43.0,0.3789,797,10.7,21930,23058,171,1280,114,80811,283,8195,8.0,34,2012
El Paso County,Colorado,79.5323718299468,8,41,12.5,93.5,37927,158747,37.2,34.1,0.4364,83011,10.8,508314,622816,18631,93837,2892,57531,17136,234058,9.0,9325,2012
Fremont County,Colorado,77.401443466878,8,43,15.1,79.7,2791,11139,13.1,43.0,0.4206,4831,17.3,39965,47006,959,5839,318,40893,866,17200,7.5,515,2012
Garfield County,Colorado,80.5775115723691,8,45,10.9,84.7,630,14137,22.7,34.7,0.3875,6778,8.1,50756,56330,1270,15743,320,60215,1174,20272,7.8,540,2012
Gilpin County,Colorado,80.1710618635178,8,47,10.3,93.6,44,1412,28.9,44.5,0.4004,601,11.0,4983,5358,223,319,41,62286,122,2458,5.9,7,2012
Grand County,Colorado,83.3265673182264,8,49,8.6,93.2,87,3434,27.4,41.1,0.3842,1279,9.3,13722,14608,291,1095,17,64416,241,5341,4.7,80,2012
Gunnison County,Colorado,82.6027311894569,8,51,16.3,94.0,121,3349,50.5,34.3,0.4427,2515,6.3,14660,15385,688,1280,95,50091,235,6447,7.1,199,2012
Huerfano County,Colorado,77.1399736736607,8,55,20.8,79.2,137,1771,25.4,51.5,0.488,804,23.2,4700,6730,140,2391,83,32754,148,3134,11.8,78,2012
Jackson County,Colorado,79.7085644527226,8,57,12.4,89.8,4,420,19.3,46.5,0.38,158,13.6,1351,1397,27,126,11,45298,36,619,2.5,3,2012
Kiowa County,Colorado,77.8601759342113,8,61,14.9,90.0,2,367,22.4,40.1,0.4514,147,15.0,1366,1393,23,65,9,41739,37,528,3.2,7,2012
Kit Carson County,Colorado,79.0944013468693,8,63,11.7,79.9,259,1974,15.2,39.0,0.3852,965,16.4,7668,8210,124,1534,29,42832,190,3051,4.5,122,2012
Lake County,Colorado,81.0498353165359,8,65,15.4,82.8,75,1732,22.4,34.2,0.3925,856,6.0,5804,7372,210,2519,0,45082,271,2879,7.1,126,2012
La Plata County,Colorado,81.8277265322899,8,67,11.1,94.4,246,13064,41.8,37.7,0.4256,6570,9.0,44963,51443,1417,6119,206,57407,982,21060,6.2,521,2012
Larimer County,Colorado,81.58596821444,8,69,13.7,93.5,2504,76714,44.1,35.4,0.4479,40753,8.9,274662,300870,12098,31771,1379,57927,5663,120592,7.9,3648,2012
Las Animas County,Colorado,76.9973401027059,8,71,18.6,83.4,175,4064,15.7,44.2,0.4358,1803,18.2,13203,15385,546,6459,164,41623,376,6161,8.8,443,2012
Lincoln County,Colorado,79.5129284860621,8,73,10.1,72.4,499,1178,9.3,39.4,0.4464,576,18.4,4657,5443,127,680,29,43807,83,1874,5.8,105,2012
Logan County,Colorado,79.1620787101406,8,75,15.9,88.6,327,5393,13.9,37.5,0.4305,2304,13.2,21164,22541,326,3542,134,41369,568,8020,10.0,391,2012
Mesa County,Colorado,78.7344198151753,8,77,13.4,89.5,956,38909,24.4,37.9,0.4424,16642,12.4,132245,146562,3634,19484,1049,51029,3298,58635,7.8,2236,2012
Moffat County,Colorado,78.2778338045996,8,81,12.0,86.1,47,3551,14.6,36.4,0.3926,1321,11.4,12550,13547,327,1918,95,51008,207,5243,7.4,121,2012
Montezuma County,Colorado,77.4000139860387,8,83,19.6,89.5,26,7404,27.7,42.8,0.4541,3249,14.3,21409,25424,727,2865,211,44102,721,10883,11.3,369,2012
Montrose County,Colorado,79.7082086300651,8,85,13.8,82.4,260,11646,24.2,42.6,0.403,4326,13.9,37310,40994,940,8037,152,47139,784,16732,10.0,567,2012
Morgan County,Colorado,78.2841712582528,8,87,14.6,77.2,728,7314,14.5,36.0,0.4108,3765,10.7,25478,28200,675,9557,147,42829,908,10489,7.5,517,2012
Otero County,Colorado,75.8194915308757,8,89,24.8,80.5,76,4833,13.8,40.6,0.4552,2821,18.4,16837,18791,746,7596,153,31860,593,7639,12.4,498,2012
Ouray County,Colorado,84.0367735438764,8,91,6.0,98.1,0,1347,48.5,52.4,0.4074,433,8.4,4342,4445,84,91,11,66474,17,1886,10.1,28,2012
Park County,Colorado,82.7617966335922,8,93,8.4,94.3,5,4583,32.5,47.0,0.3574,764,8.9,15566,16168,204,777,110,62594,137,6997,8.2,109,2012
Phillips County,Colorado,79.9038937806825,8,95,18.2,86.7,16,1110,21.3,40.8,0.3879,461,13.8,4180,4380,63,1103,40,45339,84,1643,5.5,48,2012
Pitkin County,Colorado,89.2148113345019,8,97,11.0,97.2,94,3752,55.4,43.0,0.5437,2546,6.4,16226,17000,368,1532,178,68621,126,7347,6.8,256,2012
Prowers County,Colorado,76.947667951012,8,99,22.2,80.1,38,3306,16.9,36.7,0.4553,1688,15.9,11707,12539,446,4432,54,33671,452,4995,7.6,325,2012
Pueblo County,Colorado,77.1926685376495,8,101,18.1,85.3,3148,40083,20.3,38.8,0.4484,20686,16.2,130563,159072,5926,65892,1213,41820,5036,62090,10.9,3765,2012
Rio Blanco County,Colorado,79.2290211134147,8,103,13.6,91.0,48,1643,19.7,36.8,0.3818,768,12.4,6406,6728,60,691,21,58393,96,2540,4.5,89,2012
Rio Grande County,Colorado,77.0914583603793,8,105,17.9,82.7,69,2914,17.0,41.8,0.4471,1377,17.8,9541,11925,350,5098,99,38329,185,4344,8.3,266,2012
Routt County,Colorado,82.8198966836207,8,107,7.5,96.3,91,6459,42.6,39.4,0.4293,2905,7.3,22494,23385,618,1535,140,65041,434,9833,6.2,142,2012
Saguache County,Colorado,80.0773699156685,8,109,24.8,76.6,29,1595,20.1,43.8,0.4838,878,16.2,5010,6189,172,2556,15,32429,151,2726,8.7,102,2012
San Miguel County,Colorado,85.4017699191143,8,113,7.3,96.5,15,1796,50.6,38.2,0.5106,1206,6.9,7181,7432,254,664,16,63766,119,3360,5.2,212,2012
Sedgwick County,Colorado,78.0283208874296,8,115,15.1,83.0,6,629,16.9,47.9,0.4222,266,14.5,2291,2389,45,446,25,38401,48,981,7.7,27,2012
Summit County,Colorado,89.7522295499671,8,117,11.8,94.4,164,6168,42.8,36.3,0.4088,3592,3.7,25241,27753,772,3836,74,64680,395,11358,6.0,303,2012
Teller County,Colorado,80.3394209122523,8,119,8.2,93.7,191,6512,31.5,47.4,0.3958,1474,14.2,21938,23163,409,1248,99,57970,435,9034,9.3,71,2012
Washington County,Colorado,80.1606316629255,8,121,10.1,87.4,20,1420,16.3,44.2,0.4234,589,12.6,4643,4796,77,431,46,43925,66,2073,2.9,45,2012
Yuma County,Colorado,78.96416336077,8,125,10.7,83.6,15,2556,14.5,36.3,0.4186,1294,7.4,9529,10032,136,2080,51,45033,136,3886,2.9,156,2012
Adams County,Colorado,80.0651767732563,8,1,14.2,80.3,14084,107200,20.5,32.4,0.3984,50926,9.5,351099,442996,12307,167556,2098,56633,11594,151034,9.5,5793,2012
Arapahoe County,Colorado,80.0651767732563,8,5,11.8,90.5,57554,146752,39.7,35.7,0.4654,80589,8.8,432797,574357,19268,105174,2355,60400,16521,223747,8.2,9969,2012
Boulder County,Colorado,80.0651767732563,8,13,13.3,93.8,2667,70680,59.3,35.6,0.4775,44069,7.1,260736,297218,14052,39475,1203,67403,5554,120061,6.9,4792,2012
