County,State,mean_life_expectancy,State_FIPS,County_FIPS,Poverty Rate,Black Population,High School Degree or Higher (%),Bachelor's Degree or Higher (%),Total Families,Gini Index,Median Age,Disability Rate,Rent Denominator,Hispanic Population,Rent Burden Count (+50%),Total Population,White Population,Median Household Income,No Vehicle (Owner),Total Families (Single Mother),Total Occupied Households,No Vehicle (Renter),Unemployment Rate,Year
Madison County,Arkansas,75.5147457725886,5,87,22.6,24,73.3,8.6,4305,0.4378,40.7,19.6,1420,783,225,15671,14933,35771,139,291,6048,142,9.7,2013
Marion County,Arkansas,75.4990392659523,5,89,18.9,34,80.4,12.9,4722,0.4045,50.8,26.6,1440,325,257,16605,16027,34494,135,215,7036,184,10.0,2013
Miller County,Arkansas,74.9160232473299,5,91,19.5,10453,84.0,11.5,11334,0.4247,37.4,17.7,5561,1168,1413,43515,31333,41319,497,1355,16950,925,9.2,2013
Mississippi County,Arkansas,72.3314425790971,5,93,24.9,15703,77.1,11.7,11680,0.4607,35.0,20.8,7030,1702,1650,45912,29047,36428,395,1931,17058,1205,13.3,2013
Monroe County,Arkansas,72.9273164936148,5,95,28.8,3314,72.3,10.2,2169,0.479,43.8,25.5,1237,153,359,8002,4546,27263,137,225,3393,393,14.3,2013
Montgomery County,Arkansas,76.1909321334472,5,97,22.0,55,77.7,13.4,2633,0.4517,46.9,31.3,784,354,130,9387,8913,31345,23,182,3873,99,5.4,2013
Nevada County,Arkansas,74.3108502571174,5,99,26.5,2756,80.7,11.9,2382,0.4638,41.3,24.9,976,248,175,8948,6017,33694,112,287,3622,285,10.8,2013
Newton County,Arkansas,77.0546342078252,5,101,23.5,23,80.9,13.3,2413,0.4596,46.5,22.4,612,32,42,8211,7808,30038,71,126,3507,100,4.8,2013
Ouachita County,Arkansas,73.4215539603755,5,103,23.1,10331,84.9,16.5,6927,0.4453,42.6,22.5,3617,437,787,25651,14763,32015,365,918,10733,676,13.1,2013
Perry County,Arkansas,75.3566377146712,5,105,15.6,290,84.9,13.3,2811,0.4476,42.4,20.5,799,264,81,10381,9830,42455,113,161,3903,72,8.6,2013
Phillips County,Arkansas,71.143137921812,5,107,33.5,13281,70.1,11.2,5465,0.4953,37.4,24.3,3796,301,1080,21253,7702,26737,157,1388,8339,957,20.0,2013
Pike County,Arkansas,75.3219856286797,5,109,24.8,353,80.1,12.4,3177,0.4539,40.7,26.0,1162,738,208,11250,10035,32206,49,310,4325,238,8.4,2013
Poinsett County,Arkansas,71.7436296549771,5,111,28.1,1853,73.3,9.1,6353,0.4365,39.8,20.7,3516,588,609,24403,21957,32089,210,670,9369,611,12.8,2013
Polk County,Arkansas,75.1706027573073,5,113,23.1,22,83.6,10.4,5638,0.4601,43.4,25.8,1853,1223,262,20540,19084,32835,134,516,8069,218,7.1,2013
Pope County,Arkansas,76.5312262614872,5,115,19.3,1982,79.7,19.8,15877,0.4308,35.3,17.1,6815,4497,1596,62248,56733,40453,446,1541,22603,768,8.0,2013
Prairie County,Arkansas,75.5040076219309,5,117,21.2,1085,78.8,8.3,2485,0.4159,45.0,24.3,1013,80,124,8573,7380,34855,53,214,3737,208,5.3,2013
Pulaski County,Arkansas,76.2155838234668,5,119,17.2,136311,89.2,31.7,94427,0.4853,36.0,12.9,60880,22280,14677,386106,229193,46013,2450,14390,153720,8891,8.6,2013
Randolph County,Arkansas,74.8295050145305,5,121,21.8,82,78.3,11.2,5215,0.4544,41.7,18.8,1787,301,416,17896,17329,34418,175,438,7244,394,6.9,2013
Saint Francis County,Arkansas,74.2143402022178,5,123,28.4,14416,75.9,8.9,6263,0.4728,37.0,21.1,4184,1179,839,27914,12454,30873,184,1116,9358,824,12.7,2013
Saline County,Arkansas,77.2702721854195,5,125,8.6,5521,88.5,23.7,29595,0.3841,38.8,17.2,9189,4299,1486,109844,99969,55348,684,2631,41287,953,6.4,2013
Scott County,Arkansas,75.4264942209673,5,127,20.0,16,77.6,9.5,3210,0.4428,41.3,21.3,1169,795,211,11111,9950,37448,59,333,4324,239,9.2,2013
Searcy County,Arkansas,75.8170342561347,5,129,26.1,32,68.9,7.9,2112,0.4469,46.6,24.2,742,89,144,8101,7749,30779,44,114,3296,184,7.3,2013
Sebastian County,Arkansas,75.9063008139938,5,131,21.2,7273,81.3,19.9,32107,0.4877,36.9,17.3,18344,15953,4046,126536,104959,40471,578,3590,49294,2776,6.8,2013
Sevier County,Arkansas,74.8024916114451,5,133,24.4,736,63.3,7.5,4142,0.4159,34.1,14.4,1745,5392,226,17137,11486,35153,99,461,5745,264,11.5,2013
Sharp County,Arkansas,74.4068059903225,5,135,23.9,57,81.1,10.3,4584,0.4117,46.6,19.4,1407,302,270,17203,16541,30861,190,301,7023,217,9.8,2013
Stone County,Arkansas,76.4746383103692,5,137,25.5,13,78.7,11.8,3262,0.4535,46.9,24.9,1115,180,207,12517,12149,29832,234,186,5135,148,6.3,2013
Union County,Arkansas,73.3950491276234,5,139,21.5,13575,81.8,15.2,11691,0.4643,39.9,21.3,5090,1453,1253,41307,26596,37435,441,1797,16596,554,10.2,2013
Van Buren County,Arkansas,76.3377657708152,5,141,24.5,169,78.4,13.3,4822,0.4473,46.7,21.3,1544,475,215,17147,16430,32517,149,380,7063,218,13.3,2013
Washington County,Arkansas,77.9667709462642,5,143,20.7,7172,81.5,29.4,50143,0.4847,31.2,11.6,34903,32544,8468,207911,162894,41248,973,5873,79214,3641,7.6,2013
White County,Arkansas,75.4804389196206,5,145,17.5,3340,83.2,17.7,20938,0.4537,36.4,16.2,9371,3011,1844,77767,71393,42487,509,1818,29632,1224,7.2,2013
Woodruff County,Arkansas,72.9704729972146,5,147,24.3,1995,70.3,9.4,2001,0.5166,43.6,21.1,1138,48,242,7180,5009,28259,83,265,3070,363,10.8,2013
Yell County,Arkansas,74.6982071723465,5,149,22.7,457,69.4,9.0,5344,0.4293,39.6,21.5,2659,4208,444,22014,18259,35535,110,558,7917,327,8.3,2013
Alameda County,California,81.7395666265102,6,1,12.5,185467,86.4,41.8,354289,0.4664,36.8,9.1,255111,345847,66698,1535248,700110,72112,8528,34372,545071,47864,10.3,2013
Alpine County,California,78.7968439851636,6,3,16.6,7,87.0,27.8,263,0.4288,44.3,17.9,73,87,21,1165,848,58636,8,7,394,7,9.8,2013
Amador County,California,79.7223050305829,6,5,12.6,923,85.6,18.9,9525,0.4451,49.1,17.6,3403,4710,907,37422,32766,53684,226,636,14262,323,16.8,2013
Butte County,California,78.0043483458703,6,7,20.4,2963,86.6,24.9,51029,0.457,37.0,17.4,33811,32084,10496,220542,185351,43752,1517,5218,84816,4450,14.1,2013
Calaveras County,California,79.7276449490236,6,9,10.9,386,92.7,21.1,12989,0.4316,50.0,17.6,4036,4794,846,45147,41320,55295,314,625,18702,424,11.6,2013
Colusa County,California,80.1885672391631,6,11,12.5,193,67.7,12.4,4994,0.4087,33.9,12.5,2518,11953,437,21366,16642,52158,80,475,6853,296,13.3,2013
Contra Costa County,California,81.5819673902927,6,13,10.5,97061,88.3,40.0,265305,0.4589,38.6,10.2,128012,261427,34291,1065794,672957,78756,5872,23318,375855,15490,10.4,2013
Del Norte County,California,75.9485446226768,6,15,21.8,908,74.5,11.3,5954,0.4597,39.1,21.5,3819,5217,1078,28357,21356,37909,221,707,9593,449,12.3,2013
El Dorado County,California,81.1333632533598,6,17,9.0,1705,92.2,33.7,48981,0.44,44.1,11.5,17088,22034,4309,180982,158210,69297,1053,3121,67885,1978,12.0,2013
Fresno County,California,78.6280024400332,6,19,26.0,47790,71.4,18.9,211170,0.4686,30.9,11.6,133953,477078,39831,939605,560516,45563,4254,30285,289811,22554,14.5,2013
Glenn County,California,78.0902335149727,6,21,18.8,220,71.5,12.9,6809,0.4896,37.2,15.8,3554,10726,767,28054,23178,43023,210,731,9628,521,12.8,2013
Humboldt County,California,77.0385176745656,6,23,20.4,1632,89.3,26.2,30562,0.4588,37.5,15.7,23519,13584,7939,134613,111409,41426,977,3770,53296,2729,11.1,2013
Imperial County,California,81.0040782496188,6,25,23.3,5421,64.8,12.3,37969,0.4681,31.8,13.1,20992,141709,5732,175201,119903,41807,1212,5513,48099,3192,18.5,2013
Inyo County,California,79.2667613009441,6,27,12.8,178,89.1,23.2,4462,0.4323,45.7,12.5,2826,3684,553,18482,15014,44796,172,477,7873,490,8.7,2013
Kern County,California,77.4190857391695,6,29,22.9,47548,70.8,14.6,191608,0.4545,30.8,11.8,107108,422395,29338,848204,613143,48552,4339,26247,255271,14653,13.7,2013
Kings County,California,79.4568073221703,6,31,21.0,10253,66.8,10.6,31566,0.4454,31.1,10.4,19658,78236,4534,151806,108970,48133,521,3797,40785,2210,15.2,2013
Lake County,California,75.3296236176337,6,33,25.0,1557,83.8,16.4,16540,0.4637,45.1,20.9,9889,11323,3597,64260,52877,36548,597,1804,26505,1114,16.5,2013
Lassen County,California,78.5887276747557,6,35,16.9,2856,73.9,10.5,6442,0.4168,37.3,17.3,3686,6084,947,34018,24441,53107,115,626,9945,547,13.6,2013
Los Angeles County,California,81.513727949983,6,37,17.8,833477,76.6,30.1,2170631,0.4957,35.1,9.5,1715285,4741492,526210,9893481,5277461,55909,45443,254006,3230383,267987,11.4,2013
Madera County,California,78.9675915817164,6,39,22.8,5114,65.7,13.6,32854,0.4412,33.2,12.1,16678,82456,3548,151435,123945,45625,660,4020,42516,1831,10.7,2013
Marin County,California,84.1641989359273,6,41,7.7,7258,91.2,53.3,64282,0.5164,44.8,8.9,38316,39540,10539,254643,202139,90839,1461,5352,102912,3640,7.6,2013
Mariposa County,California,80.3362251688537,6,43,16.1,158,87.2,19.8,4805,0.436,50.1,18.5,2053,1717,401,18061,15944,49820,106,399,7238,97,14.4,2013
Mendocino County,California,78.6500830383081,6,45,20.0,636,84.6,20.5,20585,0.4592,41.8,16.1,14151,19856,4033,87497,71752,43469,588,2266,33878,1867,12.1,2013
Merced County,California,78.6838148179829,6,47,25.4,9611,65.2,12.1,58319,0.4633,30.0,15.5,35011,143858,9325,258707,172936,42591,1293,8221,75409,4432,17.9,2013
Modoc County,California,77.8998017368993,6,49,21.0,125,84.0,18.5,2397,0.446,46.9,21.1,1242,1353,324,9468,8445,36212,74,207,3983,215,10.7,2013
Mono County,California,85.128377239051,6,51,8.5,59,85.3,27.0,3168,0.3577,37.2,7.8,2338,3817,365,14217,12050,61757,51,208,5268,157,10.3,2013
Monterey County,California,81.9185117287455,6,53,17.0,12422,69.4,22.1,90557,0.4503,33.0,8.4,63030,235119,16432,420569,314643,59168,1503,9649,125428,5207,11.0,2013
Napa County,California,81.0720024251202,6,55,10.1,2944,81.0,30.1,33934,0.455,39.8,10.8,19462,44942,4879,137837,108198,70443,539,2604,49431,1741,9.1,2013
Nevada County,California,81.2593934799348,6,57,12.0,412,94.0,34.1,26204,0.445,48.5,13.4,11223,8598,3100,98509,91072,57353,609,1770,40991,1225,10.7,2013
Orange County,California,82.3839819579677,6,59,12.4,49836,84.1,38.7,712753,0.4601,36.4,7.8,411262,1032879,115275,3051771,1912743,75422,13815,58937,995512,34841,9.4,2013
Placer County,California,81.4678387425728,6,61,8.7,4317,92.9,37.5,94036,0.4294,40.4,10.7,39053,46425,9967,355924,299557,72725,1529,7609,132709,3531,10.0,2013
Plumas County,California,78.5189520450344,6,63,15.2,238,90.8,24.5,5381,0.474,49.9,19.4,2722,1591,594,19586,17784,45794,156,583,8997,384,17.2,2013
Riverside County,California,80.4402769706343,6,65,16.2,138881,78.8,21.0,504705,0.441,33.9,10.7,228689,1025543,68836,2228528,1475081,56529,10506,51400,683144,23613,14.9,2013
Sacramento County,California,79.132092350364,6,67,17.6,144617,85.5,28.1,337868,0.4456,35.1,12.7,223980,312797,63678,1435207,860827,55064,7607,44090,517243,31764,13.7,2013
San Benito County,California,81.8444776151262,6,69,11.9,734,75.4,18.0,13458,0.4094,34.5,8.7,6530,31930,1746,56115,46772,66237,188,1382,16995,424,13.8,2013
San Bernardino County,California,78.6487652383866,6,71,18.7,179372,77.6,18.1,459664,0.436,31.9,10.9,230066,1026596,68642,2056915,1294675,54090,9528,56038,603879,24967,14.5,2013
San Diego County,California,81.4679164471467,6,73,14.4,158843,86.0,35.5,714977,0.4625,34.8,9.4,496822,1015362,136066,3138265,2241045,62962,14769,69588,1076483,52210,10.0,2013
San Francisco County,California,82.485751145669,6,75,13.5,47992,87.9,53.1,156742,0.5157,38.5,10.6,218950,124167,47839,817501,411561,75604,12101,11656,345344,92306,8.3,2013
San Joaquin County,California,78.2220036604945,6,77,18.2,49901,76.1,17.6,160476,0.4415,32.9,11.7,89883,272529,26557,693177,407287,53380,3170,19071,215563,11728,16.2,2013
San Luis Obispo County,California,81.2489637100771,6,79,14.3,5942,87.8,31.1,64756,0.4485,39.5,10.8,42506,57503,12786,272094,228238,58697,1521,5206,102154,2902,8.5,2013
San Mateo County,California,83.4967990283785,6,81,7.6,19886,88.3,43.6,174540,0.4772,39.3,7.8,104623,184742,24231,729543,423875,88202,4455,11493,257941,10066,8.1,2013
Santa Barbara County,California,81.7882481086712,6,83,16.0,8482,77.7,31.8,92720,0.4814,33.5,10.0,67141,184851,19274,427288,315639,62779,1598,9469,141720,8254,9.4,2013
Santa Clara County,California,83.500114935863,6,85,10.2,47869,87.0,48.5,435873,0.4592,36.4,7.7,259010,485593,60657,1812208,900332,91702,7504,30502,609377,23686,9.7,2013
Santa Cruz County,California,81.5626211749038,6,87,14.6,2599,84.2,36.2,58406,0.4631,36.9,8.8,38497,85703,11813,264808,215390,66519,1196,5574,93504,4016,9.3,2013
Shasta County,California,76.0662043800792,6,89,17.5,1691,87.6,19.3,45221,0.4464,42.1,17.9,24728,15419,7417,177966,155190,44651,1363,4668,68980,3310,13.4,2013
Sierra County,California,79.0329351185959,6,91,19.4,18,88.8,14.2,769,0.5064,51.3,20.3,278,281,63,3127,2866,39009,11,24,1253,12,10.2,2013
Siskiyou County,California,76.7979664249462,6,93,21.0,574,88.7,25.4,12192,0.4547,47.1,19.1,7237,4799,2237,44503,38396,37709,328,1080,19417,1210,14.9,2013
Solano County,California,79.6800244647687,6,95,13.0,58536,85.8,23.0,100840,0.4188,37.1,10.9,54197,102082,15867,417258,223454,67177,2009,11664,141464,6025,12.1,2013
Sonoma County,California,81.1485223965982,6,97,11.9,7648,84.5,31.4,117130,0.4458,40.2,10.7,74026,122818,20140,487469,389753,63356,2711,10177,185660,6862,10.2,2013
Stanislaus County,California,77.9770812106916,6,99,20.3,14635,75.2,16.1,124157,0.4484,33.0,13.1,69879,220267,21337,518321,396550,49297,2618,15048,166883,9231,16.8,2013
Sutter County,California,78.7426896341866,6,101,16.7,1735,77.2,18.7,23276,0.4556,34.8,13.6,12827,27538,3163,94787,63332,50408,451,2460,31725,1721,15.0,2013
Tehama County,California,77.9506792628036,6,103,19.7,442,79.0,13.1,16089,0.4251,39.9,18.2,7599,14226,1709,63241,55071,41924,390,1443,23374,856,15.8,2013
Trinity County,California,76.9955672863657,6,105,19.2,127,91.7,23.6,3390,0.4413,49.8,22.7,1633,957,320,13638,12003,36890,36,226,5668,61,15.8,2013
Tulare County,California,78.2025078803788,6,107,26.2,7503,65.8,12.3,103015,0.4561,29.9,10.7,55954,273533,15300,446644,359118,42708,2474,13643,131642,6385,14.5,2013
Tuolumne County,California,79.044258406196,6,109,14.5,1156,85.1,17.6,14834,0.4449,48.0,18.4,6624,5982,2018,54728,47788,48426,517,986,22025,666,17.3,2013
Ventura County,California,81.7761931721516,6,111,11.1,15179,82.5,32.5,196812,0.44,36.6,9.9,93736,337773,26175,829017,629868,76544,3648,17024,267076,8776,9.6,2013
Yolo County,California,80.7386624179938,6,113,19.1,5145,83.4,38.3,43818,0.4702,30.7,10.3,33115,62047,10070,202288,134753,55918,1066,4334,70347,4994,10.4,2013
Yuba County,California,75.9458062203812,6,115,21.6,2190,77.7,12.2,17731,0.4116,31.9,16.5,9944,18692,2479,72574,50623,44902,501,2209,24300,1152,19.3,2013
Alamosa County,Colorado,76.4616841387818,8,3,26.5,219,80.6,20.8,3676,0.5129,31.3,16.6,2269,7265,619,15933,13052,34520,140,488,5891,268,11.5,2013
Archuleta County,Colorado,81.4870439008997,8,7,9.7,60,93.7,33.8,3397,0.4688,47.8,13.9,1283,2183,244,12109,10694,48933,65,251,4881,33,10.2,2013
Baca County,Colorado,77.2704980116003,8,9,15.2,20,85.6,16.0,1101,0.4416,47.8,21.5,423,348,63,3761,3574,38829,15,57,1651,39,3.8,2013
Bent County,Colorado,75.9350821641372,8,11,19.1,663,76.1,6.7,1213,0.4307,40.4,23.8,683,1893,160,6141,5015,37340,47,200,1873,38,12.0,2013
Chaffee County,Colorado,81.3491483892739,8,15,8.0,396,89.2,33.4,5124,0.4216,47.8,13.4,1867,1769,304,18063,17055,46504,110,423,7832,109,7.5,2013
Cheyenne County,Colorado,79.6023492108261,8,17,7.2,6,83.4,21.0,549,0.3707,38.6,18.4,197,297,0,2189,2129,51641,20,19,839,3,4.3,2013
Clear Creek County,Colorado,81.7821524704633,8,19,10.2,51,97.2,40.9,2364,0.4839,46.8,11.5,752,462,131,9048,8524,67259,23,88,4024,39,7.5,2013
Conejos County,Colorado,77.0258356905695,8,21,19.4,10,80.7,19.5,2220,0.4225,38.2,20.7,702,4541,135,8256,7025,34526,81,199,3099,119,8.7,2013
Costilla County,Colorado,77.4765309356295,8,23,22.2,0,79.5,19.9,821,0.5276,49.5,29.4,278,2314,62,3552,2953,29145,39,69,1361,54,16.9,2013
Crowley County,Colorado,77.8467351587918,8,25,29.1,412,70.0,12.3,780,0.4641,38.9,23.8,239,1654,43,5629,4816,31477,20,86,1173,27,28.2,2013
Custer County,Colorado,81.3160951778407,8,27,14.6,35,93.2,33.2,1278,0.4806,54.6,15.7,397,174,96,4245,4132,32427,73,30,2048,33,15.4,2013
Delta County,Colorado,78.5857114920751,8,29,15.5,384,86.0,18.4,8432,0.4788,46.7,15.9,3080,4360,808,30659,29122,42078,114,518,12671,347,11.5,2013
Dolores County,Colorado,79.6818226875829,8,33,14.9,0,88.0,12.2,499,0.4359,48.2,20.0,150,77,34,1709,1644,37750,17,35,780,18,10.0,2013
Douglas County,Colorado,83.398137452493,8,35,3.9,2824,97.4,59.7,81035,0.391,36.9,6.1,19855,22751,3557,293014,267064,101591,927,4897,103780,856,5.6,2013
Eagle County,Colorado,87.8651173312628,8,37,10.9,254,88.0,44.9,11315,0.4766,34.7,4.6,6110,15629,1299,52151,47028,74456,62,861,17966,258,5.7,2013
Elbert County,Colorado,81.2848837662553,8,39,6.5,56,96.1,30.1,6369,0.3935,43.8,9.5,791,1340,167,23295,22216,82118,121,206,8240,25,7.8,2013
El Paso County,Colorado,79.5325202986677,8,41,12.4,37622,93.8,36.8,160830,0.4371,33.8,11.0,86052,97572,19076,634423,515313,57125,2830,17194,237039,9078,9.5,2013
Fremont County,Colorado,77.2534699163747,8,43,17.6,2984,80.9,12.7,10994,0.4306,43.4,18.1,4958,5894,1189,46850,40171,39943,305,968,16938,572,8.5,2013
Garfield County,Colorado,80.6723210779454,8,45,11.9,594,84.5,24.1,14164,0.4027,35.1,9.2,7091,15976,1514,56687,51193,57022,335,1229,20163,529,8.7,2013
Gilpin County,Colorado,80.5058523843539,8,47,10.8,26,93.4,23.8,1429,0.4275,44.8,11.9,613,369,187,5477,5049,63885,60,125,2504,18,6.4,2013
Grand County,Colorado,83.3911146189488,8,49,11.1,87,94.7,26.9,3311,0.381,41.5,8.9,1312,1102,240,14535,13439,64664,13,214,5227,72,5.9,2013
Gunnison County,Colorado,82.5765389495522,8,51,17.7,85,92.4,51.0,3407,0.4424,34.1,6.1,2575,1315,685,15421,14728,52332,90,274,6293,118,8.3,2013
Huerfano County,Colorado,76.886483043344,8,55,20.6,92,82.1,27.4,1835,0.4959,52.6,21.6,842,2332,194,6625,5051,33298,83,132,3059,93,13.3,2013
Jackson County,Colorado,79.8747254930755,8,57,8.9,1,88.1,20.9,390,0.391,46.7,10.8,180,170,42,1371,1334,43606,12,31,648,4,1.5,2013
Kiowa County,Colorado,77.8278281310628,8,61,17.4,2,91.3,21.2,386,0.4638,40.9,13.4,152,67,24,1423,1394,40813,10,38,559,7,4.0,2013
Kit Carson County,Colorado,78.7539822578827,8,63,13.8,247,81.6,13.8,2038,0.4045,38.8,17.3,1042,1549,111,8189,7749,44157,30,169,3046,116,5.0,2013
Lake County,Colorado,80.838132827301,8,65,14.3,74,86.5,25.3,1714,0.3946,34.9,5.5,1060,2481,262,7332,5899,44610,0,242,3079,114,7.8,2013
La Plata County,Colorado,81.8467654951257,8,67,11.4,240,94.8,41.2,13083,0.4234,38.3,9.5,7015,6312,1590,52039,45749,58080,224,1196,20947,475,6.5,2013
Larimer County,Colorado,81.5278668733351,8,69,14.1,2590,93.8,44.3,76873,0.448,35.5,9.3,41777,32682,12502,305798,278420,58626,1457,5847,121423,3733,8.1,2013
Las Animas County,Colorado,76.7407696975048,8,71,17.8,156,85.3,15.4,3931,0.4409,44.4,18.9,1836,6348,555,15136,12826,42261,140,343,5992,470,9.1,2013
Lincoln County,Colorado,79.4178092826071,8,73,13.7,531,74.1,10.6,1162,0.4728,39.3,19.1,585,690,129,5442,4685,41910,41,98,1845,83,6.7,2013
Logan County,Colorado,79.0949385769402,8,75,17.6,294,87.7,12.7,5142,0.4535,37.2,14.1,2451,3579,397,22607,20957,40415,146,549,8015,419,10.8,2013
Mesa County,Colorado,78.7674543057644,8,77,14.7,976,89.0,25.5,39244,0.4554,38.2,13.1,16608,19859,4096,147432,134785,49471,1048,3777,58598,2366,8.7,2013
Moffat County,Colorado,78.3930826953069,8,81,11.5,32,87.3,15.2,3323,0.3921,36.3,11.0,1221,1914,228,13447,12531,53231,65,195,5062,130,7.0,2013
Montezuma County,Colorado,77.5115724550133,8,83,19.3,79,89.7,26.8,7221,0.4408,42.9,14.9,3149,2946,760,25512,21291,43188,195,762,10688,354,11.7,2013
Montrose County,Colorado,79.6067950700064,8,85,16.0,223,82.9,25.4,11391,0.4122,42.8,14.1,4454,8183,1137,41020,37313,45718,192,802,16586,581,11.0,2013
Morgan County,Colorado,78.3030515948637,8,87,13.3,744,77.4,14.2,7531,0.4071,36.0,11.4,3815,9687,608,28308,25265,43774,111,965,10446,536,6.4,2013
Otero County,Colorado,75.7111807102341,8,89,25.2,103,80.2,13.6,4833,0.4573,40.5,19.2,2623,7673,604,18817,16979,33848,150,612,7427,503,11.9,2013
Ouray County,Colorado,84.2222044140032,8,91,5.6,0,98.3,49.0,1313,0.383,52.5,8.1,478,153,105,4475,4351,64601,7,23,1943,40,11.0,2013
Park County,Colorado,82.4733990891643,8,93,9.1,5,93.8,32.3,4732,0.3856,47.5,9.4,811,811,187,16131,15503,61570,107,203,7038,44,8.3,2013
Phillips County,Colorado,80.1194776987327,8,95,19.9,22,84.9,19.0,1162,0.4177,40.4,13.6,514,1087,105,4383,4118,43011,35,68,1668,57,6.3,2013
Pitkin County,Colorado,89.6648153256682,8,97,10.1,165,96.7,56.3,3933,0.5254,43.3,6.8,2352,1594,271,17173,16216,72745,164,112,7507,156,7.1,2013
Prowers County,Colorado,76.8340804383445,8,99,23.3,38,78.5,15.1,3279,0.4632,37.1,17.5,1690,4449,374,12473,11661,34391,76,430,4935,202,9.7,2013
Pueblo County,Colorado,77.094553026069,8,101,19.1,3387,86.1,20.9,40011,0.4426,38.9,16.9,21407,66756,5802,160048,127247,41777,1502,5047,62439,3735,11.6,2013
Rio Blanco County,Colorado,79.3559610492821,8,103,14.9,32,89.7,18.8,1757,0.3968,38.0,14.0,824,732,79,6770,6428,60128,34,74,2638,87,5.6,2013
Rio Grande County,Colorado,77.1676477578974,8,105,19.2,62,82.3,18.6,3147,0.4348,41.4,16.5,1538,5154,351,11913,9578,38993,118,182,4722,264,8.1,2013
Routt County,Colorado,83.0289544645963,8,107,9.1,100,96.1,43.7,6117,0.4443,39.7,7.3,2835,1557,751,23409,22438,62002,149,420,9647,86,5.6,2013
Saguache County,Colorado,80.3484813709541,8,109,24.7,18,77.5,23.3,1594,0.4735,44.6,17.6,892,2501,154,6200,5102,34600,27,134,2692,86,9.7,2013
San Miguel County,Colorado,85.3741700410346,8,113,10.6,12,95.5,51.3,1702,0.5098,38.9,8.0,1151,675,241,7496,7238,63594,17,96,3234,165,6.1,2013
Sedgwick County,Colorado,78.1950772359603,8,115,18.9,7,84.6,16.3,612,0.4272,47.2,14.8,296,359,56,2376,2204,40221,24,51,943,42,9.9,2013
Summit County,Colorado,89.9631891686862,8,117,13.7,204,95.0,41.5,6300,0.4256,36.0,3.9,3798,3987,970,28091,25054,63697,49,393,11138,263,6.2,2013
Teller County,Colorado,80.4486314426082,8,119,7.0,208,94.0,30.9,6628,0.4061,48.0,14.1,1753,1328,469,23276,21938,59040,129,439,9434,79,10.5,2013
Washington County,Colorado,79.9994991153517,8,121,13.1,30,88.8,17.3,1408,0.4333,44.2,12.1,540,436,77,4796,4623,44683,51,72,2019,32,4.7,2013
Yuma County,Colorado,79.1559316064511,8,125,8.2,3,86.5,15.6,2331,0.4192,35.8,10.1,1244,2121,171,10093,9416,44308,40,105,3811,214,3.6,2013
Adams County,Colorado,80.114402788454,8,1,14.2,14314,80.3,20.4,108342,0.399,32.6,9.9,52582,172472,12551,452030,363206,56270,1749,11817,152803,6200,10.0,2013
Arapahoe County,Colorado,80.114402788454,8,5,12.1,58642,91.0,40.0,148229,0.4612,35.9,9.0,84092,107841,20486,585333,437019,60651,2209,17063,225552,10358,8.8,2013
Boulder County,Colorado,80.114402788454,8,13,14.2,2598,93.6,59.3,70777,0.477,35.7,7.7,44420,40484,14511,301072,263961,67956,1287,5523,120521,5146,7.3,2013
