County,State,mean_life_expectancy,State_FIPS,County_FIPS,High School Degree or Higher (%),Black Population,Poverty Rate,Rent Denominator,Disability Rate,Total Families,Bachelor's Degree or Higher (%),Median Age,Gini Index,No Vehicle (Owner),Median Household Income,Total Families (Single Mother),White Population,Rent Burden Count (+50%),Total Population,Hispanic Population,Total Occupied Households,No Vehicle (Renter),Unemployment Rate,Year
Clay County,Arkansas,73.4648065193879,5,21,75.2,14.0,20.4,1744.0,24.0,4396.0,7.8,43.8,0.4192,98.0,32057.0,494.0,15101.0,246.0,15577.0,253.0,6729.0,252.0,11.2,2014
Cleburne County,Arkansas,76.2661790660477,5,23,83.4,112.0,15.9,2348.0,19.3,6886.0,19.0,46.8,0.4735,126.0,40768.0,529.0,25026.0,382.0,25793.0,590.0,10292.0,198.0,12.0,2014
Cleveland County,Arkansas,75.3480894669705,5,25,83.9,996.0,18.7,696.0,22.3,2438.0,14.0,41.4,0.4447,46.0,41586.0,250.0,7367.0,99.0,8597.0,73.0,3270.0,78.0,10.3,2014
Columbia County,Arkansas,74.6838399967277,5,27,84.7,8784.0,26.8,3033.0,19.7,6553.0,21.9,35.8,0.4634,201.0,37509.0,954.0,14641.0,679.0,24400.0,617.0,9509.0,545.0,9.5,2014
Conway County,Arkansas,75.4448351198573,5,29,82.9,2502.0,22.7,2074.0,18.7,5959.0,15.2,40.1,0.4646,231.0,37314.0,668.0,18145.0,604.0,21175.0,787.0,8370.0,292.0,8.7,2014
Craighead County,Arkansas,76.2131160171002,5,31,85.6,13588.0,21.5,15634.0,15.0,25754.0,23.8,33.4,0.4831,449.0,42085.0,3540.0,82354.0,4211.0,99835.0,4545.0,38081.0,2107.0,8.2,2014
Crawford County,Arkansas,75.743439597931,5,33,85.5,871.0,18.8,5772.0,17.3,17771.0,14.8,38.6,0.4281,246.0,40712.0,1688.0,56515.0,1083.0,61825.0,3987.0,23490.0,745.0,8.5,2014
Crittenden County,Arkansas,73.0028156081488,5,35,79.5,25693.0,25.9,7807.0,16.3,12742.0,13.6,34.2,0.4558,280.0,37781.0,2912.0,23000.0,2182.0,50172.0,1094.0,18253.0,1822.0,12.6,2014
Cross County,Arkansas,73.6777390034632,5,37,76.7,3943.0,19.4,2510.0,21.0,4824.0,9.5,40.1,0.4468,109.0,37725.0,601.0,13221.0,486.0,17595.0,293.0,6882.0,453.0,9.1,2014
Dallas County,Arkansas,73.9263258901165,5,39,84.5,3306.0,14.5,1125.0,23.5,2161.0,10.5,43.4,0.4288,96.0,32554.0,189.0,4422.0,101.0,7954.0,202.0,3322.0,359.0,7.1,2014
Desha County,Arkansas,73.4276736608831,5,41,75.9,6097.0,31.1,2205.0,18.8,3206.0,10.3,39.6,0.527,150.0,28457.0,550.0,6209.0,430.0,12602.0,575.0,5166.0,481.0,15.1,2014
Drew County,Arkansas,75.5138970499214,5,43,83.5,5377.0,29.3,2833.0,19.1,4928.0,18.8,37.7,0.484,122.0,32351.0,601.0,12961.0,816.0,18705.0,511.0,7344.0,320.0,14.4,2014
Faulkner County,Arkansas,76.9073679000959,5,45,88.7,12972.0,15.1,15669.0,12.4,28925.0,26.4,31.5,0.441,461.0,51095.0,2946.0,99701.0,3677.0,117804.0,4697.0,42964.0,1708.0,6.8,2014
Franklin County,Arkansas,75.0304629963768,5,47,81.4,173.0,19.9,1646.0,17.5,4698.0,13.0,40.3,0.4332,119.0,39879.0,365.0,17093.0,293.0,17960.0,460.0,6783.0,184.0,11.3,2014
Fulton County,Arkansas,75.4479638785258,5,49,83.6,22.0,20.6,1243.0,24.7,3657.0,9.1,47.6,0.4105,64.0,36244.0,240.0,11854.0,235.0,12218.0,132.0,5312.0,167.0,8.7,2014
Garland County,Arkansas,75.0910563247615,5,51,86.7,8024.0,22.1,12854.0,19.3,25624.0,22.9,44.1,0.4763,740.0,39558.0,2856.0,82155.0,3285.0,96804.0,4935.0,39876.0,2121.0,10.0,2014
Grant County,Arkansas,75.8549997601848,5,53,83.7,459.0,11.2,1564.0,18.3,5061.0,14.9,39.7,0.404,91.0,46074.0,386.0,17064.0,278.0,18014.0,439.0,6798.0,118.0,9.5,2014
Greene County,Arkansas,74.5883419533341,5,55,82.9,362.0,17.8,5820.0,19.1,11520.0,13.6,38.2,0.4287,197.0,39500.0,1060.0,41459.0,1195.0,42970.0,1052.0,16610.0,477.0,9.6,2014
Hempstead County,Arkansas,75.0816457515582,5,57,78.3,6629.0,26.3,2550.0,20.2,5395.0,13.2,38.9,0.4633,137.0,32587.0,860.0,14841.0,621.0,22419.0,2776.0,8115.0,439.0,9.9,2014
Hot Spring County,Arkansas,74.674457659159,5,59,81.9,3935.0,14.5,3461.0,23.3,8567.0,12.7,40.2,0.4241,271.0,41353.0,898.0,28644.0,748.0,33277.0,1014.0,12027.0,363.0,7.9,2014
Howard County,Arkansas,74.5248817797813,5,61,75.9,2968.0,21.0,1776.0,17.8,3572.0,13.9,37.3,0.4683,73.0,38050.0,583.0,9398.0,254.0,13685.0,1409.0,5085.0,330.0,9.4,2014
Independence County,Arkansas,75.818962809451,5,63,80.8,926.0,23.2,4321.0,17.5,9905.0,14.1,38.5,0.4578,241.0,36186.0,902.0,34874.0,1018.0,36861.0,2183.0,14405.0,534.0,7.8,2014
Izard County,Arkansas,75.5224554466382,5,65,79.2,151.0,18.7,1137.0,23.0,3728.0,12.1,47.4,0.4442,129.0,31219.0,220.0,12939.0,218.0,13522.0,227.0,5656.0,141.0,10.5,2014
Jackson County,Arkansas,73.4906835570058,5,67,77.2,2959.0,26.4,2066.0,21.7,3965.0,8.8,40.9,0.4469,112.0,31512.0,434.0,14208.0,430.0,17746.0,477.0,6402.0,445.0,8.3,2014
Jefferson County,Arkansas,73.7452633122832,5,69,82.9,41448.0,24.5,10323.0,18.2,17959.0,14.5,38.0,0.4732,803.0,36799.0,3129.0,31287.0,2668.0,74655.0,1327.0,28488.0,1279.0,12.7,2014
Johnson County,Arkansas,76.0184647706335,5,71,74.6,489.0,21.2,2999.0,17.2,6956.0,16.1,38.1,0.4784,253.0,32553.0,666.0,23793.0,732.0,25791.0,3334.0,10023.0,328.0,6.8,2014
Lafayette County,Arkansas,74.2310473910241,5,73,76.4,2787.0,26.0,774.0,22.3,1778.0,13.0,43.7,0.4594,109.0,31215.0,200.0,4551.0,110.0,7391.0,138.0,2827.0,193.0,14.8,2014
Lawrence County,Arkansas,74.1199788657354,5,75,79.1,137.0,23.6,1965.0,18.1,4369.0,9.9,40.8,0.4238,101.0,33481.0,294.0,16716.0,368.0,17163.0,190.0,6630.0,272.0,8.4,2014
Lee County,Arkansas,73.7502943427827,5,77,65.7,5744.0,29.8,1548.0,23.2,2240.0,4.1,40.1,0.4856,147.0,26986.0,329.0,4283.0,310.0,10151.0,220.0,3488.0,541.0,18.4,2014
Lincoln County,Arkansas,75.4553403866795,5,79,71.4,4172.0,26.7,1272.0,20.5,3066.0,5.5,37.2,0.5077,220.0,32615.0,517.0,9447.0,239.0,14113.0,485.0,4195.0,220.0,16.4,2014
Little River County,Arkansas,74.1885922604194,5,81,85.5,2630.0,16.4,1186.0,17.9,3578.0,7.9,41.1,0.4214,108.0,39494.0,426.0,9558.0,181.0,12852.0,384.0,5241.0,223.0,7.5,2014
Logan County,Arkansas,74.7690105799881,5,83,80.4,400.0,17.1,2224.0,21.4,5880.0,10.6,42.6,0.4596,191.0,36062.0,539.0,20635.0,345.0,22129.0,544.0,8439.0,362.0,8.5,2014
Lonoke County,Arkansas,75.2359220612144,5,85,86.9,4319.0,13.2,7097.0,15.8,19095.0,18.4,35.4,0.3871,413.0,52805.0,2013.0,62852.0,1147.0,70118.0,2591.0,25572.0,860.0,7.1,2014
Madison County,Arkansas,75.6663513769671,5,87,74.1,59.0,21.1,1361.0,19.6,4533.0,8.6,41.0,0.4481,162.0,37351.0,289.0,14956.0,190.0,15696.0,808.0,6152.0,97.0,8.3,2014
Marion County,Arkansas,75.5962916062646,5,89,81.6,44.0,18.8,1437.0,26.7,4704.0,11.8,50.9,0.4025,140.0,33293.0,257.0,15979.0,215.0,16534.0,350.0,6912.0,201.0,9.6,2014
Miller County,Arkansas,74.8835906326357,5,91,84.0,10772.0,20.0,5853.0,17.0,11188.0,9.3,37.6,0.4337,542.0,40829.0,1397.0,31251.0,1494.0,43537.0,1222.0,16946.0,1007.0,9.3,2014
Mississippi County,Arkansas,72.1102865682895,5,93,77.6,15651.0,26.7,7120.0,21.1,12010.0,12.6,35.2,0.4688,508.0,34424.0,1982.0,28513.0,1764.0,45385.0,1703.0,17188.0,1134.0,13.3,2014
Monroe County,Arkansas,72.8831990296179,5,95,72.7,3265.0,30.2,1241.0,25.3,2068.0,10.9,44.7,0.4905,135.0,27571.0,222.0,4431.0,385.0,7855.0,154.0,3374.0,466.0,12.7,2014
Montgomery County,Arkansas,76.3127945367472,5,97,78.0,65.0,20.4,708.0,31.4,2541.0,13.9,47.9,0.4202,67.0,32293.0,158.0,8776.0,105.0,9296.0,337.0,3813.0,88.0,4.7,2014
Nevada County,Arkansas,74.2558254291586,5,99,82.0,2712.0,29.4,977.0,22.2,2196.0,14.8,41.5,0.4563,135.0,31614.0,232.0,5978.0,142.0,8877.0,267.0,3596.0,244.0,11.9,2014
Newton County,Arkansas,77.256810854711,5,101,82.4,4.0,20.4,494.0,22.1,2311.0,11.4,47.5,0.4478,53.0,32500.0,95.0,7755.0,49.0,8131.0,78.0,3346.0,86.0,3.5,2014
Ouachita County,Arkansas,73.4859440403868,5,103,86.1,10115.0,21.9,3340.0,22.0,6959.0,16.9,42.6,0.4582,376.0,32220.0,930.0,14580.0,771.0,25421.0,469.0,10502.0,688.0,11.1,2014
Perry County,Arkansas,75.2161291747456,5,105,83.7,311.0,13.5,616.0,19.9,2777.0,14.9,42.6,0.4287,113.0,42030.0,121.0,9784.0,79.0,10350.0,275.0,3926.0,82.0,6.5,2014
Phillips County,Arkansas,71.3295020847569,5,107,73.6,12908.0,34.0,3973.0,23.3,5322.0,11.9,37.6,0.5069,159.0,27183.0,1333.0,7606.0,981.0,20847.0,312.0,8291.0,990.0,18.6,2014
Pike County,Arkansas,75.3612335128047,5,109,79.4,327.0,24.2,1139.0,27.0,3127.0,11.2,41.1,0.4508,33.0,32045.0,365.0,10026.0,162.0,11187.0,736.0,4352.0,186.0,7.5,2014
Poinsett County,Arkansas,71.8549037872847,5,111,73.8,1919.0,24.8,3578.0,20.5,6384.0,8.7,39.8,0.4259,191.0,33238.0,663.0,21807.0,613.0,24359.0,605.0,9314.0,569.0,11.4,2014
Polk County,Arkansas,75.2614485975633,5,113,84.5,46.0,22.0,1919.0,24.4,5406.0,10.7,43.5,0.4558,103.0,33558.0,546.0,18949.0,312.0,20454.0,1241.0,7994.0,283.0,8.0,2014
Pope County,Arkansas,76.6058991104863,5,115,81.0,1969.0,18.9,7061.0,16.2,15667.0,20.2,35.3,0.4377,427.0,40818.0,1511.0,56921.0,1554.0,62687.0,4807.0,22776.0,779.0,7.6,2014
Prairie County,Arkansas,75.782559047161,5,117,79.2,1048.0,20.2,1066.0,24.2,2588.0,8.8,45.2,0.4121,46.0,36904.0,235.0,7321.0,147.0,8475.0,88.0,3776.0,184.0,5.5,2014
Pulaski County,Arkansas,76.1795129989355,5,119,90.1,138101.0,16.9,60875.0,13.1,93304.0,32.6,36.2,0.481,2410.0,46410.0,13914.0,230370.0,14001.0,388752.0,22845.0,153323.0,8508.0,8.0,2014
Randolph County,Arkansas,74.9895162117781,5,121,80.3,128.0,21.8,1829.0,19.1,5142.0,14.0,42.1,0.4552,163.0,36487.0,407.0,17160.0,479.0,17794.0,309.0,7293.0,432.0,5.9,2014
Saint Francis County,Arkansas,74.2474039903728,5,123,77.5,14261.0,27.7,3995.0,20.5,6130.0,9.5,37.2,0.4704,270.0,31336.0,990.0,12228.0,751.0,27642.0,1180.0,9351.0,825.0,12.8,2014
Saline County,Arkansas,77.3960857547918,5,125,88.4,6079.0,9.0,9313.0,17.7,30053.0,22.8,38.7,0.3818,666.0,55697.0,2663.0,101651.0,1485.0,111811.0,4442.0,41702.0,965.0,6.1,2014
Scott County,Arkansas,75.2749649430301,5,127,76.4,29.0,19.4,1016.0,20.6,3014.0,9.6,40.9,0.4451,68.0,36754.0,286.0,9866.0,201.0,11024.0,812.0,4125.0,219.0,9.4,2014
Searcy County,Arkansas,76.0184922982395,5,129,77.5,26.0,23.3,671.0,23.5,2014.0,10.3,46.7,0.4383,52.0,33610.0,98.0,7721.0,131.0,8036.0,145.0,3179.0,150.0,6.8,2014
Sebastian County,Arkansas,75.8356293882159,5,131,81.0,7710.0,22.5,18801.0,17.3,32420.0,20.6,36.9,0.4991,646.0,39208.0,3907.0,104542.0,4165.0,126801.0,16330.0,49424.0,2917.0,6.8,2014
Sevier County,Arkansas,75.1099628253174,5,133,65.7,817.0,22.6,1723.0,14.1,4271.0,6.8,34.5,0.4064,90.0,36218.0,448.0,11255.0,267.0,17250.0,5506.0,5918.0,229.0,11.6,2014
Sharp County,Arkansas,74.3655114172071,5,135,80.2,57.0,23.4,1580.0,19.7,4596.0,10.6,46.8,0.4103,188.0,30826.0,326.0,16417.0,312.0,17117.0,324.0,7053.0,255.0,10.4,2014
Stone County,Arkansas,76.4680154726822,5,137,79.1,19.0,26.8,1211.0,22.9,3325.0,15.4,48.0,0.4937,149.0,29982.0,175.0,12350.0,136.0,12531.0,192.0,5267.0,160.0,6.1,2014
Union County,Arkansas,73.531738985156,5,139,81.8,13496.0,21.3,5092.0,20.4,11404.0,16.8,39.7,0.4719,406.0,38762.0,1478.0,26552.0,1047.0,40954.0,1465.0,16689.0,615.0,10.4,2014
Van Buren County,Arkansas,76.3230678398837,5,141,78.2,147.0,26.3,1791.0,22.1,4729.0,12.6,47.0,0.4571,136.0,31030.0,418.0,16347.0,277.0,17090.0,484.0,7077.0,227.0,13.9,2014
Washington County,Arkansas,78.0525791787306,5,143,82.3,7287.0,20.7,35838.0,10.7,50396.0,30.0,31.2,0.4924,939.0,41983.0,5615.0,166745.0,8232.0,212238.0,33740.0,80457.0,3770.0,7.1,2014
White County,Arkansas,75.3684739400756,5,145,82.6,3390.0,18.1,9222.0,16.6,21106.0,18.8,36.0,0.4667,503.0,42852.0,2017.0,71425.0,1958.0,78275.0,3133.0,29447.0,1088.0,7.1,2014
Woodruff County,Arkansas,72.9691657863222,5,147,65.9,1937.0,26.1,1152.0,23.9,1839.0,8.3,43.6,0.4767,107.0,27165.0,302.0,4951.0,267.0,7094.0,41.0,3055.0,323.0,12.6,2014
Yell County,Arkansas,74.9489492833161,5,149,73.4,246.0,19.9,2552.0,20.3,5265.0,11.0,38.8,0.4342,144.0,37378.0,516.0,18599.0,533.0,21934.0,4171.0,7825.0,287.0,8.1,2014
Alameda County,California,81.9574601824784,6,1,86.9,184785.0,12.9,260089.0,9.2,362173.0,42.0,36.9,0.4692,8682.0,73775.0,33900.0,707017.0,68123.0,1559308.0,352500.0,551734.0,48301.0,9.6,2014
Alpine County,California,79.1446091671374,6,3,89.4,11.0,15.1,69.0,21.5,262.0,26.8,43.6,0.4036,2.0,61343.0,26.0,854.0,17.0,1202.0,86.0,377.0,5.0,6.0,2014
Amador County,California,79.8676286856863,6,5,86.6,812.0,13.0,3393.0,18.1,9131.0,20.0,49.6,0.4568,194.0,52964.0,579.0,32551.0,975.0,37159.0,4724.0,13939.0,338.0,15.9,2014
Butte County,California,77.9166897330305,6,7,87.0,3248.0,21.5,34622.0,17.2,51044.0,25.7,36.9,0.4713,1562.0,43165.0,5298.0,185077.0,10802.0,221578.0,32968.0,85215.0,4529.0,13.1,2014
Calaveras County,California,79.7392007377838,6,9,92.8,292.0,12.1,3916.0,18.6,12609.0,21.2,50.3,0.4354,379.0,54936.0,636.0,41129.0,774.0,44921.0,4901.0,18608.0,393.0,11.3,2014
Colusa County,California,80.0718304385206,6,11,66.9,198.0,14.5,2519.0,12.4,5147.0,13.1,34.1,0.4335,119.0,50503.0,503.0,17439.0,456.0,21424.0,12155.0,6912.0,261.0,12.4,2014
Contra Costa County,California,81.7294599306854,6,13,88.3,97035.0,10.7,133030.0,10.4,269678.0,40.3,38.7,0.4618,5909.0,79799.0,23310.0,671384.0,35574.0,1081232.0,267859.0,380183.0,16343.0,9.8,2014
Del Norte County,California,75.9903836947179,6,15,77.7,1007.0,22.4,3849.0,21.9,5852.0,13.5,39.2,0.4621,205.0,39302.0,808.0,21437.0,1100.0,28066.0,5231.0,9527.0,607.0,12.6,2014
El Dorado County,California,81.4213825961216,6,17,91.7,1781.0,10.3,17387.0,12.2,47617.0,33.9,44.4,0.453,1159.0,68507.0,2759.0,158367.0,4431.0,181465.0,22411.0,67220.0,1895.0,11.3,2014
Fresno County,California,78.6231883737308,6,19,71.7,48276.0,27.4,137063.0,11.9,214330.0,18.9,31.2,0.4726,4418.0,45201.0,31392.0,555967.0,41782.0,948844.0,485914.0,292550.0,22600.0,14.3,2014
Glenn County,California,77.838340878587,6,21,73.4,249.0,20.0,3669.0,17.2,6600.0,13.4,36.7,0.4897,191.0,40106.0,718.0,23858.0,747.0,28019.0,10906.0,9561.0,503.0,13.5,2014
Humboldt County,California,77.0034274971952,6,23,89.1,1755.0,20.8,24009.0,16.3,30273.0,26.0,37.4,0.4576,912.0,42153.0,3813.0,110595.0,7620.0,134876.0,13940.0,53130.0,3033.0,11.3,2014
Imperial County,California,80.9437764733412,6,25,65.9,5205.0,23.4,20817.0,13.4,36679.0,12.3,31.9,0.459,1096.0,41772.0,5220.0,120826.0,5894.0,177026.0,144090.0,46952.0,3002.0,18.1,2014
Inyo County,California,79.4013711406659,6,27,88.2,202.0,13.7,2884.0,13.5,4349.0,23.7,45.3,0.4315,217.0,45625.0,527.0,15267.0,615.0,18439.0,3730.0,7891.0,470.0,7.9,2014
Kern County,California,77.4155560118422,6,29,71.3,48412.0,23.4,110403.0,11.4,194671.0,14.7,31.0,0.4562,3985.0,48574.0,26608.0,632452.0,30520.0,857730.0,432370.0,257737.0,14383.0,13.2,2014
Kings County,California,79.3394443531957,6,31,66.5,9843.0,22.7,19750.0,10.8,31998.0,10.4,31.2,0.4479,563.0,47341.0,4177.0,106922.0,4677.0,151390.0,78911.0,41108.0,2273.0,14.2,2014
Lake County,California,75.2601471981006,6,33,83.8,1497.0,24.3,9976.0,20.5,16240.0,17.2,45.2,0.4604,638.0,35997.0,2004.0,51591.0,3500.0,64209.0,11601.0,26771.0,1171.0,16.6,2014
Lassen County,California,78.5878680298779,6,35,74.3,2905.0,17.1,3573.0,17.8,6296.0,9.9,37.3,0.421,111.0,53351.0,529.0,24131.0,878.0,33356.0,6040.0,9821.0,553.0,13.4,2014
Los Angeles County,California,81.6088919970855,6,37,76.8,832253.0,18.4,1738476.0,9.6,2174805.0,30.2,35.3,0.4992,46116.0,55870.0,253156.0,5329333.0,539387.0,9974203.0,4800491.0,3242391.0,271010.0,11.0,2014
Madera County,California,79.0356091221892,6,39,66.8,5382.0,23.2,16793.0,12.9,33265.0,13.7,33.3,0.4441,638.0,45490.0,4099.0,125830.0,3766.0,152452.0,84009.0,42723.0,2225.0,9.5,2014
Marin County,California,84.3889101013875,6,41,91.6,6913.0,8.8,38544.0,9.0,64194.0,53.5,45.1,0.5218,1448.0,91529.0,5129.0,203975.0,10847.0,256802.0,40414.0,103034.0,3875.0,7.2,2014
Mariposa County,California,80.4146626674398,6,43,87.5,155.0,16.3,1980.0,18.0,4905.0,19.4,50.2,0.4507,118.0,50560.0,287.0,15850.0,419.0,17946.0,1729.0,7289.0,133.0,13.2,2014
Mendocino County,California,78.7539965198557,6,45,84.7,705.0,20.2,14558.0,16.6,20144.0,21.0,42.0,0.4712,627.0,43290.0,2206.0,72141.0,4274.0,87612.0,20332.0,33693.0,2010.0,12.3,2014
Merced County,California,78.7699495167401,6,47,66.6,9115.0,25.6,36206.0,15.7,59029.0,12.3,30.2,0.4607,1168.0,43066.0,8612.0,168794.0,9394.0,261609.0,147270.0,76516.0,4597.0,17.5,2014
Modoc County,California,77.9703785616707,6,49,86.3,108.0,21.0,1073.0,19.1,2348.0,17.9,47.1,0.4465,40.0,38560.0,195.0,8396.0,320.0,9335.0,1345.0,3893.0,178.0,12.3,2014
Mono County,California,85.1387867187453,6,51,87.0,63.0,5.0,2307.0,9.2,2978.0,30.7,37.2,0.3534,41.0,61814.0,195.0,11993.0,326.0,14193.0,3843.0,5160.0,171.0,11.9,2014
Monterey County,California,82.0187429129939,6,53,69.7,11826.0,17.2,63026.0,8.6,91099.0,22.1,33.3,0.4579,1547.0,58582.0,9750.0,319839.0,16616.0,424927.0,239901.0,125115.0,5044.0,9.6,2014
Napa County,California,81.1951616905384,6,55,81.1,2992.0,10.3,19634.0,11.2,34468.0,30.7,40.3,0.4585,665.0,70925.0,2754.0,107543.0,4977.0,139253.0,45937.0,49631.0,1794.0,8.4,2014
Nevada County,California,81.3087317219083,6,57,94.3,358.0,12.4,11221.0,14.0,26312.0,34.7,48.8,0.4418,519.0,56949.0,1548.0,91335.0,3163.0,98606.0,8751.0,40838.0,1280.0,10.7,2014
Orange County,California,82.5275699941024,6,59,84.2,50766.0,12.8,419139.0,8.1,721785.0,39.0,36.7,0.4637,13828.0,75998.0,59322.0,1942675.0,119988.0,3086331.0,1050771.0,1002285.0,34635.0,8.8,2014
Placer County,California,81.5788607115974,6,61,93.3,4652.0,8.9,39534.0,10.8,94256.0,37.5,40.7,0.4361,1654.0,73747.0,7681.0,303509.0,10370.0,361518.0,47800.0,134111.0,3445.0,9.3,2014
Plumas County,California,78.5240261319388,6,63,90.6,135.0,15.9,2433.0,21.4,5112.0,24.6,50.6,0.466,173.0,48032.0,428.0,17273.0,558.0,19286.0,1594.0,8529.0,409.0,16.7,2014
Riverside County,California,80.5356107538776,6,65,79.1,141350.0,16.9,237032.0,10.8,510655.0,21.2,34.2,0.4437,10815.0,56592.0,51504.0,1480532.0,71092.0,2266899.0,1055027.0,690388.0,24098.0,14.3,2014
Sacramento County,California,79.2359862466345,6,67,85.6,146236.0,18.1,229010.0,12.9,340777.0,28.4,35.3,0.4518,7711.0,55615.0,43470.0,865905.0,65301.0,1450277.0,319934.0,519460.0,32752.0,13.1,2014
San Benito County,California,81.8447025218421,6,69,75.9,574.0,12.1,6511.0,8.8,13639.0,18.7,34.8,0.4085,192.0,67874.0,1313.0,48133.0,1762.0,56888.0,32657.0,17121.0,355.0,14.0,2014
San Bernardino County,California,78.6008851539483,6,71,77.7,180267.0,19.2,237572.0,10.9,460308.0,18.0,32.2,0.4383,9364.0,54100.0,56761.0,1306230.0,71185.0,2078586.0,1050173.0,607604.0,25605.0,13.9,2014
San Diego County,California,81.6354754382568,6,73,86.4,160316.0,14.7,505399.0,9.5,723355.0,35.9,34.9,0.4654,14533.0,63996.0,69084.0,2259494.0,137411.0,3183143.0,1039752.0,1083811.0,52063.0,9.6,2014
San Francisco County,California,82.7273768509478,6,75,88.1,47611.0,13.3,221143.0,10.5,159647.0,53.8,38.6,0.5156,12416.0,78378.0,11353.0,410245.0,47690.0,829072.0,126524.0,348832.0,93626.0,7.6,2014
San Joaquin County,California,78.2052741778494,6,77,76.6,50377.0,19.4,93759.0,11.7,162293.0,17.6,33.2,0.4476,3125.0,53253.0,20322.0,405458.0,27425.0,701050.0,278523.0,217343.0,12210.0,15.0,2014
San Luis Obispo County,California,81.4165855283812,6,79,87.9,5791.0,14.8,42969.0,11.0,65084.0,31.6,39.5,0.4551,1481.0,59454.0,4921.0,231961.0,12746.0,274184.0,58889.0,102350.0,2988.0,8.0,2014
San Mateo County,California,83.8167556579334,6,81,88.0,19503.0,7.6,105361.0,8.0,175308.0,44.2,39.4,0.4829,4392.0,91421.0,11478.0,417138.0,24348.0,739837.0,187635.0,258683.0,10365.0,7.4,2014
Santa Barbara County,California,81.762921966888,6,83,77.9,8471.0,16.6,67728.0,10.0,93059.0,31.6,33.6,0.4851,1525.0,63409.0,9288.0,319490.0,19869.0,431555.0,188743.0,142028.0,8268.0,8.9,2014
Santa Clara County,California,83.7459727060519,6,85,87.5,48660.0,9.9,264611.0,7.7,440578.0,49.5,36.6,0.4627,7691.0,93854.0,30602.0,907336.0,62342.0,1841569.0,492546.0,614714.0,23890.0,8.8,2014
Santa Cruz County,California,81.7431879819541,6,87,84.7,2459.0,15.3,39470.0,8.9,59085.0,36.6,36.9,0.4686,1277.0,66923.0,5538.0,215832.0,12556.0,267203.0,87406.0,94219.0,3984.0,8.7,2014
Shasta County,California,76.1366803244793,6,89,87.8,1759.0,18.0,25274.0,18.2,44541.0,19.8,41.9,0.4464,1252.0,44556.0,4450.0,155559.0,7709.0,178520.0,15908.0,68961.0,3619.0,12.2,2014
Sierra County,California,79.1154203499916,6,91,91.1,4.0,16.3,313.0,15.9,840.0,17.2,53.5,0.4618,14.0,43107.0,26.0,2793.0,71.0,3019.0,283.0,1291.0,8.0,7.0,2014
Siskiyou County,California,76.7123533175491,6,93,88.4,574.0,22.7,7152.0,19.8,12050.0,24.4,47.3,0.4535,324.0,37495.0,1042.0,38114.0,2146.0,44261.0,4923.0,19380.0,1224.0,14.4,2014
Solano County,California,79.7765697132744,6,95,86.5,59510.0,13.1,56706.0,11.1,102042.0,22.9,37.2,0.4194,1891.0,67341.0,12103.0,226669.0,15990.0,421624.0,104865.0,142521.0,6297.0,12.1,2014
Sonoma County,California,81.3537531397856,6,97,84.7,7490.0,12.3,75516.0,11.2,117825.0,31.5,40.5,0.451,2580.0,63799.0,10382.0,387044.0,21228.0,491790.0,125674.0,186935.0,7337.0,9.6,2014
Stanislaus County,California,78.0404081273513,6,99,76.2,14456.0,20.3,71992.0,13.3,124916.0,15.7,33.3,0.4493,2505.0,49573.0,15166.0,396628.0,21820.0,522794.0,225013.0,168090.0,9177.0,16.3,2014
Sutter County,California,78.8647497761071,6,101,77.3,1925.0,16.8,12988.0,13.7,23137.0,18.7,35.0,0.4552,470.0,51527.0,2294.0,65256.0,2947.0,95067.0,27931.0,31723.0,1478.0,14.0,2014
Tehama County,California,77.6815646677451,6,103,79.9,315.0,18.6,7422.0,18.9,16245.0,13.7,40.0,0.4269,398.0,42369.0,1574.0,54972.0,1621.0,63284.0,14539.0,23480.0,869.0,16.1,2014
Trinity County,California,76.9779522244668,6,105,90.8,110.0,18.7,1627.0,22.9,3394.0,23.3,50.0,0.4517,35.0,36862.0,226.0,11917.0,357.0,13515.0,960.0,5521.0,88.0,13.0,2014
Tulare County,California,78.2919831279741,6,107,65.7,7884.0,27.4,56732.0,11.0,104044.0,12.3,30.1,0.4588,2501.0,42863.0,13765.0,365823.0,15164.0,451108.0,279022.0,132706.0,6728.0,13.5,2014
Tuolumne County,California,78.9180681770885,6,109,86.6,1018.0,14.7,6809.0,18.2,14709.0,18.2,48.2,0.4378,555.0,48493.0,990.0,47833.0,1951.0,54347.0,6048.0,22181.0,553.0,15.2,2014
Ventura County,California,81.8702489506106,6,111,82.3,15035.0,11.1,95192.0,10.1,197214.0,32.3,36.9,0.4429,3704.0,77335.0,16855.0,649278.0,26252.0,835790.0,344520.0,267829.0,8851.0,9.4,2014
Yolo County,California,80.8212815975969,6,113,84.0,5314.0,20.0,33773.0,10.4,43978.0,38.6,31.0,0.4815,953.0,55508.0,4120.0,134790.0,10658.0,204162.0,63249.0,70953.0,4605.0,9.6,2014
Yuba County,California,75.9620177615393,6,115,79.0,2378.0,22.2,10352.0,17.0,17914.0,13.2,32.1,0.4174,523.0,45470.0,2145.0,51133.0,2628.0,73059.0,19181.0,24712.0,1259.0,17.3,2014
Alamosa County,Colorado,76.4520030136314,8,3,81.6,294.0,27.9,2470.0,15.8,3592.0,21.5,30.8,0.5202,180.0,31400.0,435.0,13666.0,497.0,16111.0,7339.0,5993.0,347.0,10.7,2014
