County,State,mean_life_expectancy,State_FIPS,County_FIPS,High School Degree or Higher (%),Black Population,Poverty Rate,Rent Denominator,Disability Rate,Median Age,Gini Index,Total Families,Bachelor's Degree or Higher (%),Total Families (Single Mother),No Vehicle (Owner),Median Household Income,White Population,Total Population,Rent Burden Count (+50%),Hispanic Population,Unemployment Rate,No Vehicle (Renter),Total Occupied Households,Year
Cleburne County,Arkansas,75.7051992678076,5,23,84.4,150.0,15.4,2658.0,18.8,48.9,0.4688,7111.0,15.9,577.0,181.0,42312.0,24614.0,25361.0,447.0,623.0,5.5,132.0,10646.0,2017
Cleveland County,Arkansas,74.8589626853021,5,25,87.3,919.0,19.3,856.0,22.5,42.6,0.4299,2366.0,17.0,275.0,84.0,44840.0,7197.0,8332.0,113.0,148.0,6.6,77.0,3292.0,2017
Columbia County,Arkansas,74.1079710416384,5,27,84.8,8386.0,25.1,3199.0,18.6,36.2,0.4725,6203.0,21.5,801.0,144.0,37072.0,14556.0,23992.0,531.0,610.0,9.5,431.0,9337.0,2017
Conway County,Arkansas,74.695878166784,5,29,85.2,2344.0,18.5,2382.0,22.8,41.2,0.4629,5522.0,15.8,634.0,185.0,39638.0,17846.0,20954.0,388.0,796.0,7.1,362.0,8185.0,2017
Craighead County,Arkansas,76.2037097312571,5,31,88.3,13979.0,18.3,16600.0,17.2,34.0,0.4824,26218.0,26.5,3303.0,523.0,45672.0,83290.0,104246.0,3772.0,5095.0,6.0,2403.0,39838.0,2017
Crawford County,Arkansas,75.7157396241204,5,33,85.9,830.0,16.6,5804.0,19.4,38.7,0.4335,17587.0,14.5,1391.0,344.0,43504.0,55677.0,62119.0,1168.0,4532.0,6.2,578.0,23870.0,2017
Crittenden County,Arkansas,72.6251939385932,5,35,81.4,24164.0,23.5,8072.0,17.2,35.0,0.4501,12099.0,16.9,2429.0,362.0,38558.0,22100.0,49278.0,2004.0,1177.0,8.4,1759.0,18659.0,2017
Cross County,Arkansas,73.1602124341335,5,37,80.4,3914.0,18.0,2183.0,20.5,40.7,0.4725,4769.0,13.8,511.0,118.0,41081.0,12763.0,17164.0,388.0,325.0,6.8,371.0,6726.0,2017
Dallas County,Arkansas,73.3735532648729,5,39,83.1,3060.0,13.2,988.0,23.4,43.7,0.3893,2003.0,14.1,219.0,112.0,35794.0,4169.0,7585.0,94.0,233.0,6.4,213.0,3144.0,2017
Desha County,Arkansas,72.4752962604024,5,41,77.4,5744.0,32.6,2191.0,20.0,40.2,0.4871,3365.0,12.6,532.0,144.0,27036.0,5875.0,12094.0,368.0,700.0,12.2,597.0,5230.0,2017
Drew County,Arkansas,75.0673773726032,5,43,83.2,5358.0,24.4,2413.0,22.2,36.5,0.4886,4476.0,18.5,603.0,143.0,36092.0,12803.0,18620.0,534.0,571.0,9.0,278.0,7038.0,2017
Faulkner County,Arkansas,76.4182309752644,5,45,91.2,13843.0,16.3,16506.0,13.9,32.3,0.4552,28714.0,29.7,2928.0,544.0,50316.0,100115.0,121282.0,3935.0,4855.0,5.1,1481.0,43835.0,2017
Franklin County,Arkansas,74.4373222870369,5,47,80.9,176.0,21.9,1810.0,20.0,41.4,0.4274,4633.0,11.3,353.0,134.0,39472.0,16820.0,17803.0,525.0,513.0,6.6,230.0,6862.0,2017
Fulton County,Arkansas,74.9193229812661,5,49,84.5,40.0,23.0,1120.0,24.4,48.1,0.4285,3685.0,12.1,303.0,51.0,36051.0,11667.0,12092.0,261.0,158.0,6.9,183.0,5117.0,2017
Garland County,Arkansas,74.6309366391751,5,51,88.2,8001.0,19.1,13223.0,19.9,44.7,0.4887,25186.0,20.1,2906.0,620.0,41672.0,83955.0,97994.0,3608.0,5263.0,9.0,2310.0,40062.0,2017
Grant County,Arkansas,75.3698091973697,5,53,90.1,531.0,14.4,1382.0,18.1,39.9,0.4633,5057.0,19.0,374.0,81.0,49968.0,17207.0,18076.0,237.0,449.0,8.7,117.0,6851.0,2017
Greene County,Arkansas,74.0996452052536,5,55,86.6,461.0,15.9,5498.0,20.9,37.7,0.4147,12140.0,16.1,1141.0,239.0,45566.0,42279.0,44197.0,944.0,1203.0,7.0,418.0,16821.0,2017
Hempstead County,Arkansas,75.1266368361279,5,57,80.1,6563.0,25.3,2469.0,19.1,38.9,0.4379,5455.0,13.1,730.0,201.0,38701.0,13204.0,22154.0,352.0,2764.0,6.4,453.0,7930.0,2017
Hot Spring County,Arkansas,74.2281769368533,5,59,85.6,3666.0,15.8,3094.0,23.8,41.7,0.4474,8573.0,13.8,714.0,285.0,40626.0,28419.0,33480.0,668.0,1127.0,6.2,295.0,12291.0,2017
Howard County,Arkansas,73.8919511396459,5,61,81.3,2809.0,21.0,1703.0,18.2,38.5,0.5268,3483.0,15.3,601.0,76.0,34851.0,8984.0,13472.0,230.0,1614.0,5.7,349.0,5042.0,2017
Independence County,Arkansas,75.5988097794403,5,63,85.1,756.0,18.5,4183.0,19.5,39.8,0.4691,9886.0,18.0,711.0,234.0,39945.0,34197.0,37097.0,668.0,2258.0,6.0,528.0,14288.0,2017
Izard County,Arkansas,75.2554983306065,5,65,82.9,258.0,17.7,1107.0,23.7,48.0,0.4082,3400.0,12.9,168.0,134.0,39135.0,12830.0,13521.0,130.0,284.0,9.6,187.0,5189.0,2017
Jackson County,Arkansas,73.2398331665973,5,67,77.4,2966.0,25.1,1817.0,21.7,40.5,0.5104,3714.0,9.2,392.0,111.0,32783.0,13851.0,17429.0,397.0,476.0,7.0,336.0,6179.0,2017
Jefferson County,Arkansas,73.2238480770967,5,69,85.3,40220.0,24.7,9990.0,18.2,39.0,0.4664,16781.0,16.8,2679.0,730.0,37630.0,28952.0,71373.0,2371.0,1410.0,10.0,1806.0,27377.0,2017
Johnson County,Arkansas,75.7108320235838,5,71,79.5,472.0,22.5,2889.0,18.9,37.8,0.4478,6817.0,15.7,583.0,149.0,35758.0,24040.0,26155.0,612.0,3589.0,4.7,430.0,9900.0,2017
Lafayette County,Arkansas,74.2582687145754,5,73,80.7,2672.0,23.8,784.0,23.5,45.8,0.5823,1828.0,15.0,236.0,85.0,32500.0,4234.0,7051.0,159.0,82.0,8.3,200.0,2860.0,2017
Lawrence County,Arkansas,73.9055411200017,5,75,84.0,157.0,18.4,2162.0,23.5,42.0,0.4266,4507.0,15.5,300.0,92.0,37603.0,16262.0,16777.0,349.0,221.0,8.2,260.0,6584.0,2017
Lee County,Arkansas,73.2670721314187,5,77,70.0,5471.0,27.3,1578.0,24.3,41.9,0.5057,2180.0,8.4,324.0,125.0,27901.0,4032.0,9614.0,277.0,133.0,15.3,391.0,3541.0,2017
Lincoln County,Arkansas,75.0420292899519,5,79,80.3,4356.0,17.9,982.0,23.9,38.6,0.4404,2842.0,7.9,315.0,129.0,38873.0,9256.0,13885.0,132.0,499.0,8.1,198.0,3928.0,2017
Little River County,Arkansas,73.9743483215101,5,81,85.1,2559.0,18.8,1609.0,21.3,42.5,0.4746,3297.0,10.3,472.0,136.0,36963.0,9223.0,12494.0,105.0,414.0,10.3,261.0,5300.0,2017
Logan County,Arkansas,74.1726732947248,5,83,83.8,462.0,20.2,2207.0,21.1,42.2,0.4443,5816.0,12.0,460.0,150.0,37982.0,20058.0,21802.0,265.0,635.0,8.1,303.0,8269.0,2017
Lonoke County,Arkansas,74.7455691325912,5,85,88.5,4315.0,12.3,8285.0,14.1,35.8,0.3938,19780.0,20.1,1918.0,392.0,57290.0,63760.0,71568.0,1327.0,3046.0,4.8,966.0,26281.0,2017
Madison County,Arkansas,75.378985437541,5,87,79.6,91.0,17.8,1455.0,18.2,42.5,0.4626,4559.0,11.6,314.0,123.0,42894.0,15046.0,15907.0,95.0,863.0,4.5,147.0,6190.0,2017
Marion County,Arkansas,75.3737129535053,5,89,86.2,28.0,19.5,1439.0,24.8,51.8,0.4189,4540.0,16.0,344.0,179.0,36113.0,15767.0,16374.0,254.0,353.0,7.7,228.0,6663.0,2017
Miller County,Arkansas,74.5960792199951,5,91,85.1,10790.0,21.0,6218.0,18.7,38.5,0.4507,11450.0,15.8,1670.0,448.0,41862.0,30876.0,43760.0,1548.0,1336.0,8.0,864.0,17020.0,2017
Mississippi County,Arkansas,71.5351089249095,5,93,82.3,15294.0,25.6,7516.0,19.8,36.1,0.4755,11201.0,12.2,2072.0,477.0,36417.0,26522.0,43534.0,1593.0,1753.0,11.6,1206.0,17238.0,2017
Monroe County,Arkansas,72.3393690870887,5,95,77.7,3026.0,28.6,1274.0,25.3,46.1,0.4757,1935.0,9.3,321.0,106.0,31584.0,4142.0,7420.0,228.0,189.0,9.1,366.0,3328.0,2017
Montgomery County,Arkansas,75.5774666116489,5,97,78.8,26.0,18.1,708.0,28.0,50.0,0.4362,2649.0,12.3,134.0,109.0,35252.0,8311.0,9059.0,71.0,374.0,4.4,87.0,3855.0,2017
Nevada County,Arkansas,74.3732482286084,5,99,85.8,2852.0,23.0,881.0,21.5,43.8,0.4077,2265.0,17.0,187.0,110.0,36995.0,5437.0,8528.0,63.0,34.0,4.8,156.0,3452.0,2017
Newton County,Arkansas,76.8726224396483,5,101,81.1,1.0,17.8,469.0,22.2,48.8,0.412,2145.0,15.7,113.0,69.0,38134.0,7545.0,7898.0,41.0,108.0,4.0,30.0,3152.0,2017
Ouachita County,Arkansas,73.0094683982827,5,103,85.2,9972.0,26.0,3282.0,19.8,42.8,0.4782,6339.0,15.3,986.0,246.0,32136.0,13949.0,24378.0,701.0,521.0,8.3,629.0,10016.0,2017
Perry County,Arkansas,74.861123428865,5,105,83.4,239.0,17.8,686.0,22.2,43.7,0.4047,2752.0,12.9,112.0,93.0,46168.0,9641.0,10320.0,96.0,291.0,6.5,91.0,3692.0,2017
Phillips County,Arkansas,70.8005258788541,5,107,75.8,12250.0,33.0,4098.0,22.6,38.2,0.4972,4802.0,11.3,972.0,278.0,26652.0,7073.0,19518.0,874.0,338.0,15.7,1124.0,7823.0,2017
Pike County,Arkansas,74.8235342597713,5,109,83.3,304.0,17.3,984.0,26.1,41.8,0.4251,2929.0,14.9,271.0,90.0,36893.0,9749.0,10893.0,140.0,713.0,5.1,109.0,4313.0,2017
Poinsett County,Arkansas,71.2947589568639,5,111,79.5,1350.0,21.4,3345.0,22.8,39.7,0.4022,6728.0,9.8,757.0,151.0,37487.0,21378.0,24098.0,527.0,684.0,5.4,569.0,9483.0,2017
Polk County,Arkansas,74.9129378159319,5,113,85.2,102.0,26.6,1908.0,23.5,43.8,0.4395,5458.0,12.5,553.0,187.0,33870.0,18535.0,20212.0,323.0,1302.0,8.5,262.0,8058.0,2017
Pope County,Arkansas,76.4551101144576,5,115,84.0,1864.0,19.8,7636.0,16.3,34.9,0.465,14881.0,22.2,1631.0,356.0,40668.0,57766.0,63372.0,1552.0,5396.0,7.3,948.0,23147.0,2017
Prairie County,Arkansas,75.6587388048142,5,117,82.8,1112.0,16.8,1144.0,22.2,45.7,0.4182,2550.0,13.8,225.0,90.0,41244.0,7088.0,8309.0,120.0,47.0,7.6,143.0,3920.0,2017
Pulaski County,Arkansas,75.9533402339039,5,119,90.4,141791.0,17.3,63932.0,15.0,36.7,0.4986,93912.0,33.7,14248.0,2371.0,48850.0,224285.0,392848.0,14435.0,23616.0,5.9,8813.0,155435.0,2017
Randolph County,Arkansas,74.2064157916112,5,121,82.5,165.0,20.9,2057.0,21.8,42.2,0.4698,5039.0,14.5,463.0,168.0,35930.0,16860.0,17514.0,454.0,327.0,3.5,355.0,7339.0,2017
Saint Francis County,Arkansas,73.8843994351379,5,123,78.7,14826.0,27.5,3863.0,20.3,38.4,0.4649,5776.0,9.5,800.0,215.0,33102.0,11016.0,26688.0,841.0,704.0,10.0,884.0,9325.0,2017
Saline County,Arkansas,77.0482054817958,5,125,90.1,7456.0,8.0,9890.0,16.9,39.0,0.3959,30763.0,25.5,2541.0,626.0,58985.0,104143.0,116252.0,1351.0,5186.0,4.3,968.0,43314.0,2017
Scott County,Arkansas,74.5707790005597,5,127,78.0,22.0,20.5,1042.0,21.0,41.2,0.4408,2691.0,10.2,216.0,61.0,37396.0,9499.0,10584.0,195.0,795.0,10.6,264.0,3972.0,2017
Searcy County,Arkansas,75.1238268500902,5,129,83.5,15.0,17.4,687.0,21.0,47.3,0.4626,2256.0,13.1,93.0,82.0,36716.0,7489.0,7925.0,130.0,175.0,3.6,85.0,3336.0,2017
Sebastian County,Arkansas,75.7092329887143,5,131,82.6,8604.0,22.5,20234.0,18.9,37.3,0.4865,32435.0,19.0,3511.0,729.0,40932.0,98970.0,127362.0,4498.0,17499.0,5.6,2830.0,50301.0,2017
Sevier County,Arkansas,75.1584300484602,5,133,71.8,833.0,21.2,1480.0,13.3,35.0,0.4036,4217.0,10.6,403.0,153.0,43675.0,11079.0,17206.0,191.0,5655.0,6.6,159.0,5984.0,2017
Sharp County,Arkansas,73.7064588321029,5,135,82.8,97.0,23.3,1936.0,24.9,47.3,0.4928,4581.0,10.5,395.0,110.0,31792.0,16218.0,17041.0,458.0,364.0,6.7,226.0,7296.0,2017
Stone County,Arkansas,75.9079573999317,5,137,76.8,10.0,24.2,1120.0,22.8,49.5,0.4797,3325.0,13.4,150.0,83.0,33091.0,12006.0,12443.0,167.0,227.0,8.3,136.0,4910.0,2017
Union County,Arkansas,73.1884317266028,5,139,83.9,13087.0,20.1,4297.0,18.3,39.7,0.4794,10769.0,20.1,1360.0,262.0,41106.0,25808.0,40022.0,1076.0,1516.0,8.3,532.0,16189.0,2017
Van Buren County,Arkansas,75.8846063202913,5,141,84.8,76.0,19.6,1579.0,23.4,47.6,0.4465,4717.0,12.9,343.0,132.0,34428.0,16032.0,16751.0,281.0,489.0,8.3,250.0,6867.0,2017
Washington County,Arkansas,77.8764673272239,5,143,84.2,7797.0,18.0,39429.0,10.3,31.5,0.4909,52180.0,31.9,4621.0,1433.0,47452.0,174108.0,223683.0,7429.0,36813.0,4.9,3553.0,84460.0,2017
White County,Arkansas,75.2058017632126,5,145,84.6,3200.0,16.6,9585.0,16.1,36.3,0.4668,20521.0,20.8,2087.0,600.0,44074.0,71712.0,78706.0,1809.0,3306.0,6.2,1069.0,29217.0,2017
Woodruff County,Arkansas,72.5933855023363,5,147,77.1,1858.0,26.0,982.0,25.1,45.3,0.4976,1724.0,11.4,275.0,136.0,30097.0,4713.0,6763.0,209.0,33.0,10.1,221.0,2874.0,2017
Yell County,Arkansas,74.3862031980413,5,149,78.9,524.0,17.8,2200.0,19.7,39.7,0.44,5338.0,13.7,581.0,90.0,39696.0,17458.0,21601.0,408.0,4261.0,6.3,217.0,7555.0,2017
Alameda County,California,82.2321212212249,6,1,87.5,180446.0,11.3,267403.0,9.6,37.3,0.4649,379405.0,44.7,31300.0,9441.0,85743.0,694720.0,1629615.0,64388.0,367041.0,6.0,46208.0,569070.0,2017
Alpine County,California,78.482947059558,6,3,89.8,18.0,19.8,51.0,24.3,44.9,0.4981,206.0,25.6,15.0,14.0,63438.0,826.0,1203.0,13.0,117.0,14.6,2.0,304.0,2017
Amador County,California,79.561891234368,6,5,89.7,796.0,10.6,3264.0,17.5,50.6,0.4392,9472.0,22.1,537.0,349.0,60636.0,32453.0,37306.0,932.0,4943.0,9.3,238.0,14185.0,2017
Butte County,California,77.4463014291207,6,7,88.8,3372.0,20.5,35323.0,17.2,36.9,0.4868,51488.0,26.6,4720.0,1541.0,46516.0,185221.0,225207.0,11331.0,35445.0,9.1,4406.0,86167.0,2017
Calaveras County,California,79.2676567852879,6,9,90.0,261.0,12.8,3881.0,20.2,51.6,0.4608,11896.0,19.3,687.0,362.0,54800.0,41356.0,45057.0,1075.0,5166.0,7.1,240.0,17812.0,2017
Colusa County,California,79.6638098917847,6,11,69.4,198.0,14.0,2526.0,12.1,34.7,0.4601,5309.0,15.7,438.0,120.0,56481.0,18964.0,21479.0,525.0,12539.0,5.9,183.0,7047.0,2017
Contra Costa County,California,81.8386853778645,6,13,89.1,96345.0,9.8,134396.0,11.3,39.2,0.47,279729.0,40.7,23499.0,6225.0,88456.0,658569.0,1123678.0,33841.0,284003.0,6.9,15644.0,389597.0,2017
Del Norte County,California,75.224334811417,6,15,81.6,493.0,23.2,3687.0,22.5,38.7,0.481,5735.0,14.4,728.0,329.0,41287.0,21073.0,27442.0,911.0,5281.0,9.5,608.0,9683.0,2017
El Dorado County,California,81.4568941950275,6,17,92.9,1789.0,9.8,16136.0,13.2,45.5,0.4588,48175.0,33.3,2681.0,1444.0,74885.0,161881.0,185015.0,3612.0,23279.0,8.1,1761.0,68084.0,2017
Fresno County,California,78.4585384790352,6,19,74.7,47715.0,25.4,141823.0,13.1,31.8,0.4801,219884.0,20.1,31226.0,4001.0,48730.0,617322.0,971616.0,42289.0,509442.0,10.4,22214.0,301824.0,2017
Glenn County,California,77.3696017734108,6,21,72.5,220.0,19.6,4212.0,17.5,36.8,0.4637,7193.0,13.0,737.0,227.0,46260.0,23191.0,27935.0,1057.0,11407.0,9.2,409.0,9936.0,2017
Humboldt County,California,76.7555796001307,6,23,90.5,1609.0,20.8,23466.0,16.7,37.7,0.4682,30401.0,29.4,3325.0,967.0,43718.0,109346.0,135490.0,7011.0,14986.0,8.9,2993.0,53966.0,2017
Imperial County,California,80.687419950022,6,25,68.4,4785.0,23.8,19691.0,14.4,32.2,0.4719,35069.0,14.3,4213.0,767.0,44779.0,117188.0,179957.0,5083.0,150108.0,16.0,2589.0,45198.0,2017
Inyo County,California,79.1997381604918,6,27,88.6,174.0,10.2,2917.0,13.7,45.6,0.4117,4354.0,25.3,453.0,166.0,51500.0,14685.0,18195.0,519.0,3894.0,5.2,517.0,8026.0,2017
Kern County,California,77.0176146674043,6,29,73.8,48078.0,22.6,113429.0,11.1,31.3,0.462,198056.0,15.8,25625.0,3895.0,50826.0,660196.0,878744.0,29781.0,458907.0,10.9,14808.0,264993.0,2017
Kings County,California,79.3358097827458,6,31,72.9,9597.0,20.9,20424.0,12.1,31.5,0.4391,32205.0,13.0,4700.0,560.0,49742.0,99117.0,150183.0,4528.0,80715.0,9.7,2339.0,42349.0,2017
Lake County,California,74.8494787542705,6,33,84.7,1493.0,22.8,8965.0,21.1,45.8,0.4691,16029.0,15.3,2014.0,694.0,40446.0,49841.0,64095.0,2541.0,12445.0,11.2,1220.0,26327.0,2017
Lassen County,California,78.2363152612242,6,35,82.3,2748.0,14.6,3211.0,17.0,36.2,0.4312,6086.0,12.4,456.0,178.0,54083.0,25615.0,31470.0,730.0,5829.0,7.5,375.0,9441.0,2017
Los Angeles County,California,81.5691962087237,6,37,78.2,828981.0,17.0,1782834.0,9.9,36.0,0.5029,2203922.0,31.2,229703.0,44682.0,61015.0,5232835.0,10105722.0,536832.0,4893579.0,7.8,258617.0,3295198.0,2017
Madera County,California,78.9228141273425,6,39,71.6,4938.0,22.1,16757.0,12.7,33.7,0.4503,34547.0,13.8,4079.0,540.0,48210.0,118390.0,154440.0,3918.0,87852.0,8.3,2234.0,44458.0,2017
Marin County,California,84.670403001944,6,41,93.2,5759.0,8.1,37550.0,9.2,46.1,0.5234,64821.0,57.5,4452.0,1444.0,104703.0,203898.0,260814.0,9802.0,41391.0,4.5,3727.0,104846.0,2017
Mariposa County,California,79.9818431293211,6,43,90.1,215.0,15.1,2175.0,18.1,51.1,0.4492,4803.0,24.4,227.0,55.0,51385.0,15715.0,17658.0,610.0,1870.0,10.0,184.0,7434.0,2017
Mendocino County,California,78.6518521214148,6,45,86.9,620.0,19.1,13952.0,16.7,42.4,0.4942,20811.0,24.8,2127.0,584.0,46528.0,72378.0,87497.0,4141.0,21402.0,10.4,1754.0,34182.0,2017
Merced County,California,78.3750954459993,6,47,68.9,8621.0,23.3,38055.0,14.7,30.8,0.4653,60461.0,13.8,8896.0,1220.0,46338.0,153649.0,267390.0,9169.0,155650.0,14.6,4397.0,79261.0,2017
Modoc County,California,77.1077065159972,6,49,85.5,65.0,18.1,983.0,19.0,47.8,0.4354,2114.0,16.6,169.0,112.0,39296.0,8244.0,9017.0,227.0,1317.0,7.5,34.0,3638.0,2017
Mono County,California,84.9580737678398,6,51,84.7,74.0,9.9,2149.0,7.3,38.3,0.3525,2452.0,31.5,118.0,42.0,60595.0,11987.0,14058.0,165.0,3815.0,3.6,146.0,4899.0,2017
Monterey County,California,81.9472905883429,6,53,71.2,11278.0,14.7,62066.0,8.9,33.9,0.4595,91206.0,23.9,9366.0,1416.0,63249.0,281181.0,433168.0,15026.0,250913.0,6.0,4490.0,125939.0,2017
Napa County,California,81.2829692549916,6,55,84.7,2998.0,8.2,18090.0,11.6,40.8,0.4734,33746.0,34.6,2672.0,734.0,79637.0,102418.0,141005.0,4150.0,47547.0,5.4,1774.0,49044.0,2017
Nevada County,California,81.0166977108918,6,57,93.5,582.0,12.1,10411.0,15.1,49.8,0.4639,25858.0,35.8,1790.0,664.0,60610.0,91016.0,98838.0,2785.0,9109.0,7.3,1036.0,40386.0,2017
Orange County,California,82.5543904647591,6,59,84.7,53262.0,12.1,436425.0,8.6,37.5,0.4701,739052.0,39.1,55146.0,13061.0,81851.0,1960484.0,3155816.0,121986.0,1079172.0,5.8,33579.0,1024976.0,2017
Placer County,California,81.548378960557,6,61,94.5,5756.0,8.2,40411.0,10.9,41.6,0.4472,97335.0,37.5,6492.0,1626.0,80488.0,310295.0,374985.0,9847.0,51131.0,5.6,3726.0,138564.0,2017
Plumas County,California,78.2532986991761,6,63,93.6,160.0,13.3,2271.0,20.1,52.1,0.4686,4869.0,22.6,361.0,263.0,50266.0,16781.0,18724.0,617.0,1599.0,9.4,364.0,8287.0,2017
Riverside County,California,80.3363218283084,6,65,81.1,148960.0,15.6,248936.0,11.5,35.0,0.4515,522332.0,21.5,48874.0,10910.0,60807.0,1450473.0,2355002.0,72978.0,1130033.0,9.9,21920.0,711724.0,2017
Sacramento County,California,79.0940358645218,6,67,87.0,147425.0,16.7,236774.0,12.5,35.9,0.4605,351693.0,29.9,40674.0,7162.0,60239.0,877495.0,1495400.0,63993.0,340656.0,8.8,31444.0,532050.0,2017
San Benito County,California,81.6550155032969,6,69,79.1,442.0,9.7,6337.0,9.5,35.4,0.4007,14008.0,19.2,1269.0,118.0,80760.0,48136.0,58671.0,1293.0,34561.0,8.8,347.0,17440.0,2017
San Bernardino County,California,78.317187547423,6,71,79.2,178674.0,18.2,254313.0,11.0,32.9,0.4426,473703.0,19.8,56204.0,9336.0,57156.0,1312700.0,2121220.0,72911.0,1108996.0,9.9,23989.0,623642.0,2017
San Diego County,California,81.6258744799118,6,73,86.7,164571.0,13.3,522595.0,9.8,35.4,0.4666,747245.0,37.4,67209.0,13410.0,70588.0,2325434.0,3283665.0,141837.0,1095458.0,7.1,49132.0,1111739.0,2017
San Francisco County,California,83.0357041460174,6,75,87.9,45654.0,11.7,224960.0,10.6,38.3,0.5148,168738.0,55.8,10303.0,14485.0,96265.0,408266.0,864263.0,42638.0,131949.0,5.4,94774.0,358772.0,2017
San Joaquin County,California,78.0359896860733,6,77,78.4,50433.0,17.1,99074.0,12.4,33.9,0.455,166555.0,18.1,18929.0,2971.0,57813.0,404806.0,724153.0,26855.0,295606.0,10.1,11697.0,223808.0,2017
San Luis Obispo County,California,81.2020517524637,6,79,90.5,5393.0,13.8,41992.0,11.1,39.0,0.4518,66465.0,34.0,4561.0,1667.0,67175.0,240584.0,280119.0,11591.0,62174.0,4.8,3112.0,105044.0,2017
San Mateo County,California,84.1096902566921,6,81,88.9,18577.0,7.3,105396.0,8.4,39.6,0.484,181969.0,48.5,11193.0,3680.0,105667.0,397718.0,763450.0,25403.0,190045.0,4.7,10222.0,261796.0,2017
Santa Barbara County,California,81.5801518841513,6,83,80.4,8307.0,15.4,68707.0,9.6,33.7,0.4826,93819.0,33.3,8808.0,1604.0,68023.0,330827.0,442996.0,19661.0,198556.0,6.6,7074.0,144015.0,2017
Santa Clara County,California,83.9917895786546,6,85,87.6,48314.0,8.6,271587.0,7.9,37.0,0.4639,453108.0,50.0,28895.0,7809.0,106761.0,869630.0,1911226.0,60818.0,498253.0,5.7,24114.0,630451.0,2017
Santa Cruz County,California,82.0605857508508,6,87,86.4,2424.0,14.7,38544.0,10.5,37.3,0.4784,60178.0,39.8,4414.0,1475.0,73663.0,211116.0,273263.0,12812.0,91096.0,6.7,4277.0,95536.0,2017
Shasta County,California,75.806788638393,6,89,90.7,2007.0,18.1,26391.0,17.8,41.8,0.4634,45292.0,21.4,4646.0,1312.0,47258.0,155538.0,178919.0,7776.0,17218.0,6.8,3533.0,70486.0,2017
Sierra County,California,78.5719149965786,6,91,92.9,4.0,12.3,245.0,13.8,55.0,0.4824,703.0,21.4,10.0,23.0,44190.0,2797.0,2885.0,62.0,290.0,5.3,43.0,1208.0,2017
Siskiyou County,California,76.1862354494511,6,93,89.3,675.0,20.7,6561.0,19.3,47.9,0.4506,11774.0,22.7,844.0,372.0,40884.0,37064.0,43530.0,1822.0,5218.0,9.1,1018.0,19018.0,2017
Solano County,California,79.6451278217147,6,95,87.6,61752.0,11.5,58971.0,12.3,37.7,0.4267,106136.0,25.6,11633.0,2118.0,72950.0,229351.0,434981.0,15805.0,112098.0,8.5,5931.0,147352.0,2017
Sonoma County,California,81.5679359147788,6,97,87.7,7848.0,10.7,75450.0,12.0,41.4,0.4584,120389.0,33.8,9688.0,2334.0,71769.0,377401.0,500943.0,20245.0,132018.0,5.9,6908.0,190058.0,2017
Stanislaus County,California,77.7149198210095,6,99,77.8,15121.0,17.2,73534.0,13.3,33.9,0.4493,127189.0,16.7,14373.0,2786.0,54260.0,400661.0,535684.0,19857.0,240816.0,11.8,8642.0,171324.0,2017
Sutter County,California,78.3763386412633,6,101,78.7,1970.0,16.7,13831.0,13.8,35.7,0.4488,23496.0,17.5,2301.0,571.0,54347.0,67211.0,95583.0,2860.0,28910.0,10.5,1551.0,32188.0,2017
Tehama County,California,76.9976036049311,6,103,84.0,379.0,20.9,7778.0,20.6,41.1,0.4513,16214.0,14.4,1485.0,554.0,42512.0,54371.0,63247.0,2149.0,15316.0,10.1,1106.0,23712.0,2017
Trinity County,California,76.3456287127584,6,105,89.8,104.0,19.9,1704.0,23.2,51.4,0.4665,3428.0,19.5,327.0,98.0,36563.0,11284.0,13037.0,495.0,937.0,9.6,200.0,5462.0,2017
Tulare County,California,77.9753506021237,6,107,68.6,7177.0,27.1,59169.0,12.3,30.6,0.4682,105173.0,13.8,13967.0,2090.0,44871.0,361911.0,458809.0,15351.0,291867.0,10.0,6389.0,135144.0,2017
Tuolumne County,California,78.5900358024682,6,109,90.7,975.0,13.6,6809.0,19.0,48.6,0.4755,14269.0,20.6,861.0,501.0,54325.0,47181.0,53899.0,1620.0,6385.0,7.9,541.0,22267.0,2017
Ventura County,California,81.841533815838,6,111,84.0,14805.0,10.3,99368.0,10.9,37.5,0.4478,198226.0,32.6,15737.0,3344.0,81972.0,677010.0,847834.0,26328.0,358244.0,6.6,8592.0,270046.0,2017
Yolo County,California,80.9056635823379,6,113,86.1,5301.0,19.4,35036.0,9.9,30.9,0.4905,45369.0,40.6,4007.0,702.0,61621.0,142841.0,212605.0,10318.0,66787.0,7.2,4955.0,72845.0,2017
Yuba County,California,75.8408352670592,6,115,82.1,2484.0,18.5,10817.0,16.6,32.4,0.4269,18363.0,16.4,2076.0,518.0,51776.0,54601.0,74644.0,2608.0,20479.0,9.9,1453.0,25880.0,2017
Alamosa County,Colorado,75.8311324798402,8,3,83.1,408.0,27.8,2606.0,19.3,30.3,0.4846,3714.0,26.2,385.0,143.0,36315.0,14071.0,16345.0,486.0,7488.0,9.9,410.0,6049.0,2017
Archuleta County,Colorado,81.6145512749235,8,7,90.5,176.0,11.6,1477.0,13.9,49.8,0.4401,3680.0,37.0,173.0,41.0,48016.0,10587.0,12592.0,262.0,2309.0,5.4,13.0,5553.0,2017
