County,State,mean_life_expectancy,State_FIPS,County_FIPS,Black Population,High School Degree or Higher (%),Poverty Rate,Disability Rate,Rent Denominator,Gini Index,Median Age,Bachelor's Degree or Higher (%),Total Families,Total Families (Single Mother),Median Household Income,No Vehicle (Owner),Hispanic Population,Rent Burden Count (+50%),Total Population,White Population,No Vehicle (Renter),Unemployment Rate,Total Occupied Households,Year
Cleburne County,Arkansas,75.8127585008705,5,23,143.0,83.3,15.5,18.3,2558.0,0.4727,47.9,15.4,7083.0,562.0,41717.0,170.0,615.0,381.0,25587.0,24850.0,137.0,8.5,10360.0,2016
Cleveland County,Arkansas,74.8939886154834,5,25,885.0,86.1,20.0,22.6,823.0,0.4317,42.5,15.7,2419.0,288.0,42429.0,87.0,189.0,88.0,8421.0,7299.0,75.0,8.9,3342.0,2016
Columbia County,Arkansas,74.0855795655613,5,27,8420.0,85.2,24.9,18.5,3222.0,0.463,36.0,21.9,6411.0,917.0,36507.0,170.0,619.0,412.0,24168.0,14506.0,436.0,9.3,9518.0,2016
Conway County,Arkansas,74.754414371743,5,29,2490.0,85.0,21.5,20.9,2291.0,0.4702,41.0,16.9,5594.0,618.0,38266.0,188.0,790.0,514.0,21060.0,17959.0,365.0,7.2,8360.0,2016
Craighead County,Arkansas,76.0817250967884,5,31,14233.0,88.0,18.9,17.7,16041.0,0.4762,33.9,25.4,25935.0,3414.0,43892.0,522.0,4856.0,3693.0,102884.0,83094.0,2373.0,6.3,39042.0,2016
Crawford County,Arkansas,75.6766406592927,5,33,825.0,85.3,18.8,18.8,5557.0,0.4387,38.8,13.5,17788.0,1558.0,41792.0,349.0,4328.0,1160.0,61927.0,55876.0,560.0,7.1,23548.0,2016
Crittenden County,Arkansas,72.5637861678559,5,35,25110.0,81.8,24.6,17.5,7931.0,0.4512,34.7,17.4,12288.0,2660.0,39407.0,348.0,1151.0,1947.0,49511.0,22338.0,1652.0,9.1,18496.0,2016
Cross County,Arkansas,73.2244878594942,5,37,4033.0,80.7,19.8,21.9,2279.0,0.4626,40.3,14.7,4729.0,510.0,39306.0,127.0,322.0,431.0,17329.0,12940.0,408.0,7.5,6703.0,2016
Dallas County,Arkansas,73.4422555480321,5,39,3179.0,83.4,14.7,24.9,1060.0,0.3892,43.4,12.7,2059.0,216.0,35745.0,153.0,229.0,150.0,7738.0,4256.0,245.0,7.1,3222.0,2016
Desha County,Arkansas,72.6462159118589,5,41,5837.0,76.1,32.0,20.6,2299.0,0.4747,39.3,13.2,3297.0,583.0,26519.0,190.0,642.0,479.0,12234.0,5993.0,520.0,12.8,5224.0,2016
Drew County,Arkansas,75.1951468080834,5,43,5369.0,81.7,27.7,21.7,2641.0,0.4903,36.8,19.8,4682.0,566.0,33092.0,82.0,551.0,778.0,18688.0,12728.0,257.0,12.9,7094.0,2016
Faulkner County,Arkansas,76.4874032503551,5,45,13464.0,91.1,16.1,12.7,16401.0,0.4488,31.9,29.1,28640.0,2544.0,50872.0,540.0,4754.0,3809.0,120417.0,100659.0,1636.0,5.8,43451.0,2016
Franklin County,Arkansas,74.4845723172756,5,47,164.0,81.1,21.1,19.9,1820.0,0.4239,41.0,13.0,4614.0,260.0,39482.0,92.0,501.0,540.0,17799.0,16789.0,204.0,8.8,6779.0,2016
Fulton County,Arkansas,74.9094662928843,5,49,9.0,83.9,23.2,25.4,1178.0,0.4171,48.2,11.0,3812.0,301.0,35593.0,50.0,158.0,257.0,12186.0,11760.0,218.0,7.3,5240.0,2016
Garland County,Arkansas,74.6472657226993,5,51,7959.0,88.4,20.6,19.2,13585.0,0.4851,44.1,20.6,25643.0,2991.0,40011.0,666.0,5064.0,3680.0,97119.0,83060.0,2452.0,9.1,40353.0,2016
Grant County,Arkansas,75.4770090781045,5,53,788.0,90.0,13.0,17.1,1405.0,0.4477,39.3,19.8,5036.0,363.0,49195.0,74.0,168.0,222.0,18046.0,16935.0,101.0,8.0,6869.0,2016
Greene County,Arkansas,74.1589164965496,5,55,411.0,85.3,17.7,20.6,5631.0,0.4325,38.2,16.4,11724.0,954.0,42755.0,251.0,1144.0,1052.0,43745.0,41969.0,328.0,8.2,16766.0,2016
Hempstead County,Arkansas,75.1979646501176,5,57,6737.0,78.7,26.7,20.1,2490.0,0.4469,38.5,12.6,5257.0,759.0,34072.0,175.0,2782.0,475.0,22208.0,13986.0,389.0,8.3,7729.0,2016
Hot Spring County,Arkansas,74.4999020548917,5,59,3770.0,85.9,17.0,24.2,3305.0,0.4431,40.9,13.5,8824.0,888.0,42589.0,266.0,1093.0,819.0,33440.0,28677.0,347.0,6.8,12226.0,2016
Howard County,Arkansas,73.932743414837,5,61,2839.0,79.4,19.6,17.3,1678.0,0.5215,38.6,15.7,3531.0,598.0,34672.0,91.0,1538.0,246.0,13487.0,9094.0,344.0,7.4,5068.0,2016
Independence County,Arkansas,75.597642844104,5,63,722.0,84.5,19.2,18.5,4069.0,0.467,39.2,17.6,9773.0,721.0,37592.0,242.0,2221.0,651.0,37030.0,34268.0,532.0,6.7,14316.0,2016
Izard County,Arkansas,75.3232023880092,5,65,166.0,83.9,22.0,22.4,1183.0,0.4192,48.1,12.4,3541.0,147.0,35188.0,146.0,254.0,173.0,13461.0,13044.0,166.0,9.6,5349.0,2016
Jackson County,Arkansas,73.2755006173174,5,67,2997.0,76.6,27.1,22.1,1954.0,0.5096,40.8,8.6,3767.0,368.0,31245.0,93.0,469.0,400.0,17495.0,13874.0,409.0,7.7,6219.0,2016
Jefferson County,Arkansas,73.3573657986794,5,69,40617.0,84.3,25.5,19.4,10379.0,0.471,38.7,17.0,17021.0,2832.0,36377.0,782.0,1369.0,2798.0,72385.0,29613.0,1699.0,9.7,27660.0,2016
Johnson County,Arkansas,75.708328154088,5,71,460.0,79.0,21.4,17.0,2861.0,0.463,38.0,15.9,6811.0,507.0,34031.0,188.0,3474.0,609.0,26025.0,24004.0,429.0,5.7,10014.0,2016
Lafayette County,Arkansas,74.1087285476435,5,73,2763.0,80.2,26.4,23.7,818.0,0.5885,45.3,13.7,1820.0,239.0,29882.0,80.0,71.0,168.0,7127.0,4291.0,229.0,11.1,2947.0,2016
Lawrence County,Arkansas,73.8666511091755,5,75,122.0,81.7,23.6,22.1,2135.0,0.438,41.8,13.4,4437.0,328.0,33381.0,80.0,209.0,423.0,16915.0,16436.0,319.0,8.2,6603.0,2016
Lee County,Arkansas,73.2898101789483,5,77,5615.0,69.3,30.1,27.2,1590.0,0.5081,40.9,8.2,2172.0,311.0,25724.0,123.0,144.0,357.0,9781.0,4090.0,448.0,16.4,3541.0,2016
Lincoln County,Arkansas,74.8737212942846,5,79,4337.0,79.1,23.3,22.3,1113.0,0.4611,37.6,7.8,2842.0,345.0,32369.0,141.0,501.0,212.0,13935.0,9275.0,212.0,11.6,3940.0,2016
Little River County,Arkansas,74.0887659563583,5,81,2644.0,86.0,19.4,20.6,1445.0,0.4288,41.6,9.7,3311.0,432.0,35396.0,73.0,404.0,146.0,12616.0,9285.0,247.0,8.8,5191.0,2016
Logan County,Arkansas,74.3392486202055,5,83,381.0,82.8,19.0,21.3,2145.0,0.4578,42.8,13.0,5880.0,514.0,36463.0,150.0,593.0,316.0,21935.0,20421.0,339.0,8.1,8401.0,2016
Lonoke County,Arkansas,74.8597538055158,5,85,4201.0,88.1,12.1,14.2,7936.0,0.387,35.8,19.5,19316.0,1861.0,56156.0,353.0,2895.0,1195.0,71279.0,63610.0,1036.0,5.6,25993.0,2016
Madison County,Arkansas,75.3760684364268,5,87,110.0,80.4,18.1,17.9,1538.0,0.4712,42.3,11.3,4612.0,312.0,39839.0,129.0,827.0,146.0,15761.0,14951.0,123.0,5.2,6279.0,2016
Marion County,Arkansas,75.2302699143187,5,89,59.0,86.0,19.9,24.1,1402.0,0.4266,51.5,15.3,4585.0,287.0,33726.0,133.0,344.0,210.0,16404.0,15848.0,245.0,10.0,6667.0,2016
Miller County,Arkansas,74.464750313759,5,91,10991.0,85.5,20.6,17.7,5974.0,0.4429,37.6,14.5,11109.0,1466.0,39955.0,463.0,1266.0,1422.0,43666.0,31082.0,793.0,8.6,17003.0,2016
Mississippi County,Arkansas,71.5808568937905,5,93,15404.0,80.4,25.5,20.6,7279.0,0.4665,35.9,12.6,11144.0,1906.0,35003.0,470.0,1725.0,1661.0,44199.0,27013.0,1028.0,10.9,16835.0,2016
Monroe County,Arkansas,72.5512464018065,5,95,3081.0,78.2,28.6,24.0,1193.0,0.4698,45.5,9.1,1990.0,301.0,31541.0,116.0,181.0,261.0,7542.0,4226.0,361.0,10.7,3306.0,2016
Montgomery County,Arkansas,75.7333292628795,5,97,53.0,79.8,18.8,28.7,751.0,0.4177,49.2,12.5,2532.0,88.0,35103.0,100.0,355.0,101.0,9100.0,8434.0,119.0,4.5,3735.0,2016
Nevada County,Arkansas,74.1305169224004,5,99,2945.0,83.1,30.8,23.7,997.0,0.4539,44.0,15.1,2144.0,120.0,30750.0,110.0,26.0,144.0,8668.0,5547.0,186.0,7.2,3509.0,2016
Newton County,Arkansas,76.8481553354379,5,101,0.0,80.4,21.6,22.1,483.0,0.4366,47.9,14.8,2174.0,108.0,33176.0,68.0,86.0,51.0,7988.0,7631.0,34.0,5.1,3243.0,2016
Ouachita County,Arkansas,72.9330993978912,5,103,10072.0,86.2,24.5,19.8,3332.0,0.4813,42.8,16.6,6543.0,910.0,31233.0,320.0,494.0,745.0,24728.0,14168.0,657.0,7.9,10313.0,2016
Perry County,Arkansas,74.9408602678681,5,105,275.0,82.2,17.8,22.2,764.0,0.4374,43.7,10.6,2718.0,132.0,45819.0,62.0,243.0,115.0,10246.0,9547.0,102.0,7.4,3730.0,2016
Phillips County,Arkansas,71.0370074249924,5,107,12410.0,76.4,33.5,22.8,4070.0,0.4994,37.3,11.7,4869.0,1117.0,26829.0,225.0,332.0,948.0,19929.0,7245.0,1088.0,17.6,7953.0,2016
Pike County,Arkansas,74.8391656898764,5,109,334.0,81.4,18.5,27.1,1073.0,0.4432,41.4,14.8,2952.0,232.0,34519.0,80.0,727.0,196.0,11017.0,9816.0,152.0,5.6,4298.0,2016
Poinsett County,Arkansas,71.2771472412706,5,111,1448.0,78.7,22.1,23.2,3581.0,0.4138,39.9,9.6,6572.0,833.0,35163.0,171.0,665.0,541.0,24131.0,21558.0,579.0,6.8,9471.0,2016
Polk County,Arkansas,74.8970397900164,5,113,77.0,84.3,25.2,24.4,1822.0,0.4247,44.1,12.3,5204.0,461.0,33202.0,145.0,1278.0,308.0,20290.0,18788.0,289.0,8.7,7925.0,2016
Pope County,Arkansas,76.4300136434993,5,115,1888.0,83.5,19.6,15.5,7537.0,0.4534,34.9,21.3,14943.0,1440.0,40534.0,328.0,5175.0,1388.0,63107.0,57527.0,900.0,7.1,22919.0,2016
Prairie County,Arkansas,75.5071739186967,5,117,1114.0,82.4,19.8,22.6,1177.0,0.4267,45.4,13.0,2517.0,289.0,37500.0,70.0,34.0,158.0,8334.0,7103.0,176.0,6.7,3846.0,2016
Pulaski County,Arkansas,75.8807017523375,5,119,140671.0,90.1,18.0,13.9,63790.0,0.492,36.5,32.9,93671.0,13569.0,47101.0,2564.0,23294.0,14912.0,391806.0,226711.0,8763.0,6.4,155440.0,2016
Randolph County,Arkansas,74.4503944893886,5,121,184.0,83.3,19.6,20.7,2032.0,0.4498,42.9,13.7,5076.0,437.0,36318.0,135.0,312.0,358.0,17584.0,16981.0,363.0,4.1,7318.0,2016
Saint Francis County,Arkansas,74.2814678477732,5,123,14335.0,78.0,24.6,20.1,3924.0,0.4488,38.0,10.4,5734.0,749.0,35066.0,249.0,1260.0,683.0,27023.0,11497.0,829.0,11.0,9308.0,2016
Saline County,Arkansas,77.1945795984751,5,125,6989.0,89.3,8.5,16.7,9544.0,0.3869,39.2,24.5,30323.0,2320.0,57632.0,586.0,4895.0,1354.0,115577.0,104154.0,1025.0,4.7,42633.0,2016
Scott County,Arkansas,74.7762367047787,5,127,14.0,76.4,20.9,18.4,1087.0,0.4305,42.0,10.6,2805.0,291.0,37861.0,77.0,786.0,227.0,10661.0,9590.0,279.0,11.9,3965.0,2016
Searcy County,Arkansas,75.209341850468,5,129,34.0,84.6,20.7,22.5,644.0,0.4625,47.5,14.4,2147.0,86.0,35542.0,101.0,107.0,93.0,7938.0,7489.0,77.0,4.2,3194.0,2016
Sebastian County,Arkansas,75.7412578528108,5,131,8397.0,82.5,22.2,18.3,20339.0,0.4911,37.1,18.8,32468.0,3616.0,40023.0,728.0,17041.0,4684.0,127351.0,101395.0,3156.0,5.4,50437.0,2016
Sevier County,Arkansas,75.0335734317659,5,133,858.0,69.6,22.4,12.8,1547.0,0.4066,35.2,9.4,4229.0,455.0,38956.0,124.0,5560.0,243.0,17193.0,11237.0,163.0,6.8,6005.0,2016
Sharp County,Arkansas,73.8718009909941,5,135,55.0,83.2,22.2,22.2,1793.0,0.4777,47.9,10.1,4396.0,368.0,31068.0,117.0,355.0,396.0,17027.0,16294.0,278.0,7.9,7320.0,2016
Stone County,Arkansas,75.9810049570156,5,137,10.0,76.5,23.6,23.6,1204.0,0.486,49.1,14.4,3246.0,182.0,30486.0,91.0,213.0,167.0,12503.0,12080.0,175.0,8.1,4966.0,2016
Union County,Arkansas,73.1547114216788,5,139,13299.0,83.7,20.7,18.8,4673.0,0.4697,39.5,19.2,10992.0,1460.0,39836.0,373.0,1486.0,1102.0,40334.0,26064.0,611.0,9.0,16383.0,2016
Van Buren County,Arkansas,76.1235890134709,5,141,91.0,84.3,18.5,22.2,1473.0,0.4445,47.2,13.6,4552.0,308.0,34576.0,157.0,488.0,238.0,16892.0,16151.0,224.0,11.9,6825.0,2016
Washington County,Arkansas,77.842915624892,5,143,7585.0,84.2,19.0,10.4,38796.0,0.4931,31.4,31.2,51445.0,4687.0,45442.0,1357.0,35554.0,7577.0,219930.0,172215.0,3569.0,5.2,83467.0,2016
White County,Arkansas,75.2602189004461,5,145,3357.0,84.0,17.7,16.1,9409.0,0.4686,36.1,19.3,20613.0,2225.0,42197.0,516.0,3214.0,1911.0,78823.0,72140.0,1026.0,6.3,29108.0,2016
Woodruff County,Arkansas,72.6191345768075,5,147,1831.0,75.5,24.1,24.6,1036.0,0.4724,43.8,10.2,1810.0,291.0,30383.0,106.0,43.0,198.0,6873.0,4801.0,273.0,12.3,2919.0,2016
Yell County,Arkansas,74.3789291508417,5,149,590.0,77.9,17.5,20.3,2344.0,0.4231,39.3,14.4,5432.0,635.0,39323.0,108.0,4191.0,421.0,21716.0,17708.0,270.0,6.8,7492.0,2016
Alameda County,California,82.1501481156434,6,1,182092.0,87.3,12.0,9.6,267659.0,0.4688,37.2,43.9,375294.0,31939.0,79831.0,9112.0,362070.0,66689.0,1605217.0,703973.0,47838.0,7.1,564293.0,2016
Alpine County,California,78.7141694777777,6,3,10.0,91.1,18.9,23.4,63.0,0.5054,42.8,29.7,236.0,13.0,62375.0,11.0,92.0,12.0,1184.0,857.0,3.0,11.8,343.0,2016
Amador County,California,79.6289913494107,6,5,898.0,88.3,11.2,19.1,3470.0,0.4355,50.3,21.5,9646.0,618.0,57032.0,270.0,4822.0,1025.0,36963.0,32039.0,269.0,11.6,14248.0,2016
Butte County,California,77.5105736588065,6,7,3366.0,88.3,21.3,17.2,35454.0,0.4816,36.9,26.1,50904.0,4460.0,44366.0,1493.0,34503.0,11534.0,223877.0,186105.0,4485.0,10.7,85505.0,2016
Calaveras County,California,79.3962210334918,6,9,258.0,90.4,12.7,20.2,4070.0,0.4648,51.2,20.2,11986.0,671.0,53502.0,366.0,5028.0,984.0,44787.0,41304.0,345.0,9.6,17713.0,2016
Colusa County,California,79.8683726910953,6,11,222.0,68.1,13.5,12.6,2473.0,0.4563,34.7,14.4,5390.0,418.0,54946.0,121.0,12351.0,432.0,21361.0,18721.0,156.0,8.7,6962.0,2016
Contra Costa County,California,81.820905224195,6,13,97032.0,89.1,10.2,11.0,137485.0,0.4679,39.1,40.3,276292.0,23421.0,82881.0,6221.0,277676.0,34912.0,1107925.0,661857.0,16639.0,7.7,387540.0,2016
Del Norte County,California,75.3686655248315,6,15,642.0,82.2,21.7,22.5,3695.0,0.4748,38.1,14.9,5774.0,824.0,42363.0,347.0,5326.0,960.0,27628.0,21485.0,614.0,10.4,9443.0,2016
El Dorado County,California,81.4317611841157,6,17,1784.0,92.6,9.8,13.2,16914.0,0.4578,45.2,33.0,47835.0,3022.0,72586.0,1416.0,22868.0,4040.0,183000.0,159165.0,1777.0,9.6,67528.0,2016
Fresno County,California,78.4598027402172,6,19,48434.0,73.8,26.9,12.5,142229.0,0.4799,31.6,19.7,217545.0,32510.0,45963.0,4320.0,501136.0,43529.0,963160.0,593119.0,23078.0,11.9,299456.0,2016
Glenn County,California,77.4678250112228,6,21,195.0,72.5,20.3,17.7,4166.0,0.4792,36.9,12.7,6830.0,644.0,41699.0,176.0,11255.0,1004.0,27976.0,23493.0,519.0,9.9,9801.0,2016
Humboldt County,California,76.7743480124378,6,23,1603.0,90.3,21.0,16.9,23987.0,0.4592,37.6,28.2,30516.0,3398.0,42685.0,961.0,14530.0,7455.0,135182.0,109778.0,3133.0,9.5,53689.0,2016
Imperial County,California,80.7733344280559,6,25,4856.0,67.0,24.1,14.3,20256.0,0.4669,32.2,14.0,35375.0,4660.0,42560.0,1012.0,147880.0,5571.0,178807.0,124349.0,2659.0,17.1,45800.0,2016
Inyo County,California,79.2496428941011,6,27,180.0,88.5,10.8,13.6,2769.0,0.4177,45.4,24.5,4519.0,510.0,47278.0,176.0,3867.0,513.0,18326.0,15003.0,485.0,6.3,7973.0,2016
Kern County,California,77.1131579275637,6,29,48264.0,73.6,23.1,11.0,113028.0,0.4603,31.2,15.7,196707.0,26086.0,49788.0,3844.0,449747.0,30411.0,871337.0,647832.0,14602.0,11.9,262337.0,2016
Kings County,California,79.3576346699736,6,31,9596.0,72.9,21.6,11.6,20865.0,0.4502,31.4,12.8,31674.0,4846.0,47241.0,591.0,79862.0,4851.0,150261.0,100728.0,2398.0,11.7,41845.0,2016
Lake County,California,74.8583185356204,6,33,1395.0,83.7,24.6,21.5,9646.0,0.4691,45.8,16.2,15738.0,2088.0,36132.0,668.0,12086.0,3031.0,64076.0,50491.0,1345.0,13.7,26194.0,2016
Lassen County,California,78.1832914319916,6,35,2845.0,81.4,16.2,18.6,3365.0,0.4321,36.4,12.5,5969.0,428.0,51457.0,179.0,5880.0,786.0,31945.0,25461.0,434.0,9.4,9501.0,2016
Los Angeles County,California,81.5672419912865,6,37,831313.0,77.7,17.8,9.9,1782269.0,0.5023,35.8,30.8,2196172.0,238532.0,57952.0,44568.0,4861648.0,544541.0,10057155.0,5283457.0,265638.0,8.9,3281845.0,2016
Madera County,California,78.9932943575827,6,39,5102.0,71.7,22.1,12.7,17116.0,0.4567,33.5,13.1,33613.0,4096.0,45742.0,610.0,86265.0,3824.0,153366.0,121146.0,2262.0,8.2,43574.0,2016
Marin County,California,84.5696953393942,6,41,6075.0,93.1,8.1,9.0,38200.0,0.5251,45.7,57.1,64449.0,4410.0,100310.0,1596.0,40943.0,10061.0,259358.0,204928.0,3901.0,5.1,104400.0,2016
Mariposa County,California,80.0692648230514,6,43,226.0,89.5,16.3,17.8,2203.0,0.4562,50.6,22.6,4854.0,261.0,49265.0,63.0,1789.0,527.0,17645.0,15542.0,144.0,9.8,7255.0,2016
Mendocino County,California,78.5297725160372,6,45,564.0,86.5,20.2,16.9,14830.0,0.4876,42.3,24.1,20233.0,2072.0,43510.0,564.0,20955.0,4794.0,87409.0,72347.0,2066.0,11.0,34594.0,2016
Merced County,California,78.5160140959399,6,47,8902.0,68.6,24.2,15.3,37381.0,0.4589,30.6,13.7,60009.0,9149.0,44397.0,1249.0,152475.0,9343.0,265001.0,155239.0,4715.0,15.7,78270.0,2016
Modoc County,California,77.3676287645249,6,49,82.0,86.4,16.9,19.9,930.0,0.4221,47.1,18.3,2182.0,190.0,41194.0,108.0,1335.0,218.0,9033.0,8151.0,32.0,6.8,3670.0,2016
Mono County,California,84.9099794657506,6,51,90.0,84.0,8.8,7.0,2217.0,0.3729,38.9,30.6,2708.0,116.0,58937.0,32.0,3865.0,189.0,14051.0,11917.0,171.0,8.0,4950.0,2016
Monterey County,California,81.9215612488998,6,53,11488.0,70.9,16.1,9.2,63315.0,0.4586,33.7,23.6,91151.0,9624.0,60889.0,1439.0,247084.0,15523.0,430201.0,300610.0,4650.0,6.9,125916.0,2016
Napa County,California,81.1717905624185,6,55,2943.0,83.9,8.8,11.1,18964.0,0.4712,40.7,33.0,33965.0,2670.0,74609.0,750.0,47164.0,4069.0,140823.0,103119.0,1730.0,6.6,49375.0,2016
Nevada County,California,81.0737790934898,6,57,495.0,93.3,12.1,14.8,11305.0,0.4514,49.5,34.4,25777.0,1600.0,57429.0,596.0,9019.0,2847.0,98639.0,90973.0,1280.0,8.8,40587.0,2016
Orange County,California,82.5515884259936,6,59,51519.0,84.5,12.5,8.5,435506.0,0.4697,37.3,38.4,733815.0,56850.0,78145.0,13296.0,1070553.0,122448.0,3132211.0,1974749.0,34200.0,6.8,1017012.0,2016
Placer County,California,81.6415657950364,6,61,5473.0,94.2,8.7,11.0,40906.0,0.446,41.5,36.9,95580.0,7106.0,76926.0,1653.0,49904.0,10326.0,370571.0,308414.0,3739.0,7.0,136730.0,2016
Plumas County,California,78.4309252153192,6,63,26.0,91.9,12.8,20.5,2409.0,0.4653,51.7,21.9,4899.0,361.0,50125.0,192.0,1578.0,548.0,18754.0,16800.0,354.0,11.8,8376.0,2016
Riverside County,California,80.3460832691874,6,65,145025.0,80.5,16.5,11.3,250792.0,0.4478,34.8,21.2,518922.0,50477.0,57972.0,10869.0,1102968.0,73634.0,2323892.0,1470294.0,22665.0,11.3,705716.0,2016
Sacramento County,California,79.0908345914297,6,67,146464.0,86.8,17.9,12.7,236218.0,0.4598,35.7,29.3,347087.0,41736.0,57509.0,7186.0,332967.0,65289.0,1479300.0,876485.0,32221.0,10.2,527335.0,2016
San Benito County,California,81.7030195794554,6,69,440.0,78.3,10.8,9.4,6566.0,0.406,35.1,19.0,13979.0,1344.0,73814.0,112.0,33864.0,1465.0,58051.0,48662.0,348.0,10.8,17390.0,2016
San Bernardino County,California,78.3619715863638,6,71,180733.0,78.8,19.1,10.9,253346.0,0.4442,32.7,19.3,469329.0,56609.0,54469.0,9823.0,1089104.0,75140.0,2106754.0,1306582.0,25097.0,11.0,618922.0,2016
San Diego County,California,81.6053443891293,6,73,163928.0,86.4,14.0,9.9,521493.0,0.4662,35.3,36.5,739580.0,68465.0,66529.0,13844.0,1076319.0,141431.0,3253356.0,2310046.0,50348.0,7.8,1103128.0,2016
San Francisco County,California,82.9715287689956,6,75,45607.0,87.4,12.5,10.6,225466.0,0.5188,38.4,54.8,165652.0,10316.0,87701.0,13936.0,129898.0,45811.0,850282.0,409355.0,94455.0,6.2,356797.0,2016
San Joaquin County,California,78.1059218431169,6,77,49874.0,78.0,17.8,12.2,98257.0,0.4525,33.7,18.2,165882.0,19395.0,55045.0,3006.0,289329.0,27776.0,714860.0,403016.0,12332.0,11.9,221707.0,2016
San Luis Obispo County,California,81.2878144166655,6,79,5516.0,90.1,14.2,11.0,42780.0,0.4516,39.0,34.1,66178.0,4643.0,64014.0,1774.0,61095.0,11940.0,278680.0,238145.0,3242.0,5.5,104404.0,2016
San Mateo County,California,84.0123323762231,6,81,18533.0,88.6,7.7,8.3,106666.0,0.486,39.5,47.1,180407.0,11585.0,98546.0,3862.0,189305.0,25688.0,754748.0,404461.0,10068.0,5.6,261010.0,2016
Santa Barbara County,California,81.6454722199999,6,83,8878.0,80.1,15.9,9.7,68611.0,0.4813,33.7,32.2,93928.0,8964.0,65161.0,1569.0,195021.0,19726.0,439395.0,325664.0,7732.0,7.2,143051.0,2016
Santa Clara County,California,83.9160943086229,6,85,48003.0,87.1,9.3,7.8,272324.0,0.4666,36.8,49.1,450869.0,29608.0,101173.0,7770.0,496591.0,62139.0,1885056.0,883775.0,24353.0,6.6,626579.0,2016
Santa Cruz County,California,81.9961564120804,6,87,2374.0,86.3,15.1,10.0,40209.0,0.4754,37.0,39.0,59553.0,4872.0,70088.0,1422.0,89587.0,12739.0,270931.0,214929.0,4196.0,7.3,95062.0,2016
Shasta County,California,75.8154731112947,6,89,1759.0,90.0,17.5,18.3,26421.0,0.4541,42.3,20.1,44734.0,4177.0,45582.0,1261.0,16703.0,7457.0,179228.0,155944.0,3326.0,8.7,69713.0,2016
Sierra County,California,78.6673415441736,6,91,2.0,89.0,11.3,18.5,251.0,0.4724,55.2,19.8,781.0,15.0,43984.0,8.0,305.0,33.0,2931.0,2809.0,26.0,3.9,1275.0,2016
Siskiyou County,California,76.2815852028519,6,93,709.0,88.6,22.0,20.3,6922.0,0.4588,47.9,22.2,11736.0,941.0,38524.0,289.0,5100.0,2030.0,43668.0,37355.0,1195.0,11.7,19045.0,2016
Solano County,California,79.6679789808252,6,95,60716.0,87.5,12.7,12.1,59232.0,0.4277,37.5,25.1,104617.0,11850.0,69227.0,2123.0,109287.0,16448.0,429596.0,227173.0,6200.0,10.0,145315.0,2016
Sonoma County,California,81.4949042107213,6,97,7848.0,87.2,11.2,11.9,76269.0,0.4593,41.2,33.1,119869.0,10202.0,66833.0,2479.0,129634.0,20854.0,497776.0,378638.0,6659.0,7.0,189043.0,2016
Stanislaus County,California,77.7558204850156,6,99,14505.0,77.6,18.2,13.4,73980.0,0.4504,33.8,16.5,125982.0,14613.0,51591.0,2750.0,234995.0,20701.0,530561.0,396063.0,9061.0,13.8,170328.0,2016
Sutter County,California,78.425992865714,6,101,1861.0,79.2,17.5,13.5,13738.0,0.4593,35.6,17.9,23502.0,2424.0,52943.0,611.0,28485.0,3001.0,95406.0,67721.0,1479.0,11.2,32028.0,2016
Tehama County,California,77.156038711692,6,103,394.0,82.9,21.5,19.9,7929.0,0.4402,40.6,13.8,16133.0,1701.0,40687.0,578.0,14959.0,1906.0,63015.0,54530.0,921.0,12.6,23573.0,2016
Trinity County,California,76.476377604325,6,105,144.0,90.7,20.1,23.5,1772.0,0.4663,50.6,20.1,3450.0,370.0,35270.0,95.0,950.0,464.0,13180.0,11373.0,154.0,9.9,5468.0,2016
Tulare County,California,78.0600422756,6,107,7261.0,68.2,28.3,12.2,58392.0,0.4679,30.4,14.0,104581.0,13843.0,42789.0,2311.0,287144.0,15363.0,455769.0,363181.0,6316.0,10.6,134153.0,2016
Tuolumne County,California,78.5207303713631,6,109,1023.0,89.8,14.2,20.0,7099.0,0.4795,48.2,19.7,14103.0,924.0,50731.0,529.0,6233.0,1738.0,53864.0,47618.0,767.0,11.6,22083.0,2016
Ventura County,California,81.8451328376878,6,111,14847.0,83.4,10.6,10.5,98461.0,0.4456,37.3,32.2,198043.0,16401.0,78593.0,3563.0,353232.0,26718.0,843110.0,669728.0,8425.0,7.5,269338.0,2016
Yolo County,California,80.902034743803,6,113,5161.0,85.6,19.3,10.1,35350.0,0.4879,30.9,40.0,45034.0,4085.0,57663.0,833.0,65448.0,10330.0,209671.0,140668.0,4878.0,7.9,72544.0,2016
Yuba County,California,75.7450257040619,6,115,2260.0,82.2,20.8,16.9,10691.0,0.424,32.2,15.5,18451.0,2242.0,48739.0,499.0,19903.0,2605.0,73897.0,53217.0,1273.0,12.7,25655.0,2016
Alamosa County,Colorado,75.771887610673,8,3,337.0,83.8,31.4,19.1,2562.0,0.4849,30.2,25.8,3652.0,375.0,32385.0,159.0,7470.0,600.0,16353.0,14264.0,402.0,8.7,5946.0,2016
Archuleta County,Colorado,81.6414378243916,8,7,119.0,91.4,11.2,15.0,1359.0,0.4425,49.5,34.9,3495.0,205.0,45607.0,80.0,2290.0,248.0,12355.0,10585.0,49.0,6.7,5382.0,2016
