County,State,mean_life_expectancy,State_FIPS,County_FIPS,high_school_only_percentage
Lafayette County,Missouri,76.9946833235717,29,107,42.7
Lawrence County,Missouri,75.637616668498,29,109,38.7
Lewis County,Missouri,76.6633899321273,29,111,47.0
Lincoln County,Missouri,76.4392221102157,29,113,42.4
Linn County,Missouri,75.9090059889778,29,115,48.8
Livingston County,Missouri,77.1076817066787,29,117,41.3
McDonald County,Missouri,74.1506085795942,29,119,35.5
Macon County,Missouri,76.8082103034532,29,121,44.4
Madison County,Missouri,74.1798669555744,29,123,36.6
Maries County,Missouri,76.8018967094093,29,125,41.9
Marion County,Missouri,76.4760309621211,29,127,38.4
Mercer County,Missouri,78.1201184763289,29,129,47.7
Miller County,Missouri,76.3610301142528,29,131,43.0
Mississippi County,Missouri,73.0614222925145,29,133,39.1
Moniteau County,Missouri,77.8427469694888,29,135,43.7
Monroe County,Missouri,77.9314372486008,29,137,48.0
Montgomery County,Missouri,75.4018806179993,29,139,42.9
Morgan County,Missouri,75.1304778089902,29,141,40.9
New Madrid County,Missouri,72.639795942441,29,143,41.2
Newton County,Missouri,75.9737053299932,29,145,34.3
Nodaway County,Missouri,79.350497632751,29,147,41.2
Oregon County,Missouri,75.1246219997085,29,149,41.8
Osage County,Missouri,78.459699014847,29,151,45.0
Ozark County,Missouri,75.5770517760233,29,153,46.5
Pemiscot County,Missouri,71.0926160349727,29,155,38.0
Perry County,Missouri,77.9157637962601,29,157,46.1
Pettis County,Missouri,76.9851005856482,29,159,32.4
Phelps County,Missouri,76.3605604296482,29,161,33.2
Pike County,Missouri,76.5102635775106,29,163,44.8
Platte County,Missouri,80.4068406101437,29,165,22.2
Polk County,Missouri,76.2086198920621,29,167,37.3
Pulaski County,Missouri,76.2567199287667,29,169,31.0
Putnam County,Missouri,76.7862120780622,29,171,40.2
Ralls County,Missouri,78.547228664935,29,173,49.4
Randolph County,Missouri,75.6923798961096,29,175,37.1
Ray County,Missouri,76.1086006112267,29,177,46.2
Reynolds County,Missouri,74.3460258429374,29,179,42.1
Ripley County,Missouri,73.0307306046915,29,181,40.1
Saint Charles County,Missouri,80.2385629454124,29,183,25.6
Saint Clair County,Missouri,76.1482798217245,29,185,43.6
Sainte Genevieve County,Missouri,78.0732448724097,29,186,42.9
Saint Francois County,Missouri,74.2670325238622,29,187,36.1
Saint Louis County,Missouri,78.304545180462,29,189,21.5
Saline County,Missouri,76.9597178212009,29,195,39.0
Schuyler County,Missouri,77.1266906455237,29,197,41.7
Scotland County,Missouri,77.0819802975309,29,199,42.0
Scott County,Missouri,75.0037671002209,29,201,42.2
Shannon County,Missouri,75.7220915629154,29,203,41.3
Shelby County,Missouri,77.0932374839413,29,205,47.0
Stoddard County,Missouri,74.905059998996,29,207,39.5
Stone County,Missouri,77.8851911888352,29,209,38.9
Sullivan County,Missouri,76.1729793498236,29,211,48.5
Taney County,Missouri,77.1720372389984,29,213,34.6
Texas County,Missouri,76.1836191776279,29,215,43.4
Vernon County,Missouri,75.5919702593861,29,217,41.0
Warren County,Missouri,78.1703536028327,29,219,35.9
Washington County,Missouri,73.3970322681883,29,221,41.2
Wayne County,Missouri,73.9493713102408,29,223,37.0
Webster County,Missouri,77.1514639743976,29,225,38.5
Worth County,Missouri,77.8485881088769,29,227,44.1
Wright County,Missouri,74.3804142044072,29,229,43.1
Saint Louis City,Missouri,74.1606229289921,29,510,22.9
Beaverhead County,Montana,80.3567546460644,30,001,32.1
Big Horn County,Montana,71.8390375254802,30,003,34.0
Blaine County,Montana,75.0203119374401,30,005,29.2
Broadwater County,Montana,79.7607569090247,30,007,37.6
Carbon County,Montana,80.4371995857338,30,009,29.6
Carter County,Montana,79.0737193006343,30,011,36.0
Cascade County,Montana,77.8157844829449,30,013,31.4
Chouteau County,Montana,79.0330161384425,30,015,32.8
Custer County,Montana,77.1146902302252,30,017,30.5
Daniels County,Montana,78.4881065918359,30,019,33.1
Dawson County,Montana,78.3392884985031,30,021,35.8
Deer Lodge County,Montana,76.4084098881533,30,023,38.3
Fallon County,Montana,78.0398156556672,30,025,39.8
Fergus County,Montana,77.7831351339856,30,027,33.1
Flathead County,Montana,79.0696490206195,30,029,29.3
Gallatin County,Montana,81.9260802587179,30,031,19.5
Garfield County,Montana,78.2934668444075,30,033,45.1
Glacier County,Montana,72.2073544092388,30,035,38.8
Granite County,Montana,81.3195482433669,30,039,35.9
Hill County,Montana,76.8848001456293,30,041,28.6
Jefferson County,Montana,78.8171639229031,30,043,27.6
Judith Basin County,Montana,80.3359810265459,30,045,35.0
Lake County,Montana,77.8825747289604,30,047,29.7
Lewis and Clark County,Montana,79.3492080689681,30,049,24.5
Liberty County,Montana,81.4693815671394,30,051,24.6
Lincoln County,Montana,77.8780072541581,30,053,34.7
McCone County,Montana,78.3449203753503,30,055,44.0
Madison County,Montana,80.8280839479865,30,057,34.1
Meagher County,Montana,78.7642613654942,30,059,41.9
Mineral County,Montana,77.4830215533476,30,061,42.6
Missoula County,Montana,79.5679554633963,30,063,22.1
Musselshell County,Montana,76.2500373314585,30,065,42.8
Phillips County,Montana,77.0456003695386,30,071,40.4
Pondera County,Montana,78.0197327181239,30,073,35.7
Powder River County,Montana,79.6313712156185,30,075,30.8
Powell County,Montana,77.2139810296291,30,077,36.6
Prairie County,Montana,77.9667450461633,30,079,41.7
Ravalli County,Montana,79.5217239146147,30,081,32.0
Richland County,Montana,77.3229583318575,30,083,38.5
Roosevelt County,Montana,69.5686256927579,30,085,38.8
Rosebud County,Montana,74.9232638459854,30,087,32.3
Sanders County,Montana,77.7222952098578,30,089,43.5
Sheridan County,Montana,76.7787104225126,30,091,31.0
Silver Bow County,Montana,76.4030271959376,30,093,33.6
Stillwater County,Montana,79.4128800579175,30,095,35.8
Sweet Grass County,Montana,80.7056482859872,30,097,36.8
Teton County,Montana,79.9198387441154,30,099,34.0
Toole County,Montana,77.6961616949182,30,101,35.0
Valley County,Montana,78.0452646203171,30,105,35.6
Wheatland County,Montana,78.5026231700647,30,107,33.1
Wibaux County,Montana,76.9683079438899,30,109,37.5
Yellowstone County,Montana,78.3232377631065,30,111,31.1
Park County,Montana,79.6317288177496,30,067,32.9
Adams County,Nebraska,79.0525155123409,31,001,31.8
Antelope County,Nebraska,80.5511445738499,31,003,33.4
Boone County,Nebraska,80.6610360352255,31,011,38.4
Box Butte County,Nebraska,77.9992431676252,31,013,32.8
Boyd County,Nebraska,78.5176114062662,31,015,40.5
Brown County,Nebraska,79.8902058490869,31,017,39.8
Buffalo County,Nebraska,80.3288917068739,31,019,25.1
Burt County,Nebraska,78.1762292069221,31,021,37.9
Butler County,Nebraska,78.835044248591,31,023,38.8
Cass County,Nebraska,78.9129758509613,31,025,32.9
Cedar County,Nebraska,80.5415516276861,31,027,37.7
Chase County,Nebraska,78.5440018794425,31,029,29.4
Cherry County,Nebraska,78.7648341079006,31,031,32.9
Cheyenne County,Nebraska,79.0538103484725,31,033,26.4
Clay County,Nebraska,78.3495560556217,31,035,35.0
Colfax County,Nebraska,80.1515415245986,31,037,31.5
Cuming County,Nebraska,81.355503607122,31,039,38.2
Custer County,Nebraska,79.2227964200196,31,041,32.6
Dakota County,Nebraska,78.0846377526437,31,043,35.9
Dawes County,Nebraska,79.3299559361499,31,045,26.9
Dawson County,Nebraska,78.9843453820713,31,047,31.5
Deuel County,Nebraska,78.5743904886826,31,049,32.5
Dixon County,Nebraska,79.2246186182312,31,051,36.9
Dodge County,Nebraska,78.0694961678048,31,053,35.8
Douglas County,Nebraska,78.8066749887246,31,055,21.7
Dundy County,Nebraska,77.8723285113915,31,057,32.4
Fillmore County,Nebraska,78.2123606646124,31,059,38.2
Franklin County,Nebraska,78.4692012525898,31,061,37.4
Frontier County,Nebraska,82.0839954600604,31,063,33.6
Furnas County,Nebraska,78.0169715047797,31,065,32.7
Gage County,Nebraska,77.887071724208,31,067,35.3
Garden County,Nebraska,78.1623373928932,31,069,30.4
Garfield County,Nebraska,79.0542467878298,31,071,36.9
Gosper County,Nebraska,80.1522953509518,31,073,34.6
Greeley County,Nebraska,80.3497848679456,31,077,38.9
Hall County,Nebraska,78.5644559316674,31,079,30.9
Hamilton County,Nebraska,80.393687464157,31,081,31.9
Harlan County,Nebraska,79.6448789596166,31,083,36.1
Hitchcock County,Nebraska,78.1682464665856,31,087,37.3
Holt County,Nebraska,79.6817846545537,31,089,35.5
Howard County,Nebraska,79.8490732094202,31,093,40.1
Jefferson County,Nebraska,77.8250846251041,31,095,39.1
Johnson County,Nebraska,78.0489404720564,31,097,41.0
Kearney County,Nebraska,79.1345955364172,31,099,34.5
Keith County,Nebraska,78.6750105127267,31,101,34.4
Kimball County,Nebraska,77.3624201193175,31,105,34.8
Knox County,Nebraska,79.2064207818246,31,107,36.0
Lancaster County,Nebraska,80.2467379200379,31,109,22.3
Lincoln County,Nebraska,78.7122435968011,31,111,30.0
Madison County,Nebraska,78.6845729335245,31,119,29.9
Merrick County,Nebraska,79.117684998026,31,121,34.7
Morrill County,Nebraska,77.7101669082474,31,123,31.8
Nance County,Nebraska,77.4915631208253,31,125,37.4
Nemaha County,Nebraska,78.191002715473,31,127,32.8
Nuckolls County,Nebraska,79.0048432194606,31,129,43.6
Otoe County,Nebraska,79.2029892243117,31,131,37.8
Pawnee County,Nebraska,79.1203572107815,31,133,43.8
Perkins County,Nebraska,80.0408749926605,31,135,31.0
Phelps County,Nebraska,79.3821272829162,31,137,32.7
Pierce County,Nebraska,80.0853531041232,31,139,35.0
Platte County,Nebraska,80.4192959668295,31,141,31.2
Polk County,Nebraska,80.238782508351,31,143,32.1
Red Willow County,Nebraska,78.5996151257166,31,145,35.3
Richardson County,Nebraska,77.5540894205444,31,147,38.3
Rock County,Nebraska,78.9865697003342,31,149,43.6
Saline County,Nebraska,77.9152461036143,31,151,34.0
Sarpy County,Nebraska,80.9250168896854,31,153,21.9
Saunders County,Nebraska,79.3299188104055,31,155,31.5
Scotts Bluff County,Nebraska,77.3865616887844,31,157,29.5
Seward County,Nebraska,79.0444615465753,31,159,29.4
Sheridan County,Nebraska,77.8931881285531,31,161,30.8
Sherman County,Nebraska,79.4296905835757,31,163,42.5
Sioux County,Nebraska,83.0381098729827,31,165,32.9
Stanton County,Nebraska,80.961513359994,31,167,33.6
Thayer County,Nebraska,78.4001331659507,31,169,36.2
Thurston County,Nebraska,73.6673570642477,31,173,33.3
Valley County,Nebraska,79.8812117118376,31,175,41.2
Washington County,Nebraska,80.0262523453312,31,177,30.3
Wayne County,Nebraska,82.8762235553871,31,179,22.4
Webster County,Nebraska,77.2713255754193,31,181,36.3
York County,Nebraska,79.6936440180167,31,185,29.9
Churchill County,Nevada,75.6780181908323,32,001,33.3
Clark County,Nevada,78.4682302863341,32,003,28.9
Douglas County,Nevada,80.9164948210828,32,005,23.8
Elko County,Nevada,78.2906069640208,32,007,27.7
Eureka County,Nevada,77.9987474016483,32,011,41.5
Humboldt County,Nevada,76.5834301638411,32,013,34.3
Lander County,Nevada,76.8323338566656,32,015,36.3
Lincoln County,Nevada,77.8753967245755,32,017,33.1
Lyon County,Nevada,76.326543578643,32,019,32.2
Mineral County,Nevada,74.1816027698615,32,021,33.3
Nye County,Nevada,73.9499116645158,32,023,36.5
Pershing County,Nevada,78.2360321514631,32,027,35.1
Storey County,Nevada,82.3381765495412,32,029,28.3
Washoe County,Nevada,78.0187003291766,32,031,23.8
White Pine County,Nevada,77.2328478228953,32,033,36.3
Carson City,Nevada,75.4096636819887,32,510,28.5
Belknap County,New Hampshire,78.1781858900434,33,001,30.1
Carroll County,New Hampshire,79.8000532932746,33,003,30.2
Cheshire County,New Hampshire,79.3167986524017,33,005,33.3
Coos County,New Hampshire,76.88369738533,33,007,39.2
Grafton County,New Hampshire,80.5367136348045,33,009,28.3
Hillsborough County,New Hampshire,79.5843340171471,33,011,27.1
Merrimack County,New Hampshire,79.4112423819705,33,013,27.9
Rockingham County,New Hampshire,80.3306877779191,33,015,26.2
Strafford County,New Hampshire,78.5720417534059,33,017,27.7
Sullivan County,New Hampshire,78.8665502892163,33,019,35.9
Atlantic County,New Jersey,77.5116887852029,34,001,33.1
Bergen County,New Jersey,82.9599950519171,34,003,24.0
Burlington County,New Jersey,79.6357202749807,34,005,29.1
Camden County,New Jersey,77.6341781005181,34,007,31.1
Cape May County,New Jersey,77.3834896824315,34,009,33.8
Cumberland County,New Jersey,75.8644655406486,34,011,39.3
Essex County,New Jersey,79.3208327496225,34,013,28.5
Gloucester County,New Jersey,78.176487278906,34,015,34.3
Hudson County,New Jersey,81.6585056029341,34,017,26.2
Hunterdon County,New Jersey,83.0587419573264,34,019,22.4
Mercer County,New Jersey,80.2398531893098,34,021,25.2
Middlesex County,New Jersey,81.5057402046194,34,023,26.1
Monmouth County,New Jersey,80.6045692039829,34,025,25.1
Morris County,New Jersey,82.4687612223012,34,027,21.7
Ocean County,New Jersey,79.0675016946263,34,029,35.2
Passaic County,New Jersey,80.4357822045839,34,031,34.2
Salem County,New Jersey,76.2835326381673,34,033,38.5
Somerset County,New Jersey,82.4845153083104,34,035,21.2
Sussex County,New Jersey,79.5953178361075,34,037,31.2
Union County,New Jersey,81.2785990248023,34,039,29.5
Warren County,New Jersey,79.8332922337056,34,041,32.9
Bernalillo County,New Mexico,78.4631251536255,35,001,23.6
Catron County,New Mexico,79.5038886206945,35,003,37.5
Chaves County,New Mexico,75.7527908741292,35,005,26.7
Colfax County,New Mexico,77.6489594257952,35,007,34.1
Curry County,New Mexico,76.8800326394988,35,009,26.5
De Baca County,New Mexico,75.8060462495044,35,011,38.6
Dona Ana County,New Mexico,79.5829172449782,35,013,22.3
Eddy County,New Mexico,75.370673266489,35,015,35.9
Grant County,New Mexico,77.6325682798311,35,017,26.2
Guadalupe County,New Mexico,76.2985409240566,35,019,39.7
Hidalgo County,New Mexico,76.6095321954911,35,023,29.7
Lea County,New Mexico,75.8116495360663,35,025,30.3
Lincoln County,New Mexico,79.2420589855917,35,027,26.8
Los Alamos County,New Mexico,83.3764667017812,35,028,11.2
Luna County,New Mexico,75.6043502933621,35,029,32.8
McKinley County,New Mexico,72.7432763890307,35,031,33.5
Mora County,New Mexico,77.6692807624501,35,033,40.0
Otero County,New Mexico,77.6532366856244,35,035,28.6
Quay County,New Mexico,75.0554980355093,35,037,37.8
Rio Arriba County,New Mexico,73.7700335845048,35,039,33.0
Roosevelt County,New Mexico,77.244510437161,35,041,26.6
Sandoval County,New Mexico,79.0809895701612,35,043,25.2
San Juan County,New Mexico,76.8066035480058,35,045,31.4
San Miguel County,New Mexico,76.4581687011618,35,047,29.4
Santa Fe County,New Mexico,80.7607916825501,35,049,22.0
Sierra County,New Mexico,73.8184750508833,35,051,32.2
Socorro County,New Mexico,75.8920772798454,35,053,32.9
Taos County,New Mexico,78.9133503182797,35,055,26.1
Torrance County,New Mexico,76.4797524570339,35,057,31.9
Union County,New Mexico,76.9680582513767,35,059,36.5
Cibola County,New Mexico,76.6270382044182,35,006,33.6
Valencia County,New Mexico,76.6270382044182,35,061,32.7
Albany County,New York,79.9139117072393,36,001,25.7
Allegany County,New York,78.3915536498671,36,003,37.8
Bronx County,New York,79.9693321166561,36,005,27.4
Broome County,New York,78.775908389097,36,007,31.9
Cattaraugus County,New York,77.6572707109308,36,009,40.3
Cayuga County,New York,79.5811141675296,36,011,33.2
Chautauqua County,New York,77.9138560168009,36,013,35.8
Chemung County,New York,77.4337755495673,36,015,34.9
Chenango County,New York,77.6583432911403,36,017,38.7
Clinton County,New York,79.1940769494904,36,019,35.5
Columbia County,New York,79.4415380342934,36,021,31.1
Cortland County,New York,78.4731797931453,36,023,33.7
Delaware County,New York,78.9626551601511,36,025,38.1
Dutchess County,New York,80.6773219277295,36,027,26.6
Erie County,New York,78.3156863561676,36,029,28.2
Essex County,New York,79.7970200062179,36,031,34.8
Franklin County,New York,78.780716179322,36,033,36.1
Fulton County,New York,78.063119884943,36,035,36.6
Genesee County,New York,78.6467269083353,36,037,35.9
Greene County,New York,78.5510325652629,36,039,36.6
Hamilton County,New York,78.6855924296625,36,041,30.7
Herkimer County,New York,78.9647936561101,36,043,35.4
Jefferson County,New York,78.201281513417,36,045,34.0
Kings County,New York,82.1302486225052,36,047,25.8
Lewis County,New York,79.3763763876438,36,049,44.8
Livingston County,New York,80.0099701339894,36,051,33.8
Madison County,New York,80.3233852767477,36,053,33.8
Monroe County,New York,79.8122222027901,36,055,24.5
Montgomery County,New York,77.7938229899518,36,057,36.9
Nassau County,New York,82.6140970755494,36,059,23.7
New York County,New York,84.099388128983,36,061,12.5
Niagara County,New York,77.7461295458085,36,063,34.9
Oneida County,New York,78.4126171606775,36,065,33.5
Onondaga County,New York,79.4381188472215,36,067,25.9
Ontario County,New York,79.8011318926723,36,069,28.4
Orange County,New York,80.0160816501403,36,071,29.8
Orleans County,New York,78.062075513612,36,073,39.5
Oswego County,New York,78.0393976328105,36,075,38.9
Otsego County,New York,79.9978002217737,36,077,33.2
Putnam County,New York,82.075006033779,36,079,27.0
Queens County,New York,83.2695186379422,36,081,27.3
Rensselaer County,New York,78.8901325871064,36,083,28.6
Richmond County,New York,80.672663522285,36,085,31.4
Rockland County,New York,82.74883992548,36,087,22.4
Saint Lawrence County,New York,78.943237238682,36,089,36.0
Saratoga County,New York,81.1050588226645,36,091,25.4
Schenectady County,New York,78.9609582069655,36,093,29.7
Schoharie County,New York,80.3448823678478,36,095,38.0
Schuyler County,New York,78.55191442678,36,097,39.9
Seneca County,New York,78.6728014580699,36,099,35.6
Steuben County,New York,78.6082775034394,36,101,37.3
Suffolk County,New York,80.6588936930021,36,103,28.9
Sullivan County,New York,77.7046216442445,36,105,33.3
Tioga County,New York,79.8382253886736,36,107,35.3
Tompkins County,New York,80.9203143999798,36,109,19.9
Ulster County,New York,79.9034618171244,36,111,30.5
Warren County,New York,79.4965456723306,36,113,33.4
Washington County,New York,78.7592408110319,36,115,39.6
Wayne County,New York,78.9826518705452,36,117,36.1
Westchester County,New York,83.1794603373677,36,119,19.7
Wyoming County,New York,78.73039737454,36,121,41.2
Yates County,New York,78.8873128234931,36,123,34.1
Alamance County,North Carolina,77.0685812118075,37,001,28.2
Alexander County,North Carolina,76.9614797384164,37,003,39.6
Alleghany County,North Carolina,77.4610663449365,37,005,32.3
Anson County,North Carolina,74.0725353996096,37,007,41.1
Ashe County,North Carolina,77.5708551395377,37,009,31.5
Avery County,North Carolina,77.0334577277727,37,011,29.8
Beaufort County,North Carolina,75.8656244655181,37,013,32.9
Bertie County,North Carolina,75.7424752634519,37,015,38.1
Bladen County,North Carolina,74.491634981349,37,017,31.9
Brunswick County,North Carolina,78.1589076049795,37,019,27.5
Buncombe County,North Carolina,78.4995796907722,37,021,24.5
Burke County,North Carolina,76.1749984603412,37,023,30.0
Cabarrus County,North Carolina,78.1727913293198,37,025,26.3
Caldwell County,North Carolina,75.5540825976302,37,027,31.8
Camden County,North Carolina,78.5465130730104,37,029,23.4
Carteret County,North Carolina,77.5678331973906,37,031,26.6
Caswell County,North Carolina,76.0021798237954,37,033,33.5
Catawba County,North Carolina,76.478381783831,37,035,30.5
Chatham County,North Carolina,80.8774065251652,37,037,21.7
Cherokee County,North Carolina,76.3339705471513,37,039,33.8
Chowan County,North Carolina,76.6676580195293,37,041,34.3
Clay County,North Carolina,77.2144504829415,37,043,32.6
Cleveland County,North Carolina,74.3062977333663,37,045,34.7
Columbus County,North Carolina,73.5033437802957,37,047,32.7
Craven County,North Carolina,76.8620107986492,37,049,26.9
Cumberland County,North Carolina,75.9008703194555,37,051,25.7
Currituck County,North Carolina,77.3684271228857,37,053,29.0
Dare County,North Carolina,78.5910842103186,37,055,24.6
Davidson County,North Carolina,76.034033453837,37,057,33.5
Davie County,North Carolina,78.0721369913083,37,059,31.0
Duplin County,North Carolina,77.8749208760201,37,061,31.0
Durham County,North Carolina,79.6085908292452,37,063,17.1
Edgecombe County,North Carolina,74.1444129296281,37,065,36.4
Forsyth County,North Carolina,77.7337376342516,37,067,25.3
Franklin County,North Carolina,77.3732837790396,37,069,30.2
Gaston County,North Carolina,75.2607193448041,37,071,30.0
Gates County,North Carolina,76.6934981276761,37,073,37.3
Graham County,North Carolina,76.0046716071594,37,075,35.5
Granville County,North Carolina,77.6208069729872,37,077,31.3
Greene County,North Carolina,76.7187243484012,37,079,31.6
Guilford County,North Carolina,78.1284607112066,37,081,24.5
Halifax County,North Carolina,74.2365160040583,37,083,36.1
Harnett County,North Carolina,76.6437455995481,37,085,31.3
Haywood County,North Carolina,77.2352947896465,37,087,28.6
Henderson County,North Carolina,78.9815818111703,37,089,26.2
Hertford County,North Carolina,76.0118361211626,37,091,33.0
Hoke County,North Carolina,76.1136816318135,37,093,28.7
Hyde County,North Carolina,76.1438696161462,37,095,41.0
Iredell County,North Carolina,77.357021743989,37,097,29.2
Jackson County,North Carolina,78.2288135049887,37,099,26.8
Johnston County,North Carolina,77.4768308696818,37,101,30.2
Jones County,North Carolina,75.7510626278929,37,103,29.3
Lee County,North Carolina,76.3545229448186,37,105,26.0
Lenoir County,North Carolina,74.6642352518742,37,107,31.5
Lincoln County,North Carolina,76.9459492032992,37,109,31.4
McDowell County,North Carolina,76.5717330412652,37,111,35.2
Macon County,North Carolina,77.6223541339364,37,113,30.6
Madison County,North Carolina,77.4210798913749,37,115,30.6
Martin County,North Carolina,74.5781002527635,37,117,36.1
Mecklenburg County,North Carolina,80.0022618256787,37,119,18.4
Mitchell County,North Carolina,75.701933067287,37,121,32.6
Montgomery County,North Carolina,76.4162794240619,37,123,32.1
Moore County,North Carolina,79.2661336140771,37,125,24.2
Nash County,North Carolina,75.5215836377358,37,127,33.7
New Hanover County,North Carolina,79.0100379478553,37,129,22.2
Northampton County,North Carolina,76.2227779273298,37,131,38.2
Onslow County,North Carolina,76.8468827907199,37,133,29.0
Orange County,North Carolina,81.5272589542262,37,135,15.0
Pamlico County,North Carolina,77.5020851830226,37,137,31.1
Pasquotank County,North Carolina,76.248957280179,37,139,32.0
Pender County,North Carolina,77.5179135118989,37,141,30.0
Perquimans County,North Carolina,78.1894276451611,37,143,35.4
Person County,North Carolina,76.3367551338297,37,145,37.4
Pitt County,North Carolina,78.0093368543586,37,147,24.9
Polk County,North Carolina,79.0932250165005,37,149,25.2
Randolph County,North Carolina,76.1902898644823,37,151,34.5
Richmond County,North Carolina,73.684288368266,37,153,35.0
Robeson County,North Carolina,73.0410766227454,37,155,34.4
Rockingham County,North Carolina,75.1194009898642,37,157,36.1
Rowan County,North Carolina,75.2040569313551,37,159,33.2
Rutherford County,North Carolina,75.3332758510106,37,161,31.9
Sampson County,North Carolina,75.478975907429,37,163,33.5
Scotland County,North Carolina,74.1796581919861,37,165,34.3
Stanly County,North Carolina,75.9833101663133,37,167,33.9
Stokes County,North Carolina,76.4091632164185,37,169,39.2
Surry County,North Carolina,75.5711430992343,37,171,30.8
Swain County,North Carolina,72.7994660491399,37,173,32.8
Transylvania County,North Carolina,79.8695641663562,37,175,28.4
Tyrrell County,North Carolina,77.0893555847302,37,177,39.3
Union County,North Carolina,79.3630513356347,37,179,25.0
Vance County,North Carolina,74.0411727255849,37,181,36.3
Wake County,North Carolina,81.3158370915099,37,183,16.2
Warren County,North Carolina,76.931267698933,37,185,35.3
Washington County,North Carolina,76.2932614272141,37,187,37.7
Watauga County,North Carolina,81.2709009336789,37,189,20.9
Wayne County,North Carolina,75.9664937969973,37,191,29.4
Wilkes County,North Carolina,76.3626937325509,37,193,32.9
Wilson County,North Carolina,76.0687402929208,37,195,33.5
Yadkin County,North Carolina,76.4576617557514,37,197,34.5
Yancey County,North Carolina,77.3628373489658,37,199,34.4
Adams County,North Dakota,79.1182963150854,38,001,34.0
Barnes County,North Dakota,79.020262005044,38,003,32.7
Benson County,North Dakota,73.0415189652118,38,005,32.4
Bottineau County,North Dakota,78.2352884715544,38,009,32.1
Bowman County,North Dakota,78.8402513517028,38,011,32.6
Burke County,North Dakota,79.367326166047,38,013,28.6
Burleigh County,North Dakota,81.1102674951498,38,015,23.7
Cass County,North Dakota,80.8897959360028,38,017,20.7
Cavalier County,North Dakota,80.0026440153839,38,019,28.3
Dickey County,North Dakota,79.3707698984278,38,021,27.3
Divide County,North Dakota,79.7488982466643,38,023,33.9
Dunn County,North Dakota,79.5254763019973,38,025,32.5
Eddy County,North Dakota,76.106241332214,38,027,30.7
Emmons County,North Dakota,78.7783506229444,38,029,36.6
Foster County,North Dakota,79.0464156798234,38,031,28.6
Golden Valley County,North Dakota,82.7576835372883,38,033,24.7
Grand Forks County,North Dakota,79.4623712544465,38,035,25.1
Grant County,North Dakota,78.728105049507,38,037,37.1
Griggs County,North Dakota,78.8061659138474,38,039,32.8
Hettinger County,North Dakota,79.3056578395753,38,041,36.1
Kidder County,North Dakota,81.0052265127503,38,043,35.7
LaMoure County,North Dakota,81.4827556603441,38,045,30.4
Logan County,North Dakota,79.8676703253053,38,047,41.6
McHenry County,North Dakota,79.5016846106525,38,049,34.7
McIntosh County,North Dakota,79.3706140938393,38,051,31.4
McKenzie County,North Dakota,78.5545585860536,38,053,31.1
McLean County,North Dakota,78.7565802191047,38,055,35.4
Mercer County,North Dakota,79.9467179816065,38,057,29.2
Morton County,North Dakota,78.7155471738686,38,059,31.2
Mountrail County,North Dakota,75.1981304285245,38,061,29.5
Nelson County,North Dakota,76.6212662179011,38,063,32.4
Oliver County,North Dakota,82.6731033363553,38,065,32.5
Pembina County,North Dakota,79.9704253474017,38,067,35.2
Pierce County,North Dakota,78.5816581750075,38,069,35.4
Ramsey County,North Dakota,77.9140856674896,38,071,31.3
Ransom County,North Dakota,77.7915435064759,38,073,36.6
Renville County,North Dakota,78.600319058533,38,075,31.0
Richland County,North Dakota,80.7813322515086,38,077,29.1
Rolette County,North Dakota,72.4047876585497,38,079,22.3
Sargent County,North Dakota,80.501155080413,38,081,31.3
Sheridan County,North Dakota,82.4601092609477,38,083,36.5
Sioux County,North Dakota,68.1230493339686,38,085,32.2
Stark County,North Dakota,80.5826775102636,38,089,30.8
Steele County,North Dakota,81.5594712034885,38,091,29.8
Stutsman County,North Dakota,78.4274400380849,38,093,34.4
Towner County,North Dakota,78.2105273612952,38,095,33.3
Traill County,North Dakota,79.8321608322274,38,097,26.2
Walsh County,North Dakota,77.8204444158048,38,099,36.7
Ward County,North Dakota,80.056840930365,38,101,29.9
Wells County,North Dakota,78.6483535700641,38,103,33.0
Williams County,North Dakota,78.256124854127,38,105,28.4
Adams County,Ohio,73.401722512918,39,001,45.7
Allen County,Ohio,77.0212432572577,39,003,38.9
Ashland County,Ohio,77.9496484959162,39,005,43.1
Ashtabula County,Ohio,75.4503411658431,39,007,44.3
Athens County,Ohio,77.2429237124812,39,009,32.9
Auglaize County,Ohio,78.4983481407743,39,011,44.6
Belmont County,Ohio,76.49267995306,39,013,42.4
Brown County,Ohio,74.8201721669114,39,015,47.7
Butler County,Ohio,76.9984227112894,39,017,33.3
Carroll County,Ohio,77.544698459213,39,019,47.8
Champaign County,Ohio,76.6676058065067,39,021,45.4
Clark County,Ohio,74.6237742791279,39,023,37.1
Clermont County,Ohio,77.6135925702682,39,025,33.5
Clinton County,Ohio,75.705740785366,39,027,42.2
Columbiana County,Ohio,76.2895490334496,39,029,45.4
Coshocton County,Ohio,76.8800717341052,39,031,49.3
Crawford County,Ohio,75.7884119668572,39,033,45.8
Cuyahoga County,Ohio,77.037116344526,39,035,28.3
Darke County,Ohio,77.1433690586619,39,037,48.5
Defiance County,Ohio,77.674956043359,39,039,44.6
Delaware County,Ohio,81.8745356588388,39,041,20.5
Erie County,Ohio,76.8751801056212,39,043,38.3
Fairfield County,Ohio,78.5309734849943,39,045,33.8
Fayette County,Ohio,73.956677472823,39,047,49.4
Franklin County,Ohio,77.1514896037666,39,049,25.0
