County,State,mean_life_expectancy,State_FIPS,County_FIPS,Unemployment Rate
Laclede County,Missouri,75.411302792524,29,105,8.8
Lafayette County,Missouri,76.9602776179065,29,107,6.9
Lawrence County,Missouri,75.9080862016436,29,109,7.0
Lewis County,Missouri,76.9311459199879,29,111,5.6
Lincoln County,Missouri,76.5897398046884,29,113,9.5
Linn County,Missouri,75.9505739573493,29,115,4.5
Livingston County,Missouri,77.0795024153373,29,117,5.1
McDonald County,Missouri,74.4895752060579,29,119,8.7
Macon County,Missouri,76.9699780825442,29,121,8.7
Madison County,Missouri,74.0593652683747,29,123,10.2
Maries County,Missouri,76.9280202673377,29,125,10.0
Marion County,Missouri,76.5931962440327,29,127,7.2
Mercer County,Missouri,78.2744502849944,29,129,4.6
Miller County,Missouri,76.4032812491137,29,131,8.1
Mississippi County,Missouri,73.1919324446134,29,133,12.2
Moniteau County,Missouri,77.8101680416383,29,135,6.7
Monroe County,Missouri,78.3836383918519,29,137,5.9
Montgomery County,Missouri,75.5876372908063,29,139,9.4
Morgan County,Missouri,75.2768383266123,29,141,11.7
New Madrid County,Missouri,72.9973640589806,29,143,8.8
Newton County,Missouri,76.1360249784,29,145,6.1
Nodaway County,Missouri,79.232970470047,29,147,7.2
Oregon County,Missouri,75.5398322578968,29,149,7.1
Osage County,Missouri,78.6332747123911,29,151,2.9
Ozark County,Missouri,75.8484738625595,29,153,12.6
Pemiscot County,Missouri,71.2805873167206,29,155,11.2
Perry County,Missouri,77.9494663075338,29,157,4.2
Pettis County,Missouri,77.113293593587,29,159,6.4
Phelps County,Missouri,76.4893664483351,29,161,7.0
Pike County,Missouri,76.6968334451591,29,163,6.5
Platte County,Missouri,80.4029800567451,29,165,5.6
Polk County,Missouri,76.3490182886735,29,167,9.5
Pulaski County,Missouri,76.319570957297,29,169,12.7
Putnam County,Missouri,76.805201509387,29,171,2.8
Ralls County,Missouri,78.6936296695752,29,173,6.2
Randolph County,Missouri,75.7116433321604,29,175,8.9
Ray County,Missouri,76.2186745124945,29,177,8.2
Reynolds County,Missouri,74.4417575255095,29,179,11.1
Ripley County,Missouri,73.5143964337156,29,181,10.1
Saint Charles County,Missouri,80.2471786293382,29,183,5.1
Saint Clair County,Missouri,76.2880298532532,29,185,9.3
Sainte Genevieve County,Missouri,77.9505458056736,29,186,5.4
Saint Francois County,Missouri,74.2991295650474,29,187,8.3
Saint Louis County,Missouri,78.5563080594621,29,189,7.4
Saline County,Missouri,77.1256735179969,29,195,5.5
Schuyler County,Missouri,77.5436372663149,29,197,7.4
Scotland County,Missouri,77.3123086566522,29,199,4.0
Scott County,Missouri,75.0424158827127,29,201,6.8
Shannon County,Missouri,75.7089185632918,29,203,9.2
Shelby County,Missouri,77.1822670270844,29,205,5.8
Stoddard County,Missouri,75.218946386988,29,207,9.1
Stone County,Missouri,78.0503821038116,29,209,10.8
Sullivan County,Missouri,76.2086961720471,29,211,6.0
Taney County,Missouri,77.313942053857,29,213,9.0
Texas County,Missouri,76.5201101119353,29,215,8.1
Vernon County,Missouri,75.7331526478298,29,217,5.4
Warren County,Missouri,78.3158563763981,29,219,8.9
Washington County,Missouri,73.7127136576939,29,221,12.2
Wayne County,Missouri,74.4168208973688,29,223,9.5
Webster County,Missouri,77.1560738866094,29,225,6.3
Worth County,Missouri,78.1909399705081,29,227,4.3
Wright County,Missouri,74.7830894475954,29,229,9.4
Saint Louis City,Missouri,74.3854488784173,29,510,12.4
Beaverhead County,Montana,80.1735837703282,30,001,6.5
Big Horn County,Montana,72.2229618897303,30,003,19.9
Blaine County,Montana,74.9573084142268,30,005,13.4
Broadwater County,Montana,79.9411739366655,30,007,4.5
Carbon County,Montana,80.2931305224464,30,009,3.9
Carter County,Montana,79.0546400944961,30,011,2.3
Cascade County,Montana,78.1034082842441,30,013,5.1
Chouteau County,Montana,78.9342409396815,30,015,4.3
Custer County,Montana,77.1643144003878,30,017,3.8
Daniels County,Montana,78.5748388966005,30,019,2.6
Dawson County,Montana,78.2072491464571,30,021,2.0
Deer Lodge County,Montana,76.4712444706983,30,023,3.9
Fallon County,Montana,78.1068159205594,30,025,3.3
Fergus County,Montana,77.9691297325959,30,027,3.1
Flathead County,Montana,78.9970936223213,30,029,7.0
Gallatin County,Montana,81.8385667238207,30,031,6.3
Garfield County,Montana,78.5269201414963,30,033,0.2
Glacier County,Montana,72.2200415740629,30,035,14.4
Granite County,Montana,81.1652124435558,30,039,7.2
Hill County,Montana,76.9407512575621,30,041,4.0
Jefferson County,Montana,78.7267793235962,30,043,6.6
Judith Basin County,Montana,80.3041739246584,30,045,3.9
Lake County,Montana,77.7302470392881,30,047,9.9
Lewis and Clark County,Montana,79.2031393383355,30,049,4.9
Liberty County,Montana,81.4960457156698,30,051,4.5
Lincoln County,Montana,77.8651119075714,30,053,13.1
McCone County,Montana,78.5623867659044,30,055,0.8
Madison County,Montana,80.9504371666036,30,057,4.8
Meagher County,Montana,78.2813757783482,30,059,3.9
Mineral County,Montana,77.3053438935661,30,061,11.8
Missoula County,Montana,79.5809781026102,30,063,8.2
Musselshell County,Montana,76.4697946103433,30,065,4.6
Phillips County,Montana,76.879653101636,30,071,6.3
Pondera County,Montana,77.8653831943473,30,073,6.0
Powder River County,Montana,79.7129881335804,30,075,4.5
Powell County,Montana,76.9472590471796,30,077,2.2
Prairie County,Montana,77.9717092386013,30,079,8.1
Ravalli County,Montana,79.6284457232002,30,081,8.2
Richland County,Montana,77.5042759124785,30,083,2.5
Roosevelt County,Montana,69.6487873883136,30,085,6.8
Rosebud County,Montana,75.1589588486543,30,087,10.6
Sanders County,Montana,77.7556281149117,30,089,9.3
Sheridan County,Montana,76.6847551385251,30,091,2.7
Silver Bow County,Montana,76.3797203315935,30,093,7.0
Stillwater County,Montana,79.4483869796249,30,095,3.6
Sweet Grass County,Montana,80.6681599423417,30,097,0.9
Teton County,Montana,79.9652501428896,30,099,5.1
Toole County,Montana,77.8189157640874,30,101,3.1
Valley County,Montana,78.2111581847178,30,105,2.6
Wheatland County,Montana,78.3214225898747,30,107,3.4
Wibaux County,Montana,77.2569890759575,30,109,3.0
Yellowstone County,Montana,78.3985300037756,30,111,4.1
Park County,Montana,79.8590395399674,30,067,5.4
Adams County,Nebraska,79.0853002917545,31,001,5.5
Antelope County,Nebraska,80.6330175244692,31,003,1.6
Boone County,Nebraska,80.7877402410453,31,011,1.2
Box Butte County,Nebraska,78.055765846668,31,013,3.9
Boyd County,Nebraska,79.0115665880803,31,015,1.1
Brown County,Nebraska,79.9916398845504,31,017,0.7
Buffalo County,Nebraska,80.2728541763481,31,019,3.5
Burt County,Nebraska,78.4057757008157,31,021,3.3
Butler County,Nebraska,78.9273742580012,31,023,4.2
Cass County,Nebraska,78.9521252713049,31,025,3.8
Cedar County,Nebraska,80.6681536889546,31,027,2.2
Chase County,Nebraska,78.6925806930583,31,029,0.7
Cherry County,Nebraska,79.0242830412891,31,031,2.6
Cheyenne County,Nebraska,79.3406201522441,31,033,1.6
Clay County,Nebraska,78.4769082077924,31,035,2.8
Colfax County,Nebraska,80.2850141850759,31,037,6.4
Cuming County,Nebraska,81.2763485304431,31,039,3.3
Custer County,Nebraska,79.499561096861,31,041,2.3
Dakota County,Nebraska,78.1519372996496,31,043,7.4
Dawes County,Nebraska,79.4763754507733,31,045,2.6
Dawson County,Nebraska,79.0503337062258,31,047,4.8
Deuel County,Nebraska,78.9802862093335,31,049,4.3
Dixon County,Nebraska,79.2192348354906,31,051,4.5
Dodge County,Nebraska,78.2236047803823,31,053,5.1
Douglas County,Nebraska,78.7361692861685,31,055,5.7
Dundy County,Nebraska,78.3512148803213,31,057,4.0
Fillmore County,Nebraska,78.3475713552739,31,059,3.4
Franklin County,Nebraska,78.9449161441871,31,061,3.5
Frontier County,Nebraska,81.9963025250354,31,063,2.4
Furnas County,Nebraska,78.0305303531173,31,065,3.4
Gage County,Nebraska,78.2177819500985,31,067,4.3
Garden County,Nebraska,78.4746775318305,31,069,3.1
Garfield County,Nebraska,78.9707421648619,31,071,3.5
Gosper County,Nebraska,80.0560661259496,31,073,5.1
Greeley County,Nebraska,80.4744391593148,31,077,1.9
Hall County,Nebraska,78.5844763100804,31,079,6.0
Hamilton County,Nebraska,80.4856896838634,31,081,2.5
Harlan County,Nebraska,79.5474686587632,31,083,1.7
Hitchcock County,Nebraska,78.2123066198246,31,087,3.0
Holt County,Nebraska,79.7611333150752,31,089,0.9
Howard County,Nebraska,79.9241246781453,31,093,4.0
Jefferson County,Nebraska,77.9224186948645,31,095,4.0
Johnson County,Nebraska,78.3885121534467,31,097,3.6
Kearney County,Nebraska,78.9817771717053,31,099,3.8
Keith County,Nebraska,78.9932198584629,31,101,2.8
Kimball County,Nebraska,77.4705891786372,31,105,5.1
Knox County,Nebraska,79.261849252545,31,107,3.3
Lancaster County,Nebraska,80.1975800269447,31,109,5.1
Lincoln County,Nebraska,78.7805782831711,31,111,4.2
Madison County,Nebraska,78.7146208785626,31,119,3.1
Merrick County,Nebraska,79.2663973518514,31,121,5.2
Morrill County,Nebraska,78.1584007265788,31,123,4.0
Nance County,Nebraska,77.4745289888256,31,125,3.2
Nemaha County,Nebraska,78.3912207044653,31,127,8.0
Nuckolls County,Nebraska,79.2339484375192,31,129,2.9
Otoe County,Nebraska,79.2003967949659,31,131,4.6
Pawnee County,Nebraska,79.1775587484674,31,133,4.6
Perkins County,Nebraska,79.893225740762,31,135,1.7
Phelps County,Nebraska,79.4893461165152,31,137,1.7
Pierce County,Nebraska,80.2680162006519,31,139,4.7
Platte County,Nebraska,80.49900290166,31,141,4.5
Polk County,Nebraska,80.5046997392003,31,143,1.9
Red Willow County,Nebraska,78.7638520470185,31,145,4.1
Richardson County,Nebraska,77.8284138656137,31,147,3.4
Rock County,Nebraska,79.0561639405708,31,149,1.7
Saline County,Nebraska,78.1102974615109,31,151,3.4
Sarpy County,Nebraska,80.8235521580292,31,153,4.4
Saunders County,Nebraska,79.4316971552279,31,155,3.5
Scotts Bluff County,Nebraska,77.4812593334836,31,157,5.5
Seward County,Nebraska,79.0214211093605,31,159,3.5
Sheridan County,Nebraska,78.5336207154259,31,161,1.4
Sherman County,Nebraska,79.5396391502623,31,163,3.1
Sioux County,Nebraska,83.3048581796221,31,165,1.3
Stanton County,Nebraska,81.127032653593,31,167,2.6
Thayer County,Nebraska,78.7711361595524,31,169,1.7
Thurston County,Nebraska,73.8812231893759,31,173,14.4
Valley County,Nebraska,79.9243229173657,31,175,1.4
Washington County,Nebraska,80.1307454404247,31,177,1.4
Wayne County,Nebraska,82.7746013905823,31,179,3.0
Webster County,Nebraska,77.5425555157087,31,181,4.7
York County,Nebraska,79.9702239818234,31,185,2.0
Churchill County,Nevada,76.0275433383327,32,001,11.9
Clark County,Nevada,78.4208690117842,32,003,10.8
Douglas County,Nevada,80.8826588066279,32,005,8.5
Elko County,Nevada,78.3987055712785,32,007,5.5
Eureka County,Nevada,78.2520694436121,32,011,4.7
Humboldt County,Nevada,76.5975740821712,32,013,7.8
Lander County,Nevada,77.2298058085578,32,015,12.0
Lincoln County,Nevada,78.4434737110895,32,017,11.8
Lyon County,Nevada,76.5639247703193,32,019,13.6
Mineral County,Nevada,74.3502627042371,32,021,15.4
Nye County,Nevada,74.0279535231743,32,023,13.4
Pershing County,Nevada,78.1687223413789,32,027,9.5
Storey County,Nevada,81.8808359037913,32,029,10.3
Washoe County,Nevada,77.9965191205969,32,031,9.1
White Pine County,Nevada,77.3026691452375,32,033,10.6
Carson City,Nevada,75.5228552993092,32,510,11.3
Belknap County,New Hampshire,78.5645117487116,33,001,5.3
Carroll County,New Hampshire,80.0895221572158,33,003,5.8
Cheshire County,New Hampshire,79.5311727163473,33,005,6.1
Coos County,New Hampshire,77.0770868405699,33,007,6.9
Grafton County,New Hampshire,80.5379821951582,33,009,5.0
Hillsborough County,New Hampshire,79.6814107481563,33,011,5.9
Merrimack County,New Hampshire,79.566058431501,33,013,5.2
Rockingham County,New Hampshire,80.528948653817,33,015,5.6
Strafford County,New Hampshire,78.7686883274847,33,017,6.5
Sullivan County,New Hampshire,78.8679871072088,33,019,5.8
Atlantic County,New Jersey,77.620017432428,34,001,12.5
Bergen County,New Jersey,82.8455042423502,34,003,6.5
Burlington County,New Jersey,79.6185064367324,34,005,8.5
Camden County,New Jersey,77.7523526278615,34,007,10.2
Cape May County,New Jersey,77.5364647149758,34,009,10.0
Cumberland County,New Jersey,76.1781659140248,34,011,11.1
Essex County,New Jersey,79.1757104526396,34,013,13.0
Gloucester County,New Jersey,78.2739837497965,34,015,9.2
Hudson County,New Jersey,81.2855621865806,34,017,9.3
Hunterdon County,New Jersey,82.745600805146,34,019,5.9
Mercer County,New Jersey,80.1226428127418,34,021,9.4
Middlesex County,New Jersey,81.3756403297125,34,023,7.5
Monmouth County,New Jersey,80.533628336757,34,025,7.9
Morris County,New Jersey,82.3261993279505,34,027,6.3
Ocean County,New Jersey,79.1683414726734,34,029,8.8
Passaic County,New Jersey,80.2577097546938,34,031,8.6
Salem County,New Jersey,76.7390230125902,34,033,10.6
Somerset County,New Jersey,82.2850512130097,34,035,6.0
Sussex County,New Jersey,79.5853478529019,34,037,8.2
Union County,New Jersey,81.1541157733359,34,039,9.8
Warren County,New Jersey,79.8596289983665,34,041,9.0
Bernalillo County,New Mexico,78.5236970287092,35,001,8.4
Catron County,New Mexico,80.2480926764075,35,003,4.6
Chaves County,New Mexico,76.0597363954104,35,005,7.6
Colfax County,New Mexico,77.8055799949328,35,007,9.5
Curry County,New Mexico,76.9369239477479,35,009,9.1
De Baca County,New Mexico,76.1236502253705,35,011,5.2
Dona Ana County,New Mexico,79.5928269314772,35,013,11.5
Eddy County,New Mexico,75.7384310912948,35,015,5.8
Grant County,New Mexico,77.8632428802893,35,017,9.7
Guadalupe County,New Mexico,76.7094605552094,35,019,1.2
Hidalgo County,New Mexico,76.920283149759,35,023,12.2
Lea County,New Mexico,76.0825120837841,35,025,5.9
Lincoln County,New Mexico,79.4602289490017,35,027,7.3
Los Alamos County,New Mexico,83.2484115857799,35,028,3.5
Luna County,New Mexico,75.9307103880454,35,029,13.8
McKinley County,New Mexico,73.1534608473754,35,031,15.5
Mora County,New Mexico,77.9083142197107,35,033,5.4
Otero County,New Mexico,77.5555040040474,35,035,12.7
Quay County,New Mexico,75.213065727939,35,037,5.0
Rio Arriba County,New Mexico,74.1897536923914,35,039,11.4
Roosevelt County,New Mexico,77.3488857102387,35,041,9.7
Sandoval County,New Mexico,79.4258577894305,35,043,9.2
San Juan County,New Mexico,77.0434433876711,35,045,9.2
San Miguel County,New Mexico,76.2772751797009,35,047,6.4
Santa Fe County,New Mexico,80.8299819766356,35,049,7.9
Sierra County,New Mexico,73.887323493532,35,051,6.8
Socorro County,New Mexico,75.9489225979625,35,053,7.3
Taos County,New Mexico,79.2374604392691,35,055,10.7
Torrance County,New Mexico,76.9076725518968,35,057,11.2
Union County,New Mexico,77.4222835733077,35,059,2.1
Cibola County,New Mexico,76.7023163006218,35,006,15.3
Valencia County,New Mexico,76.7023163006218,35,061,12.4
Albany County,New York,79.8002260975746,36,001,6.4
Allegany County,New York,78.4656184600143,36,003,9.2
Bronx County,New York,79.7314349912225,36,005,14.0
Broome County,New York,78.7445386069613,36,007,7.8
Cattaraugus County,New York,77.5784028880955,36,009,8.2
Cayuga County,New York,79.6454792568615,36,011,7.3
Chautauqua County,New York,78.0372221548865,36,013,7.8
Chemung County,New York,77.8059218963469,36,015,5.4
Chenango County,New York,77.9310693132362,36,017,7.1
Clinton County,New York,78.9243324808327,36,019,6.9
Columbia County,New York,79.3587771753698,36,021,6.7
Cortland County,New York,78.413440849585,36,023,6.1
Delaware County,New York,78.9484625257616,36,025,9.5
Dutchess County,New York,80.5810035439312,36,027,8.7
Erie County,New York,78.2441647327468,36,029,7.0
Essex County,New York,79.8399738553393,36,031,7.9
Franklin County,New York,78.6811293671805,36,033,8.8
Fulton County,New York,78.1082611077729,36,035,9.3
Genesee County,New York,78.6983490604006,36,037,6.7
Greene County,New York,78.5541374396698,36,039,9.1
Hamilton County,New York,78.7297927217913,36,041,9.7
Herkimer County,New York,79.0528767857999,36,043,8.7
Jefferson County,New York,78.3301294656507,36,045,10.6
Kings County,New York,81.8130415988943,36,047,10.0
Lewis County,New York,79.5612792730368,36,049,8.3
Livingston County,New York,79.9245347053497,36,051,5.4
Madison County,New York,80.2528591510081,36,053,5.1
Monroe County,New York,79.810733743228,36,055,7.7
Montgomery County,New York,77.9429558942125,36,057,8.9
Nassau County,New York,82.451832817504,36,059,6.4
New York County,New York,83.7874387478906,36,061,7.5
Niagara County,New York,77.7387805670001,36,063,7.6
Oneida County,New York,78.3535283873686,36,065,7.4
Onondaga County,New York,79.4805204264948,36,067,7.2
Ontario County,New York,79.7908591527048,36,069,6.4
Orange County,New York,79.9483829307699,36,071,7.3
Orleans County,New York,78.0892557132678,36,073,9.0
Oswego County,New York,78.0200824294418,36,075,9.7
Otsego County,New York,79.8730029093425,36,077,7.1
Putnam County,New York,81.7670994270523,36,079,6.8
Queens County,New York,83.0126580717661,36,081,8.6
Rensselaer County,New York,78.8008131481422,36,083,7.6
Richmond County,New York,80.4886225894065,36,085,6.9
Rockland County,New York,82.6491075334985,36,087,7.9
Saint Lawrence County,New York,78.6854890454419,36,089,10.0
Saratoga County,New York,81.0596509710284,36,091,6.0
Schenectady County,New York,79.0454075456472,36,093,7.4
Schoharie County,New York,80.324325581262,36,095,10.5
Schuyler County,New York,78.7396287287246,36,097,6.4
Seneca County,New York,78.8036941224784,36,099,5.5
Steuben County,New York,78.5911407175225,36,101,8.2
Suffolk County,New York,80.5794073376018,36,103,6.4
Sullivan County,New York,77.7638901976196,36,105,11.5
Tioga County,New York,79.845978651128,36,107,6.9
Tompkins County,New York,80.9347689054729,36,109,5.9
Ulster County,New York,79.8304487106477,36,111,9.3
Warren County,New York,79.54745342463,36,113,6.6
Washington County,New York,78.7905789927254,36,115,9.5
Wayne County,New York,78.8446538393151,36,117,7.5
Westchester County,New York,82.99344276073,36,119,7.6
Wyoming County,New York,78.6090800762036,36,121,7.4
Yates County,New York,78.9489526206732,36,123,6.9
Alamance County,North Carolina,77.0446809949542,37,001,7.9
Alexander County,North Carolina,76.8829711128533,37,003,9.0
Alleghany County,North Carolina,77.8566549811591,37,005,10.5
Anson County,North Carolina,74.3061128660673,37,007,17.6
Ashe County,North Carolina,77.6034494795894,37,009,8.5
Avery County,North Carolina,77.1564039181323,37,011,6.9
Beaufort County,North Carolina,76.177702384055,37,013,11.5
Bertie County,North Carolina,75.7606567653884,37,015,13.5
Bladen County,North Carolina,74.7329082773005,37,017,12.1
Brunswick County,North Carolina,78.1729790961877,37,019,11.4
Buncombe County,North Carolina,78.5169696296857,37,021,7.0
Burke County,North Carolina,76.3374442480544,37,023,11.6
Cabarrus County,North Carolina,78.0721610965727,37,025,9.2
Caldwell County,North Carolina,75.7435634464125,37,027,12.2
Camden County,North Carolina,78.6643085755066,37,029,9.3
Carteret County,North Carolina,77.6803137748571,37,031,10.2
Caswell County,North Carolina,76.0573220450966,37,033,10.9
Catawba County,North Carolina,76.3239468228226,37,035,8.2
Chatham County,North Carolina,80.7802012066737,37,037,9.0
Cherokee County,North Carolina,76.6058633675445,37,039,8.4
Chowan County,North Carolina,76.8385932707574,37,041,12.7
Clay County,North Carolina,77.5057071387186,37,043,12.3
Cleveland County,North Carolina,74.5100474001885,37,045,12.6
Columbus County,North Carolina,73.6585702616126,37,047,9.0
Craven County,North Carolina,77.0093577281902,37,049,11.4
Cumberland County,North Carolina,75.9433576722989,37,051,12.6
Currituck County,North Carolina,77.632514953584,37,053,6.6
Dare County,North Carolina,78.4322254487731,37,055,6.4
Davidson County,North Carolina,76.2011782485777,37,057,11.0
Davie County,North Carolina,78.1663756431769,37,059,7.2
Duplin County,North Carolina,77.8988316100868,37,061,11.3
Durham County,North Carolina,79.6209209207794,37,063,6.8
Edgecombe County,North Carolina,74.3569077718436,37,065,15.4
Forsyth County,North Carolina,77.8479963578129,37,067,9.5
Franklin County,North Carolina,77.5521920660675,37,069,9.9
Gaston County,North Carolina,75.3357731264094,37,071,11.2
Gates County,North Carolina,77.0748865543704,37,073,12.2
Graham County,North Carolina,76.2613823458498,37,075,11.1
Granville County,North Carolina,77.6770298975125,37,077,8.3
Greene County,North Carolina,76.7105230106257,37,079,11.9
Guilford County,North Carolina,78.3694011039939,37,081,8.8
Halifax County,North Carolina,74.5113391659146,37,083,14.1
Harnett County,North Carolina,76.710403091091,37,085,11.3
Haywood County,North Carolina,77.3910404894932,37,087,7.3
Henderson County,North Carolina,78.9552933583691,37,089,6.0
Hertford County,North Carolina,76.267232724201,37,091,13.7
Hoke County,North Carolina,76.1832311029918,37,093,13.1
Hyde County,North Carolina,76.173957206577,37,095,12.7
Iredell County,North Carolina,77.3454511091566,37,097,9.8
Jackson County,North Carolina,78.3472678904906,37,099,6.2
Johnston County,North Carolina,77.5708422127428,37,101,8.9
Jones County,North Carolina,76.1902846019978,37,103,11.6
Lee County,North Carolina,76.5582704978537,37,105,10.3
Lenoir County,North Carolina,74.7601074543464,37,107,13.1
Lincoln County,North Carolina,76.8999526399262,37,109,10.2
McDowell County,North Carolina,76.5484183033718,37,111,11.1
Macon County,North Carolina,77.6353053977053,37,113,7.3
Madison County,North Carolina,77.4682504651738,37,115,7.3
Martin County,North Carolina,74.7824691301033,37,117,14.7
Mecklenburg County,North Carolina,79.8761053211426,37,119,8.9
Mitchell County,North Carolina,75.8561194068156,37,121,8.6
Montgomery County,North Carolina,76.5916936298462,37,123,10.5
Moore County,North Carolina,79.3427913703438,37,125,8.0
Nash County,North Carolina,75.6795536686111,37,127,11.9
New Hanover County,North Carolina,79.1174741673504,37,129,8.9
Northampton County,North Carolina,76.3336368827759,37,131,15.9
Onslow County,North Carolina,77.0565188865987,37,133,11.6
Orange County,North Carolina,81.4322730757217,37,135,6.4
Pamlico County,North Carolina,77.7983713464501,37,137,9.7
Pasquotank County,North Carolina,76.4006936612545,37,139,10.1
Pender County,North Carolina,77.6865952675424,37,141,9.8
Perquimans County,North Carolina,78.2530596149123,37,143,12.7
Person County,North Carolina,76.425729365848,37,145,11.9
Pitt County,North Carolina,77.9133027152523,37,147,12.1
Polk County,North Carolina,79.2590954565432,37,149,8.8
Randolph County,North Carolina,76.3390043382547,37,151,9.0
Richmond County,North Carolina,73.8821227474797,37,153,13.8
Robeson County,North Carolina,73.2581368854281,37,155,12.1
Rockingham County,North Carolina,75.3423086247672,37,157,10.5
Rowan County,North Carolina,75.3149461138987,37,159,11.5
Rutherford County,North Carolina,75.4474226802566,37,161,12.2
Sampson County,North Carolina,75.6649184096691,37,163,10.4
Scotland County,North Carolina,74.4939266375213,37,165,15.5
Stanly County,North Carolina,76.12224718943,37,167,12.2
Stokes County,North Carolina,76.5472954735741,37,169,9.3
Surry County,North Carolina,75.8241194156526,37,171,6.9
Swain County,North Carolina,72.9333071004517,37,173,7.7
Transylvania County,North Carolina,79.9069808790819,37,175,6.9
Tyrrell County,North Carolina,77.0916721552808,37,177,14.1
Union County,North Carolina,79.3222472780239,37,179,7.7
Vance County,North Carolina,74.2482048829945,37,181,12.2
Wake County,North Carolina,81.2056453272975,37,183,6.4
Warren County,North Carolina,77.1608974280253,37,185,10.7
Washington County,North Carolina,76.3479577736823,37,187,15.5
Watauga County,North Carolina,81.3004961408585,37,189,9.5
Wayne County,North Carolina,76.2961421513848,37,191,12.4
Wilkes County,North Carolina,76.5481319781807,37,193,11.7
Wilson County,North Carolina,76.2859284890573,37,195,10.1
Yadkin County,North Carolina,76.5449319450548,37,197,8.3
Yancey County,North Carolina,77.4673034710673,37,199,11.0
Adams County,North Dakota,79.0738378777805,38,001,1.2
Barnes County,North Dakota,78.9383322123709,38,003,2.4
Benson County,North Dakota,73.3573762495309,38,005,6.1
Bottineau County,North Dakota,78.2184316083034,38,009,2.6
Bowman County,North Dakota,78.9652330274439,38,011,1.8
Burke County,North Dakota,79.3296438864203,38,013,2.3
Burleigh County,North Dakota,81.0753727130627,38,015,2.3
Cass County,North Dakota,80.8082430677763,38,017,3.2
Cavalier County,North Dakota,79.9411536461026,38,019,0.8
Dickey County,North Dakota,79.6172723590442,38,021,1.5
Divide County,North Dakota,80.0334928955034,38,023,0.7
Dunn County,North Dakota,79.9105539910105,38,025,4.3
Eddy County,North Dakota,76.0655811408465,38,027,1.9
Emmons County,North Dakota,78.7996255970934,38,029,3.6
Foster County,North Dakota,79.1073068483587,38,031,1.3
Golden Valley County,North Dakota,81.9115769687696,38,033,1.0
Grand Forks County,North Dakota,79.4819639114585,38,035,3.6
Grant County,North Dakota,78.9115174742148,38,037,3.4
Griggs County,North Dakota,78.5726442694601,38,039,2.0
Hettinger County,North Dakota,79.439117069713,38,041,1.1
Kidder County,North Dakota,81.1671493331515,38,043,0.9
LaMoure County,North Dakota,81.6319504392094,38,045,1.9
Logan County,North Dakota,79.6529809445605,38,047,2.2
McHenry County,North Dakota,79.6216938482544,38,049,3.1
McIntosh County,North Dakota,79.6835872325003,38,051,1.2
McKenzie County,North Dakota,78.6156515176835,38,053,3.0
McLean County,North Dakota,78.66912756529,38,055,1.6
Mercer County,North Dakota,80.0222405152156,38,057,3.2
Morton County,North Dakota,78.7848318108501,38,059,3.2
Mountrail County,North Dakota,75.5207451272751,38,061,4.7
Nelson County,North Dakota,76.6714281078757,38,063,0.7
Oliver County,North Dakota,82.768651774396,38,065,3.6
Pembina County,North Dakota,80.0602804153587,38,067,3.5
Pierce County,North Dakota,78.2753776917395,38,069,0.9
Ramsey County,North Dakota,77.9553816760588,38,071,1.2
Ransom County,North Dakota,77.9478839270776,38,073,2.0
Renville County,North Dakota,78.6692842070299,38,075,1.6
Richland County,North Dakota,80.8895392896039,38,077,3.0
Rolette County,North Dakota,72.5878000635305,38,079,4.8
Sargent County,North Dakota,80.6806862319503,38,081,1.2
Sheridan County,North Dakota,82.925657346959,38,083,2.0
Sioux County,North Dakota,68.5616113431768,38,085,20.3
Stark County,North Dakota,80.6561397812348,38,089,2.8
Steele County,North Dakota,81.4763333018437,38,091,4.0
Stutsman County,North Dakota,78.6124766852733,38,093,2.5
Towner County,North Dakota,78.347784608966,38,095,2.9
Traill County,North Dakota,79.8524968989912,38,097,2.7
Walsh County,North Dakota,78.0115256375466,38,099,3.3
Ward County,North Dakota,80.0106268265473,38,101,2.6
Wells County,North Dakota,78.8608780100773,38,103,1.3
Williams County,North Dakota,78.2101275521644,38,105,1.7
Adams County,Ohio,73.6554564248194,39,001,13.4
Allen County,Ohio,77.2847596199185,39,003,9.2
Ashland County,Ohio,77.9942230682434,39,005,7.8
Ashtabula County,Ohio,75.6697430014554,39,007,8.9
Athens County,Ohio,77.311779096574,39,009,10.9
Auglaize County,Ohio,78.6118101328376,39,011,5.0
Belmont County,Ohio,76.6787630137889,39,013,8.5
Brown County,Ohio,74.9272275080782,39,015,9.9
Butler County,Ohio,77.1219542453215,39,017,7.2
Carroll County,Ohio,77.7574067472315,39,019,7.1
Champaign County,Ohio,77.0512465705741,39,021,9.1
Clark County,Ohio,74.9918222006765,39,023,10.0
Clermont County,Ohio,77.8629647431364,39,025,5.5
Clinton County,Ohio,75.7195246280182,39,027,9.2
Columbiana County,Ohio,76.4207531373641,39,029,9.0
Coshocton County,Ohio,76.9715311640109,39,031,7.8
Crawford County,Ohio,76.0367726616453,39,033,8.1
Cuyahoga County,Ohio,77.2188766392982,39,035,10.6
Darke County,Ohio,77.4390777108236,39,037,7.6
Defiance County,Ohio,77.8974524188893,39,039,8.4
Delaware County,Ohio,81.8026567173157,39,041,3.2
Erie County,Ohio,77.0205695150211,39,043,7.7
Fairfield County,Ohio,78.6427615644754,39,045,6.9
